District,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Gender,Age,Indicator,Value
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,Business,25
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,Service,8
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,Study,32
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,Marriage,24
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,Dependent,41
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,Conflict,0
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,Others,17
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,Reasons not stated,0
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,60+ Years,Agriculture,0
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,60+ Years,Business,0
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,60+ Years,Service,0
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,60+ Years,Study,0
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,60+ Years,Marriage,9
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,60+ Years,Dependent,0
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,60+ Years,Conflict,0
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,60+ Years,Others,0
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,60+ Years,Reasons not stated,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,00 - 14 Years,Agriculture,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,00 - 14 Years,Business,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,00 - 14 Years,Service,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,00 - 14 Years,Study,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,00 - 14 Years,Marriage,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,00 - 14 Years,Dependent,25
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,00 - 14 Years,Conflict,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,00 - 14 Years,Others,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,00 - 14 Years,Reasons not stated,16
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,Agriculture,8
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,Business,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,Service,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,Study,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,Marriage,8
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,Dependent,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,Conflict,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,Others,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,Reasons not stated,8
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,60+ Years,Agriculture,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,60+ Years,Business,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,60+ Years,Service,8
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,60+ Years,Study,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,60+ Years,Marriage,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,60+ Years,Dependent,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,60+ Years,Conflict,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,60+ Years,Others,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,60+ Years,Reasons not stated,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,00 - 14 Years,Agriculture,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,00 - 14 Years,Business,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,00 - 14 Years,Service,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,00 - 14 Years,Study,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,00 - 14 Years,Marriage,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,00 - 14 Years,Dependent,48
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,00 - 14 Years,Conflict,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,00 - 14 Years,Others,8
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,00 - 14 Years,Reasons not stated,72
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,Agriculture,16
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,Business,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,Service,8
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,Study,8
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,Marriage,33
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,Dependent,24
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,Conflict,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,Others,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,Reasons not stated,16
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,60+ Years,Agriculture,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,60+ Years,Business,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,60+ Years,Service,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,60+ Years,Study,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,60+ Years,Marriage,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,60+ Years,Dependent,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,60+ Years,Conflict,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,60+ Years,Others,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,60+ Years,Reasons not stated,0
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Male,00 - 14 Years,Agriculture,0
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Male,00 - 14 Years,Business,0
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Male,00 - 14 Years,Service,16
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Male,00 - 14 Years,Study,344
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Male,00 - 14 Years,Marriage,0
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Male,00 - 14 Years,Dependent,1389
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Male,00 - 14 Years,Conflict,0
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Male,00 - 14 Years,Others,41
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Male,00 - 14 Years,Reasons not stated,384
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Male,15 - 59 Years,Agriculture,1283
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Male,15 - 59 Years,Business,1518
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Male,15 - 59 Years,Service,1190
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Male,15 - 59 Years,Study,555
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Male,15 - 59 Years,Marriage,254
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Male,15 - 59 Years,Dependent,2849
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Male,15 - 59 Years,Conflict,73
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Male,15 - 59 Years,Others,425
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Male,15 - 59 Years,Reasons not stated,368
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Male,60+ Years,Agriculture,684
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Male,60+ Years,Business,210
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Male,60+ Years,Service,88
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Male,60+ Years,Study,16
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Male,60+ Years,Marriage,62
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Male,60+ Years,Dependent,196
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Male,60+ Years,Conflict,15
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Male,60+ Years,Others,95
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Male,60+ Years,Reasons not stated,38
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Female,00 - 14 Years,Agriculture,0
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Female,00 - 14 Years,Business,0
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Female,00 - 14 Years,Service,0
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Female,00 - 14 Years,Study,289
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Female,00 - 14 Years,Marriage,8
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Female,00 - 14 Years,Dependent,1264
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Female,00 - 14 Years,Conflict,8
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Female,00 - 14 Years,Others,16
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Female,00 - 14 Years,Reasons not stated,240
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Female,15 - 59 Years,Agriculture,1052
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Female,15 - 59 Years,Business,375
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Female,15 - 59 Years,Service,216
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Female,15 - 59 Years,Study,545
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Female,15 - 59 Years,Marriage,15525
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Female,15 - 59 Years,Dependent,3817
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Female,15 - 59 Years,Conflict,66
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Female,15 - 59 Years,Others,370
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Female,15 - 59 Years,Reasons not stated,1958
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Female,60+ Years,Agriculture,282
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Female,60+ Years,Business,39
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Female,60+ Years,Service,25
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Female,60+ Years,Study,7
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Female,60+ Years,Marriage,2073
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Female,60+ Years,Dependent,358
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Female,60+ Years,Conflict,23
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Female,60+ Years,Others,32
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Female,60+ Years,Reasons not stated,299
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,00 - 14 Years,Agriculture,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,00 - 14 Years,Business,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,00 - 14 Years,Service,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,00 - 14 Years,Study,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,00 - 14 Years,Marriage,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,00 - 14 Years,Dependent,8
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,00 - 14 Years,Conflict,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,00 - 14 Years,Others,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,00 - 14 Years,Reasons not stated,8
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,Agriculture,8
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,Business,8
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,Service,8
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,Study,8
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,Marriage,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,Dependent,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,Conflict,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,Others,8
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,Reasons not stated,24
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,60+ Years,Agriculture,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,60+ Years,Business,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,60+ Years,Service,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,60+ Years,Study,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,60+ Years,Marriage,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,60+ Years,Dependent,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,60+ Years,Conflict,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,60+ Years,Others,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,60+ Years,Reasons not stated,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,00 - 14 Years,Agriculture,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,00 - 14 Years,Business,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,00 - 14 Years,Service,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,00 - 14 Years,Study,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,00 - 14 Years,Marriage,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,00 - 14 Years,Dependent,32
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,00 - 14 Years,Conflict,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,00 - 14 Years,Others,16
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,00 - 14 Years,Reasons not stated,8
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,Agriculture,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,Business,8
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,Service,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,Study,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,Marriage,24
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,Dependent,24
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,Conflict,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,Others,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,Reasons not stated,33
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,60+ Years,Agriculture,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,60+ Years,Business,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,60+ Years,Service,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,60+ Years,Study,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,60+ Years,Marriage,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,60+ Years,Dependent,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,60+ Years,Conflict,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,60+ Years,Others,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,60+ Years,Reasons not stated,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Male,00 - 14 Years,Agriculture,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Male,00 - 14 Years,Business,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Male,00 - 14 Years,Service,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Male,00 - 14 Years,Study,10
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Male,00 - 14 Years,Marriage,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Male,00 - 14 Years,Dependent,21
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Male,00 - 14 Years,Conflict,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Male,00 - 14 Years,Others,3
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Male,00 - 14 Years,Reasons not stated,3
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Male,15 - 59 Years,Agriculture,62
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Male,15 - 59 Years,Business,19
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Male,15 - 59 Years,Service,17
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Male,15 - 59 Years,Study,1
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Male,15 - 59 Years,Marriage,2
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Male,15 - 59 Years,Dependent,66
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Male,15 - 59 Years,Conflict,1
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Male,15 - 59 Years,Others,51
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Male,15 - 59 Years,Reasons not stated,28
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Male,60+ Years,Agriculture,10
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Male,60+ Years,Business,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Male,60+ Years,Service,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Male,60+ Years,Study,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Male,60+ Years,Marriage,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Male,60+ Years,Dependent,1
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Male,60+ Years,Conflict,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Male,60+ Years,Others,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Male,60+ Years,Reasons not stated,8
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Female,00 - 14 Years,Agriculture,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Female,00 - 14 Years,Business,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Female,00 - 14 Years,Service,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Female,00 - 14 Years,Study,10
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Female,00 - 14 Years,Marriage,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Female,00 - 14 Years,Dependent,34
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Female,00 - 14 Years,Conflict,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Female,00 - 14 Years,Others,16
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Female,00 - 14 Years,Reasons not stated,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Female,15 - 59 Years,Agriculture,26
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Female,15 - 59 Years,Business,2
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Female,15 - 59 Years,Service,2
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Female,15 - 59 Years,Study,12
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Female,15 - 59 Years,Marriage,155
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Female,15 - 59 Years,Dependent,48
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Female,15 - 59 Years,Conflict,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Female,15 - 59 Years,Others,60
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Female,15 - 59 Years,Reasons not stated,17
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Female,60+ Years,Agriculture,2
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Female,60+ Years,Business,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Female,60+ Years,Service,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Female,60+ Years,Study,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Female,60+ Years,Marriage,1
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Female,60+ Years,Dependent,1
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Female,60+ Years,Conflict,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Female,60+ Years,Others,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Female,60+ Years,Reasons not stated,1
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Male,00 - 14 Years,Agriculture,0
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Male,00 - 14 Years,Business,0
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Male,00 - 14 Years,Service,8
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Male,00 - 14 Years,Study,9
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Male,00 - 14 Years,Marriage,0
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Male,00 - 14 Years,Dependent,13
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Male,00 - 14 Years,Conflict,0
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Male,00 - 14 Years,Others,0
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Male,00 - 14 Years,Reasons not stated,10
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Male,15 - 59 Years,Agriculture,84
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Male,15 - 59 Years,Business,163
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Male,15 - 59 Years,Service,80
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Male,15 - 59 Years,Study,23
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Male,15 - 59 Years,Marriage,61
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Male,15 - 59 Years,Dependent,54
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Male,15 - 59 Years,Conflict,0
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Male,15 - 59 Years,Others,55
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Male,15 - 59 Years,Reasons not stated,49
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Male,60+ Years,Agriculture,9
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Male,60+ Years,Business,51
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Male,60+ Years,Service,31
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Male,60+ Years,Study,1
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Male,60+ Years,Marriage,26
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Male,60+ Years,Dependent,19
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Male,60+ Years,Conflict,0
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Male,60+ Years,Others,9
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Male,60+ Years,Reasons not stated,17
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Female,00 - 14 Years,Agriculture,0
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Female,00 - 14 Years,Business,0
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Female,00 - 14 Years,Service,0
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Female,00 - 14 Years,Study,4
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Female,00 - 14 Years,Marriage,8
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Female,00 - 14 Years,Dependent,10
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Female,00 - 14 Years,Conflict,0
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Female,00 - 14 Years,Others,0
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Female,00 - 14 Years,Reasons not stated,45
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Female,15 - 59 Years,Agriculture,238
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Female,15 - 59 Years,Business,52
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Female,15 - 59 Years,Service,56
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Female,15 - 59 Years,Study,14
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Female,15 - 59 Years,Marriage,6576
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Female,15 - 59 Years,Dependent,100
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Female,15 - 59 Years,Conflict,16
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Female,15 - 59 Years,Others,64
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Female,15 - 59 Years,Reasons not stated,1123
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Female,60+ Years,Agriculture,52
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Female,60+ Years,Business,12
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Female,60+ Years,Service,2
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Female,60+ Years,Study,0
