District,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Age-Group,Gender,Major field of study,In number
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,70-74 Yrs,Female,Not stated,0
Parsa,Narayani,Terai,Central,2068/69,2011/12,15-19 Yrs,Male,Humanities and arts,250
Parsa,Narayani,Terai,Central,2068/69,2011/12,15-19 Yrs,Male,Business & administration,745
Parsa,Narayani,Terai,Central,2068/69,2011/12,15-19 Yrs,Male,Education,307
Parsa,Narayani,Terai,Central,2068/69,2011/12,15-19 Yrs,Male,Science,401
Parsa,Narayani,Terai,Central,2068/69,2011/12,15-19 Yrs,Male,Health,15
Parsa,Narayani,Terai,Central,2068/69,2011/12,15-19 Yrs,Male,"Engineering, manuf. and construction",37
Parsa,Narayani,Terai,Central,2068/69,2011/12,15-19 Yrs,Male,Law,13
Parsa,Narayani,Terai,Central,2068/69,2011/12,15-19 Yrs,Male,Social & behavioural science,16
Parsa,Narayani,Terai,Central,2068/69,2011/12,15-19 Yrs,Male,Mathematics and statistics,47
Parsa,Narayani,Terai,Central,2068/69,2011/12,15-19 Yrs,Male,"Agriculture, forestry & fishery",12
Parsa,Narayani,Terai,Central,2068/69,2011/12,15-19 Yrs,Male,Computing,8
Parsa,Narayani,Terai,Central,2068/69,2011/12,15-19 Yrs,Male,Journalism and information,0
Parsa,Narayani,Terai,Central,2068/69,2011/12,15-19 Yrs,Male,Others,1
Parsa,Narayani,Terai,Central,2068/69,2011/12,15-19 Yrs,Male,Not stated,557
Parsa,Narayani,Terai,Central,2068/69,2011/12,20-24 Yrs,Male,Humanities and arts,643
Parsa,Narayani,Terai,Central,2068/69,2011/12,20-24 Yrs,Male,Business & administration,2104
Parsa,Narayani,Terai,Central,2068/69,2011/12,20-24 Yrs,Male,Education,890
Parsa,Narayani,Terai,Central,2068/69,2011/12,20-24 Yrs,Male,Science,740
Parsa,Narayani,Terai,Central,2068/69,2011/12,20-24 Yrs,Male,Health,122
Parsa,Narayani,Terai,Central,2068/69,2011/12,20-24 Yrs,Male,"Engineering, manuf. and construction",118
Parsa,Narayani,Terai,Central,2068/69,2011/12,20-24 Yrs,Male,Law,27
Parsa,Narayani,Terai,Central,2068/69,2011/12,20-24 Yrs,Male,Social & behavioural science,78
Parsa,Narayani,Terai,Central,2068/69,2011/12,20-24 Yrs,Male,Mathematics and statistics,107
Parsa,Narayani,Terai,Central,2068/69,2011/12,20-24 Yrs,Male,"Agriculture, forestry & fishery",13
Parsa,Narayani,Terai,Central,2068/69,2011/12,20-24 Yrs,Male,Computing,41
Parsa,Narayani,Terai,Central,2068/69,2011/12,20-24 Yrs,Male,Journalism and information,1
Parsa,Narayani,Terai,Central,2068/69,2011/12,20-24 Yrs,Male,Others,2
Parsa,Narayani,Terai,Central,2068/69,2011/12,20-24 Yrs,Male,Not stated,1136
Parsa,Narayani,Terai,Central,2068/69,2011/12,25-29 Yrs,Male,Humanities and arts,499
Parsa,Narayani,Terai,Central,2068/69,2011/12,25-29 Yrs,Male,Business & administration,1381
Parsa,Narayani,Terai,Central,2068/69,2011/12,25-29 Yrs,Male,Education,559
Parsa,Narayani,Terai,Central,2068/69,2011/12,25-29 Yrs,Male,Science,355
Parsa,Narayani,Terai,Central,2068/69,2011/12,25-29 Yrs,Male,Health,95
Parsa,Narayani,Terai,Central,2068/69,2011/12,25-29 Yrs,Male,"Engineering, manuf. and construction",98
Parsa,Narayani,Terai,Central,2068/69,2011/12,25-29 Yrs,Male,Law,21
Parsa,Narayani,Terai,Central,2068/69,2011/12,25-29 Yrs,Male,Social & behavioural science,88
Parsa,Narayani,Terai,Central,2068/69,2011/12,25-29 Yrs,Male,Mathematics and statistics,70
Parsa,Narayani,Terai,Central,2068/69,2011/12,25-29 Yrs,Male,"Agriculture, forestry & fishery",6
Parsa,Narayani,Terai,Central,2068/69,2011/12,25-29 Yrs,Male,Computing,23
Parsa,Narayani,Terai,Central,2068/69,2011/12,25-29 Yrs,Male,Journalism and information,0
Parsa,Narayani,Terai,Central,2068/69,2011/12,25-29 Yrs,Male,Others,1
Parsa,Narayani,Terai,Central,2068/69,2011/12,25-29 Yrs,Male,Not stated,704
Parsa,Narayani,Terai,Central,2068/69,2011/12,30-34 Yrs,Male,Humanities and arts,424
Parsa,Narayani,Terai,Central,2068/69,2011/12,30-34 Yrs,Male,Business & administration,809
Parsa,Narayani,Terai,Central,2068/69,2011/12,30-34 Yrs,Male,Education,327
Parsa,Narayani,Terai,Central,2068/69,2011/12,30-34 Yrs,Male,Science,268
Parsa,Narayani,Terai,Central,2068/69,2011/12,30-34 Yrs,Male,Health,65
Parsa,Narayani,Terai,Central,2068/69,2011/12,30-34 Yrs,Male,"Engineering, manuf. and construction",45
Parsa,Narayani,Terai,Central,2068/69,2011/12,30-34 Yrs,Male,Law,31
Parsa,Narayani,Terai,Central,2068/69,2011/12,30-34 Yrs,Male,Social & behavioural science,77
Parsa,Narayani,Terai,Central,2068/69,2011/12,30-34 Yrs,Male,Mathematics and statistics,42
Parsa,Narayani,Terai,Central,2068/69,2011/12,30-34 Yrs,Male,"Agriculture, forestry & fishery",7
Parsa,Narayani,Terai,Central,2068/69,2011/12,30-34 Yrs,Male,Computing,10
Parsa,Narayani,Terai,Central,2068/69,2011/12,30-34 Yrs,Male,Journalism and information,1
Parsa,Narayani,Terai,Central,2068/69,2011/12,30-34 Yrs,Male,Others,3
Parsa,Narayani,Terai,Central,2068/69,2011/12,30-34 Yrs,Male,Not stated,465
Parsa,Narayani,Terai,Central,2068/69,2011/12,35-39 Yrs,Male,Humanities and arts,427
Parsa,Narayani,Terai,Central,2068/69,2011/12,35-39 Yrs,Male,Business & administration,649
Parsa,Narayani,Terai,Central,2068/69,2011/12,35-39 Yrs,Male,Education,264
Parsa,Narayani,Terai,Central,2068/69,2011/12,35-39 Yrs,Male,Science,272
Parsa,Narayani,Terai,Central,2068/69,2011/12,35-39 Yrs,Male,Health,57
Parsa,Narayani,Terai,Central,2068/69,2011/12,35-39 Yrs,Male,"Engineering, manuf. and construction",43
Parsa,Narayani,Terai,Central,2068/69,2011/12,35-39 Yrs,Male,Law,39
Parsa,Narayani,Terai,Central,2068/69,2011/12,35-39 Yrs,Male,Social & behavioural science,84
Parsa,Narayani,Terai,Central,2068/69,2011/12,35-39 Yrs,Male,Mathematics and statistics,45
Parsa,Narayani,Terai,Central,2068/69,2011/12,35-39 Yrs,Male,"Agriculture, forestry & fishery",9
Parsa,Narayani,Terai,Central,2068/69,2011/12,35-39 Yrs,Male,Computing,11
Parsa,Narayani,Terai,Central,2068/69,2011/12,35-39 Yrs,Male,Journalism and information,1
Parsa,Narayani,Terai,Central,2068/69,2011/12,35-39 Yrs,Male,Others,4
Parsa,Narayani,Terai,Central,2068/69,2011/12,35-39 Yrs,Male,Not stated,416
Parsa,Narayani,Terai,Central,2068/69,2011/12,40-44 Yrs,Male,Humanities and arts,410
Parsa,Narayani,Terai,Central,2068/69,2011/12,40-44 Yrs,Male,Business & administration,530
Parsa,Narayani,Terai,Central,2068/69,2011/12,40-44 Yrs,Male,Education,194
Parsa,Narayani,Terai,Central,2068/69,2011/12,40-44 Yrs,Male,Science,226
Parsa,Narayani,Terai,Central,2068/69,2011/12,40-44 Yrs,Male,Health,32
Parsa,Narayani,Terai,Central,2068/69,2011/12,40-44 Yrs,Male,"Engineering, manuf. and construction",39
Parsa,Narayani,Terai,Central,2068/69,2011/12,40-44 Yrs,Male,Law,20
Parsa,Narayani,Terai,Central,2068/69,2011/12,40-44 Yrs,Male,Social & behavioural science,92
Parsa,Narayani,Terai,Central,2068/69,2011/12,40-44 Yrs,Male,Mathematics and statistics,36
Parsa,Narayani,Terai,Central,2068/69,2011/12,40-44 Yrs,Male,"Agriculture, forestry & fishery",15
Parsa,Narayani,Terai,Central,2068/69,2011/12,40-44 Yrs,Male,Computing,3
Parsa,Narayani,Terai,Central,2068/69,2011/12,40-44 Yrs,Male,Journalism and information,0
Parsa,Narayani,Terai,Central,2068/69,2011/12,40-44 Yrs,Male,Others,1
Parsa,Narayani,Terai,Central,2068/69,2011/12,40-44 Yrs,Male,Not stated,337
Parsa,Narayani,Terai,Central,2068/69,2011/12,45-49 Yrs,Male,Humanities and arts,300
Parsa,Narayani,Terai,Central,2068/69,2011/12,45-49 Yrs,Male,Business & administration,378
Parsa,Narayani,Terai,Central,2068/69,2011/12,45-49 Yrs,Male,Education,126
Parsa,Narayani,Terai,Central,2068/69,2011/12,45-49 Yrs,Male,Science,162
Parsa,Narayani,Terai,Central,2068/69,2011/12,45-49 Yrs,Male,Health,17
Parsa,Narayani,Terai,Central,2068/69,2011/12,45-49 Yrs,Male,"Engineering, manuf. and construction",26
Parsa,Narayani,Terai,Central,2068/69,2011/12,45-49 Yrs,Male,Law,21
Parsa,Narayani,Terai,Central,2068/69,2011/12,45-49 Yrs,Male,Social & behavioural science,64
Parsa,Narayani,Terai,Central,2068/69,2011/12,45-49 Yrs,Male,Mathematics and statistics,23
Parsa,Narayani,Terai,Central,2068/69,2011/12,45-49 Yrs,Male,"Agriculture, forestry & fishery",10
Parsa,Narayani,Terai,Central,2068/69,2011/12,45-49 Yrs,Male,Computing,2
Parsa,Narayani,Terai,Central,2068/69,2011/12,45-49 Yrs,Male,Journalism and information,0
Parsa,Narayani,Terai,Central,2068/69,2011/12,45-49 Yrs,Male,Others,3
Parsa,Narayani,Terai,Central,2068/69,2011/12,45-49 Yrs,Male,Not stated,240
Parsa,Narayani,Terai,Central,2068/69,2011/12,50-54 Yrs,Male,Humanities and arts,254
Parsa,Narayani,Terai,Central,2068/69,2011/12,50-54 Yrs,Male,Business & administration,236
Parsa,Narayani,Terai,Central,2068/69,2011/12,50-54 Yrs,Male,Education,99
Parsa,Narayani,Terai,Central,2068/69,2011/12,50-54 Yrs,Male,Science,98
Parsa,Narayani,Terai,Central,2068/69,2011/12,50-54 Yrs,Male,Health,18
Parsa,Narayani,Terai,Central,2068/69,2011/12,50-54 Yrs,Male,"Engineering, manuf. and construction",30
Parsa,Narayani,Terai,Central,2068/69,2011/12,50-54 Yrs,Male,Law,24
Parsa,Narayani,Terai,Central,2068/69,2011/12,50-54 Yrs,Male,Social & behavioural science,59
Parsa,Narayani,Terai,Central,2068/69,2011/12,50-54 Yrs,Male,Mathematics and statistics,19
Parsa,Narayani,Terai,Central,2068/69,2011/12,50-54 Yrs,Male,"Agriculture, forestry & fishery",17
Parsa,Narayani,Terai,Central,2068/69,2011/12,50-54 Yrs,Male,Computing,0
Parsa,Narayani,Terai,Central,2068/69,2011/12,50-54 Yrs,Male,Journalism and information,0
Parsa,Narayani,Terai,Central,2068/69,2011/12,50-54 Yrs,Male,Others,0
Parsa,Narayani,Terai,Central,2068/69,2011/12,50-54 Yrs,Male,Not stated,172
Parsa,Narayani,Terai,Central,2068/69,2011/12,55-59 Yrs,Male,Humanities and arts,150
Parsa,Narayani,Terai,Central,2068/69,2011/12,55-59 Yrs,Male,Business & administration,174
Parsa,Narayani,Terai,Central,2068/69,2011/12,55-59 Yrs,Male,Education,75
Parsa,Narayani,Terai,Central,2068/69,2011/12,55-59 Yrs,Male,Science,70
Parsa,Narayani,Terai,Central,2068/69,2011/12,55-59 Yrs,Male,Health,16
Parsa,Narayani,Terai,Central,2068/69,2011/12,55-59 Yrs,Male,"Engineering, manuf. and construction",15
Parsa,Narayani,Terai,Central,2068/69,2011/12,55-59 Yrs,Male,Law,9
Parsa,Narayani,Terai,Central,2068/69,2011/12,55-59 Yrs,Male,Social & behavioural science,38
Parsa,Narayani,Terai,Central,2068/69,2011/12,55-59 Yrs,Male,Mathematics and statistics,12
Parsa,Narayani,Terai,Central,2068/69,2011/12,55-59 Yrs,Male,"Agriculture, forestry & fishery",14
Parsa,Narayani,Terai,Central,2068/69,2011/12,55-59 Yrs,Male,Computing,1
Parsa,Narayani,Terai,Central,2068/69,2011/12,55-59 Yrs,Male,Journalism and information,0
Parsa,Narayani,Terai,Central,2068/69,2011/12,55-59 Yrs,Male,Others,0
Parsa,Narayani,Terai,Central,2068/69,2011/12,55-59 Yrs,Male,Not stated,115
Parsa,Narayani,Terai,Central,2068/69,2011/12,60-64 Yrs,Male,Humanities and arts,115
Parsa,Narayani,Terai,Central,2068/69,2011/12,60-64 Yrs,Male,Business & administration,94
Parsa,Narayani,Terai,Central,2068/69,2011/12,60-64 Yrs,Male,Education,42
Parsa,Narayani,Terai,Central,2068/69,2011/12,60-64 Yrs,Male,Science,42
Parsa,Narayani,Terai,Central,2068/69,2011/12,60-64 Yrs,Male,Health,9
Parsa,Narayani,Terai,Central,2068/69,2011/12,60-64 Yrs,Male,"Engineering, manuf. and construction",11
Parsa,Narayani,Terai,Central,2068/69,2011/12,60-64 Yrs,Male,Law,8
Parsa,Narayani,Terai,Central,2068/69,2011/12,60-64 Yrs,Male,Social & behavioural science,23
Parsa,Narayani,Terai,Central,2068/69,2011/12,60-64 Yrs,Male,Mathematics and statistics,7
Parsa,Narayani,Terai,Central,2068/69,2011/12,60-64 Yrs,Male,"Agriculture, forestry & fishery",2
Parsa,Narayani,Terai,Central,2068/69,2011/12,60-64 Yrs,Male,Computing,0
Parsa,Narayani,Terai,Central,2068/69,2011/12,60-64 Yrs,Male,Journalism and information,0
Parsa,Narayani,Terai,Central,2068/69,2011/12,60-64 Yrs,Male,Others,1
Parsa,Narayani,Terai,Central,2068/69,2011/12,60-64 Yrs,Male,Not stated,69
Parsa,Narayani,Terai,Central,2068/69,2011/12,65-69 Yrs,Male,Humanities and arts,72
Parsa,Narayani,Terai,Central,2068/69,2011/12,65-69 Yrs,Male,Business & administration,63
Parsa,Narayani,Terai,Central,2068/69,2011/12,65-69 Yrs,Male,Education,22
Parsa,Narayani,Terai,Central,2068/69,2011/12,65-69 Yrs,Male,Science,25
Parsa,Narayani,Terai,Central,2068/69,2011/12,65-69 Yrs,Male,Health,4
Parsa,Narayani,Terai,Central,2068/69,2011/12,65-69 Yrs,Male,"Engineering, manuf. and construction",6
Parsa,Narayani,Terai,Central,2068/69,2011/12,65-69 Yrs,Male,Law,4
Parsa,Narayani,Terai,Central,2068/69,2011/12,65-69 Yrs,Male,Social & behavioural science,15
Parsa,Narayani,Terai,Central,2068/69,2011/12,65-69 Yrs,Male,Mathematics and statistics,3
Parsa,Narayani,Terai,Central,2068/69,2011/12,65-69 Yrs,Male,"Agriculture, forestry & fishery",4
Parsa,Narayani,Terai,Central,2068/69,2011/12,65-69 Yrs,Male,Computing,0
Parsa,Narayani,Terai,Central,2068/69,2011/12,65-69 Yrs,Male,Journalism and information,0
Parsa,Narayani,Terai,Central,2068/69,2011/12,65-69 Yrs,Male,Others,2
Parsa,Narayani,Terai,Central,2068/69,2011/12,65-69 Yrs,Male,Not stated,40
Parsa,Narayani,Terai,Central,2068/69,2011/12,70-74 Yrs,Male,Humanities and arts,34
Parsa,Narayani,Terai,Central,2068/69,2011/12,70-74 Yrs,Male,Business & administration,19
Parsa,Narayani,Terai,Central,2068/69,2011/12,70-74 Yrs,Male,Education,13
Parsa,Narayani,Terai,Central,2068/69,2011/12,70-74 Yrs,Male,Science,11
Parsa,Narayani,Terai,Central,2068/69,2011/12,70-74 Yrs,Male,Health,2
Parsa,Narayani,Terai,Central,2068/69,2011/12,70-74 Yrs,Male,"Engineering, manuf. and construction",7
Parsa,Narayani,Terai,Central,2068/69,2011/12,70-74 Yrs,Male,Law,2
Parsa,Narayani,Terai,Central,2068/69,2011/12,70-74 Yrs,Male,Social & behavioural science,13
Parsa,Narayani,Terai,Central,2068/69,2011/12,70-74 Yrs,Male,Mathematics and statistics,0
Parsa,Narayani,Terai,Central,2068/69,2011/12,70-74 Yrs,Male,"Agriculture, forestry & fishery",7
Parsa,Narayani,Terai,Central,2068/69,2011/12,70-74 Yrs,Male,Computing,0
Parsa,Narayani,Terai,Central,2068/69,2011/12,70-74 Yrs,Male,Journalism and information,0
Parsa,Narayani,Terai,Central,2068/69,2011/12,70-74 Yrs,Male,Others,1
Parsa,Narayani,Terai,Central,2068/69,2011/12,70-74 Yrs,Male,Not stated,17
Parsa,Narayani,Terai,Central,2068/69,2011/12,75+ Yrs,Male,Humanities and arts,31
Parsa,Narayani,Terai,Central,2068/69,2011/12,75+ Yrs,Male,Business & administration,20
Parsa,Narayani,Terai,Central,2068/69,2011/12,75+ Yrs,Male,Education,8
Parsa,Narayani,Terai,Central,2068/69,2011/12,75+ Yrs,Male,Science,9
Parsa,Narayani,Terai,Central,2068/69,2011/12,75+ Yrs,Male,Health,2
Parsa,Narayani,Terai,Central,2068/69,2011/12,75+ Yrs,Male,"Engineering, manuf. and construction",2
Parsa,Narayani,Terai,Central,2068/69,2011/12,75+ Yrs,Male,Law,2
Parsa,Narayani,Terai,Central,2068/69,2011/12,75+ Yrs,Male,Social & behavioural science,5
Parsa,Narayani,Terai,Central,2068/69,2011/12,75+ Yrs,Male,Mathematics and statistics,2
Parsa,Narayani,Terai,Central,2068/69,2011/12,75+ Yrs,Male,"Agriculture, forestry & fishery",1
Parsa,Narayani,Terai,Central,2068/69,2011/12,75+ Yrs,Male,Computing,0
Parsa,Narayani,Terai,Central,2068/69,2011/12,75+ Yrs,Male,Journalism and information,0
Parsa,Narayani,Terai,Central,2068/69,2011/12,75+ Yrs,Male,Others,0
Parsa,Narayani,Terai,Central,2068/69,2011/12,75+ Yrs,Male,Not stated,16
Parsa,Narayani,Terai,Central,2068/69,2011/12,15-19 Yrs,Female,Humanities and arts,189
Parsa,Narayani,Terai,Central,2068/69,2011/12,15-19 Yrs,Female,Business & administration,400
Parsa,Narayani,Terai,Central,2068/69,2011/12,15-19 Yrs,Female,Education,326
Parsa,Narayani,Terai,Central,2068/69,2011/12,15-19 Yrs,Female,Science,173
Parsa,Narayani,Terai,Central,2068/69,2011/12,15-19 Yrs,Female,Health,27
Parsa,Narayani,Terai,Central,2068/69,2011/12,15-19 Yrs,Female,"Engineering, manuf. and construction",4
Parsa,Narayani,Terai,Central,2068/69,2011/12,15-19 Yrs,Female,Law,8
Parsa,Narayani,Terai,Central,2068/69,2011/12,15-19 Yrs,Female,Social & behavioural science,21
Parsa,Narayani,Terai,Central,2068/69,2011/12,15-19 Yrs,Female,Mathematics and statistics,6
Parsa,Narayani,Terai,Central,2068/69,2011/12,15-19 Yrs,Female,"Agriculture, forestry & fishery",4
Parsa,Narayani,Terai,Central,2068/69,2011/12,15-19 Yrs,Female,Computing,5
Parsa,Narayani,Terai,Central,2068/69,2011/12,15-19 Yrs,Female,Journalism and information,1
Parsa,Narayani,Terai,Central,2068/69,2011/12,15-19 Yrs,Female,Others,0
Parsa,Narayani,Terai,Central,2068/69,2011/12,15-19 Yrs,Female,Not stated,339
Parsa,Narayani,Terai,Central,2068/69,2011/12,20-24 Yrs,Female,Humanities and arts,444
Parsa,Narayani,Terai,Central,2068/69,2011/12,20-24 Yrs,Female,Business & administration,933
Parsa,Narayani,Terai,Central,2068/69,2011/12,20-24 Yrs,Female,Education,791
Parsa,Narayani,Terai,Central,2068/69,2011/12,20-24 Yrs,Female,Science,325
Parsa,Narayani,Terai,Central,2068/69,2011/12,20-24 Yrs,Female,Health,89
Parsa,Narayani,Terai,Central,2068/69,2011/12,20-24 Yrs,Female,"Engineering, manuf. and construction",21
Parsa,Narayani,Terai,Central,2068/69,2011/12,20-24 Yrs,Female,Law,8
Parsa,Narayani,Terai,Central,2068/69,2011/12,20-24 Yrs,Female,Social & behavioural science,63
Parsa,Narayani,Terai,Central,2068/69,2011/12,20-24 Yrs,Female,Mathematics and statistics,21
Parsa,Narayani,Terai,Central,2068/69,2011/12,20-24 Yrs,Female,"Agriculture, forestry & fishery",5
Parsa,Narayani,Terai,Central,2068/69,2011/12,20-24 Yrs,Female,Computing,8
Parsa,Narayani,Terai,Central,2068/69,2011/12,20-24 Yrs,Female,Journalism and information,1
Parsa,Narayani,Terai,Central,2068/69,2011/12,20-24 Yrs,Female,Others,1
Parsa,Narayani,Terai,Central,2068/69,2011/12,20-24 Yrs,Female,Not stated,537
Parsa,Narayani,Terai,Central,2068/69,2011/12,25-29 Yrs,Female,Humanities and arts,341
Parsa,Narayani,Terai,Central,2068/69,2011/12,25-29 Yrs,Female,Business & administration,431
Parsa,Narayani,Terai,Central,2068/69,2011/12,25-29 Yrs,Female,Education,391
Parsa,Narayani,Terai,Central,2068/69,2011/12,25-29 Yrs,Female,Science,122
Parsa,Narayani,Terai,Central,2068/69,2011/12,25-29 Yrs,Female,Health,57
Parsa,Narayani,Terai,Central,2068/69,2011/12,25-29 Yrs,Female,"Engineering, manuf. and construction",7
Parsa,Narayani,Terai,Central,2068/69,2011/12,25-29 Yrs,Female,Law,1
Parsa,Narayani,Terai,Central,2068/69,2011/12,25-29 Yrs,Female,Social & behavioural science,70
Parsa,Narayani,Terai,Central,2068/69,2011/12,25-29 Yrs,Female,Mathematics and statistics,11
Parsa,Narayani,Terai,Central,2068/69,2011/12,25-29 Yrs,Female,"Agriculture, forestry & fishery",6
Parsa,Narayani,Terai,Central,2068/69,2011/12,25-29 Yrs,Female,Computing,5
Parsa,Narayani,Terai,Central,2068/69,2011/12,25-29 Yrs,Female,Journalism and information,0
Parsa,Narayani,Terai,Central,2068/69,2011/12,25-29 Yrs,Female,Others,1
Parsa,Narayani,Terai,Central,2068/69,2011/12,25-29 Yrs,Female,Not stated,279
Parsa,Narayani,Terai,Central,2068/69,2011/12,30-34 Yrs,Female,Humanities and arts,288
Parsa,Narayani,Terai,Central,2068/69,2011/12,30-34 Yrs,Female,Business & administration,225
Parsa,Narayani,Terai,Central,2068/69,2011/12,30-34 Yrs,Female,Education,183
Parsa,Narayani,Terai,Central,2068/69,2011/12,30-34 Yrs,Female,Science,69
Parsa,Narayani,Terai,Central,2068/69,2011/12,30-34 Yrs,Female,Health,29
Parsa,Narayani,Terai,Central,2068/69,2011/12,30-34 Yrs,Female,"Engineering, manuf. and construction",1
Parsa,Narayani,Terai,Central,2068/69,2011/12,30-34 Yrs,Female,Law,8
Parsa,Narayani,Terai,Central,2068/69,2011/12,30-34 Yrs,Female,Social & behavioural science,42
Parsa,Narayani,Terai,Central,2068/69,2011/12,30-34 Yrs,Female,Mathematics and statistics,4
Parsa,Narayani,Terai,Central,2068/69,2011/12,30-34 Yrs,Female,"Agriculture, forestry & fishery",2
Parsa,Narayani,Terai,Central,2068/69,2011/12,30-34 Yrs,Female,Computing,2
Parsa,Narayani,Terai,Central,2068/69,2011/12,30-34 Yrs,Female,Journalism and information,1
Parsa,Narayani,Terai,Central,2068/69,2011/12,30-34 Yrs,Female,Others,1
Parsa,Narayani,Terai,Central,2068/69,2011/12,30-34 Yrs,Female,Not stated,159
Parsa,Narayani,Terai,Central,2068/69,2011/12,35-39 Yrs,Female,Humanities and arts,218
Parsa,Narayani,Terai,Central,2068/69,2011/12,35-39 Yrs,Female,Business & administration,137
Parsa,Narayani,Terai,Central,2068/69,2011/12,35-39 Yrs,Female,Education,122
Parsa,Narayani,Terai,Central,2068/69,2011/12,35-39 Yrs,Female,Science,57
Parsa,Narayani,Terai,Central,2068/69,2011/12,35-39 Yrs,Female,Health,11
Parsa,Narayani,Terai,Central,2068/69,2011/12,35-39 Yrs,Female,"Engineering, manuf. and construction",5
Parsa,Narayani,Terai,Central,2068/69,2011/12,35-39 Yrs,Female,Law,5
Parsa,Narayani,Terai,Central,2068/69,2011/12,35-39 Yrs,Female,Social & behavioural science,53
Parsa,Narayani,Terai,Central,2068/69,2011/12,35-39 Yrs,Female,Mathematics and statistics,1
Parsa,Narayani,Terai,Central,2068/69,2011/12,35-39 Yrs,Female,"Agriculture, forestry & fishery",3
Parsa,Narayani,Terai,Central,2068/69,2011/12,35-39 Yrs,Female,Computing,2
Parsa,Narayani,Terai,Central,2068/69,2011/12,35-39 Yrs,Female,Journalism and information,0
Parsa,Narayani,Terai,Central,2068/69,2011/12,35-39 Yrs,Female,Others,0
Parsa,Narayani,Terai,Central,2068/69,2011/12,35-39 Yrs,Female,Not stated,104
Parsa,Narayani,Terai,Central,2068/69,2011/12,40-44 Yrs,Female,Humanities and arts,139
Parsa,Narayani,Terai,Central,2068/69,2011/12,40-44 Yrs,Female,Business & administration,73
Parsa,Narayani,Terai,Central,2068/69,2011/12,40-44 Yrs,Female,Education,43
Parsa,Narayani,Terai,Central,2068/69,2011/12,40-44 Yrs,Female,Science,24
Parsa,Narayani,Terai,Central,2068/69,2011/12,40-44 Yrs,Female,Health,6
Parsa,Narayani,Terai,Central,2068/69,2011/12,40-44 Yrs,Female,"Engineering, manuf. and construction",1
Parsa,Narayani,Terai,Central,2068/69,2011/12,40-44 Yrs,Female,Law,0
Parsa,Narayani,Terai,Central,2068/69,2011/12,40-44 Yrs,Female,Social & behavioural science,28
Parsa,Narayani,Terai,Central,2068/69,2011/12,40-44 Yrs,Female,Mathematics and statistics,2
Parsa,Narayani,Terai,Central,2068/69,2011/12,40-44 Yrs,Female,"Agriculture, forestry & fishery",2
Parsa,Narayani,Terai,Central,2068/69,2011/12,40-44 Yrs,Female,Computing,0
Parsa,Narayani,Terai,Central,2068/69,2011/12,40-44 Yrs,Female,Journalism and information,0
Parsa,Narayani,Terai,Central,2068/69,2011/12,40-44 Yrs,Female,Others,0
Parsa,Narayani,Terai,Central,2068/69,2011/12,40-44 Yrs,Female,Not stated,76
Parsa,Narayani,Terai,Central,2068/69,2011/12,45-49 Yrs,Female,Humanities and arts,105
Parsa,Narayani,Terai,Central,2068/69,2011/12,45-49 Yrs,Female,Business & administration,56
Parsa,Narayani,Terai,Central,2068/69,2011/12,45-49 Yrs,Female,Education,35
Parsa,Narayani,Terai,Central,2068/69,2011/12,45-49 Yrs,Female,Science,24
Parsa,Narayani,Terai,Central,2068/69,2011/12,45-49 Yrs,Female,Health,4
Parsa,Narayani,Terai,Central,2068/69,2011/12,45-49 Yrs,Female,"Engineering, manuf. and construction",3
Parsa,Narayani,Terai,Central,2068/69,2011/12,45-49 Yrs,Female,Law,4
Parsa,Narayani,Terai,Central,2068/69,2011/12,45-49 Yrs,Female,Social & behavioural science,14
Parsa,Narayani,Terai,Central,2068/69,2011/12,45-49 Yrs,Female,Mathematics and statistics,2
Parsa,Narayani,Terai,Central,2068/69,2011/12,45-49 Yrs,Female,"Agriculture, forestry & fishery",1
Parsa,Narayani,Terai,Central,2068/69,2011/12,45-49 Yrs,Female,Computing,1
Parsa,Narayani,Terai,Central,2068/69,2011/12,45-49 Yrs,Female,Journalism and information,0
Parsa,Narayani,Terai,Central,2068/69,2011/12,45-49 Yrs,Female,Others,0
Parsa,Narayani,Terai,Central,2068/69,2011/12,45-49 Yrs,Female,Not stated,45
Parsa,Narayani,Terai,Central,2068/69,2011/12,50-54 Yrs,Female,Humanities and arts,55
Parsa,Narayani,Terai,Central,2068/69,2011/12,50-54 Yrs,Female,Business & administration,36
Parsa,Narayani,Terai,Central,2068/69,2011/12,50-54 Yrs,Female,Education,22
Parsa,Narayani,Terai,Central,2068/69,2011/12,50-54 Yrs,Female,Science,9
Parsa,Narayani,Terai,Central,2068/69,2011/12,50-54 Yrs,Female,Health,1
Parsa,Narayani,Terai,Central,2068/69,2011/12,50-54 Yrs,Female,"Engineering, manuf. and construction",4
Parsa,Narayani,Terai,Central,2068/69,2011/12,50-54 Yrs,Female,Law,2
Parsa,Narayani,Terai,Central,2068/69,2011/12,50-54 Yrs,Female,Social & behavioural science,9
Parsa,Narayani,Terai,Central,2068/69,2011/12,50-54 Yrs,Female,Mathematics and statistics,1
Parsa,Narayani,Terai,Central,2068/69,2011/12,50-54 Yrs,Female,"Agriculture, forestry & fishery",0
Parsa,Narayani,Terai,Central,2068/69,2011/12,50-54 Yrs,Female,Computing,0
