District,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Age-Group,Gender,Population who are,Number
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,15 - 19 Years,Female,Never Married,37469
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,15 - 19 Years,Female,Single married,12498
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,15 - 19 Years,Female,Mutiple married,19
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,15 - 19 Years,Female,Re-married,20
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,15 - 19 Years,Female,Widow- Widower,14
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,15 - 19 Years,Female,Divorced,10
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,15 - 19 Years,Female,Separated,10
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,20 - 24 Years,Female,Never Married,12322
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,20 - 24 Years,Female,Single married,32956
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,20 - 24 Years,Female,Mutiple married,69
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,20 - 24 Years,Female,Re-married,109
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,20 - 24 Years,Female,Widow- Widower,70
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,20 - 24 Years,Female,Divorced,31
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,20 - 24 Years,Female,Separated,33
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,25 - 29 Years,Female,Never Married,2638
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,25 - 29 Years,Female,Single married,38195
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,25 - 29 Years,Female,Mutiple married,122
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,25 - 29 Years,Female,Re-married,219
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,25 - 29 Years,Female,Widow- Widower,174
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,25 - 29 Years,Female,Divorced,40
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,25 - 29 Years,Female,Separated,45
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,30 - 34 Years,Female,Never Married,739
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,30 - 34 Years,Female,Single married,32242
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,30 - 34 Years,Female,Mutiple married,170
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,30 - 34 Years,Female,Re-married,283
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,30 - 34 Years,Female,Widow- Widower,303
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,30 - 34 Years,Female,Divorced,48
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,30 - 34 Years,Female,Separated,63
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,35 - 39 Years,Female,Never Married,463
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,35 - 39 Years,Female,Single married,27260
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,35 - 39 Years,Female,Mutiple married,168
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,35 - 39 Years,Female,Re-married,340
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,35 - 39 Years,Female,Widow- Widower,510
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,35 - 39 Years,Female,Divorced,38
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,35 - 39 Years,Female,Separated,59
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,40 - 44 Years,Female,Never Married,301
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,40 - 44 Years,Female,Single married,21867
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,40 - 44 Years,Female,Mutiple married,182
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,40 - 44 Years,Female,Re-married,373
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,40 - 44 Years,Female,Widow- Widower,699
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,40 - 44 Years,Female,Divorced,30
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,40 - 44 Years,Female,Separated,65
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,45 - 49 Years,Female,Never Married,176
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,45 - 49 Years,Female,Single married,17279
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,45 - 49 Years,Female,Mutiple married,163
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,45 - 49 Years,Female,Re-married,272
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,45 - 49 Years,Female,Widow- Widower,907
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,45 - 49 Years,Female,Divorced,15
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,45 - 49 Years,Female,Separated,52
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,50 - 54 Years,Female,Never Married,109
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,50 - 54 Years,Female,Single married,14082
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,50 - 54 Years,Female,Mutiple married,133
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,50 - 54 Years,Female,Re-married,240
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,50 - 54 Years,Female,Widow- Widower,1170
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,50 - 54 Years,Female,Divorced,20
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,50 - 54 Years,Female,Separated,62
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,55 - 59 Years,Female,Never Married,82
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,55 - 59 Years,Female,Single married,10966
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,55 - 59 Years,Female,Mutiple married,106
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,55 - 59 Years,Female,Re-married,183
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,55 - 59 Years,Female,Widow- Widower,1438
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,55 - 59 Years,Female,Divorced,13
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,55 - 59 Years,Female,Separated,42
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,60 - 64 Years,Female,Never Married,62
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,60 - 64 Years,Female,Single married,8884
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,60 - 64 Years,Female,Mutiple married,77
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,60 - 64 Years,Female,Re-married,169
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,60 - 64 Years,Female,Widow- Widower,2254
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,60 - 64 Years,Female,Divorced,14
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,60 - 64 Years,Female,Separated,37
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,65 - 69 Years,Female,Never Married,38
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,65 - 69 Years,Female,Single married,6023
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,65 - 69 Years,Female,Mutiple married,52
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,65 - 69 Years,Female,Re-married,101
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,65 - 69 Years,Female,Widow- Widower,2085
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,65 - 69 Years,Female,Divorced,5
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,65 - 69 Years,Female,Separated,33
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,70 - 74 Years,Female,Never Married,41
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,70 - 74 Years,Female,Single married,3589
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,70 - 74 Years,Female,Mutiple married,32
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,70 - 74 Years,Female,Re-married,64
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,70 - 74 Years,Female,Widow- Widower,2110
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,70 - 74 Years,Female,Divorced,6
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,70 - 74 Years,Female,Separated,14
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,10 - 14 Years,Male,Never Married,18043
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,10 - 14 Years,Male,Single married,56
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,10 - 14 Years,Male,Mutiple married,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,10 - 14 Years,Male,Re-married,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,10 - 14 Years,Male,Widow- Widower,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,10 - 14 Years,Male,Divorced,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,10 - 14 Years,Male,Separated,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,15 - 19 Years,Male,Never Married,11563
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,15 - 19 Years,Male,Single married,1642
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,15 - 19 Years,Male,Mutiple married,6
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,15 - 19 Years,Male,Re-married,13
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,15 - 19 Years,Male,Widow- Widower,1
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,15 - 19 Years,Male,Divorced,6
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,15 - 19 Years,Male,Separated,6
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,20 - 24 Years,Male,Never Married,3027
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,20 - 24 Years,Male,Single married,5786
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,20 - 24 Years,Male,Mutiple married,71
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,20 - 24 Years,Male,Re-married,128
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,20 - 24 Years,Male,Widow- Widower,10
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,20 - 24 Years,Male,Divorced,17
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,20 - 24 Years,Male,Separated,15
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,25 - 29 Years,Male,Never Married,559
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,25 - 29 Years,Male,Single married,6352
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,25 - 29 Years,Male,Mutiple married,167
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,25 - 29 Years,Male,Re-married,241
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,25 - 29 Years,Male,Widow- Widower,7
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,25 - 29 Years,Male,Divorced,13
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,25 - 29 Years,Male,Separated,10
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,30 - 34 Years,Male,Never Married,186
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,30 - 34 Years,Male,Single married,5339
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,30 - 34 Years,Male,Mutiple married,230
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,30 - 34 Years,Male,Re-married,303
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,30 - 34 Years,Male,Widow- Widower,9
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,30 - 34 Years,Male,Divorced,16
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,30 - 34 Years,Male,Separated,9
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,35 - 39 Years,Male,Never Married,105
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,35 - 39 Years,Male,Single married,5034
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,35 - 39 Years,Male,Mutiple married,292
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,35 - 39 Years,Male,Re-married,448
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,35 - 39 Years,Male,Widow- Widower,24
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,35 - 39 Years,Male,Divorced,11
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,35 - 39 Years,Male,Separated,8
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,40 - 44 Years,Male,Never Married,88
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,40 - 44 Years,Male,Single married,4235
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,40 - 44 Years,Male,Mutiple married,340
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,40 - 44 Years,Male,Re-married,499
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,40 - 44 Years,Male,Widow- Widower,31
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,40 - 44 Years,Male,Divorced,12
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,40 - 44 Years,Male,Separated,7
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,45 - 49 Years,Male,Never Married,69
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,45 - 49 Years,Male,Single married,3486
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,45 - 49 Years,Male,Mutiple married,326
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,45 - 49 Years,Male,Re-married,494
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,45 - 49 Years,Male,Widow- Widower,62
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,45 - 49 Years,Male,Divorced,16
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,45 - 49 Years,Male,Separated,5
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,50 - 54 Years,Male,Never Married,61
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,50 - 54 Years,Male,Single married,3269
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,50 - 54 Years,Male,Mutiple married,350
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,50 - 54 Years,Male,Re-married,470
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,50 - 54 Years,Male,Widow- Widower,113
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,50 - 54 Years,Male,Divorced,14
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,50 - 54 Years,Male,Separated,5
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,55 - 59 Years,Male,Never Married,36
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,55 - 59 Years,Male,Single married,2596
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,55 - 59 Years,Male,Mutiple married,297
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,55 - 59 Years,Male,Re-married,483
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,55 - 59 Years,Male,Widow- Widower,180
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,55 - 59 Years,Male,Divorced,11
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,55 - 59 Years,Male,Separated,8
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,60 - 64 Years,Male,Never Married,32
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,60 - 64 Years,Male,Single married,2009
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,60 - 64 Years,Male,Mutiple married,287
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,60 - 64 Years,Male,Re-married,410
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,60 - 64 Years,Male,Widow- Widower,261
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,60 - 64 Years,Male,Divorced,14
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,60 - 64 Years,Male,Separated,9
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,65 - 69 Years,Male,Never Married,26
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,65 - 69 Years,Male,Single married,1345
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,65 - 69 Years,Male,Mutiple married,203
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,65 - 69 Years,Male,Re-married,308
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,65 - 69 Years,Male,Widow- Widower,288
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,65 - 69 Years,Male,Divorced,8
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,65 - 69 Years,Male,Separated,7
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,70 - 74 Years,Male,Never Married,8
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,70 - 74 Years,Male,Single married,670
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,70 - 74 Years,Male,Mutiple married,97
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,70 - 74 Years,Male,Re-married,153
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,70 - 74 Years,Male,Widow- Widower,244
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,70 - 74 Years,Male,Divorced,5
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,70 - 74 Years,Male,Separated,1
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,10 - 14 Years,Female,Never Married,18342
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,10 - 14 Years,Female,Single married,139
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,10 - 14 Years,Female,Mutiple married,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,10 - 14 Years,Female,Re-married,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,10 - 14 Years,Female,Widow- Widower,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,10 - 14 Years,Female,Divorced,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,10 - 14 Years,Female,Separated,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,15 - 19 Years,Female,Never Married,10700
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,15 - 19 Years,Female,Single married,4335
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,15 - 19 Years,Female,Mutiple married,8
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,15 - 19 Years,Female,Re-married,34
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,15 - 19 Years,Female,Widow- Widower,7
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,15 - 19 Years,Female,Divorced,14
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,15 - 19 Years,Female,Separated,7
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,20 - 24 Years,Female,Never Married,1905
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,20 - 24 Years,Female,Single married,9873
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,20 - 24 Years,Female,Mutiple married,86
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,20 - 24 Years,Female,Re-married,186
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,20 - 24 Years,Female,Widow- Widower,19
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,20 - 24 Years,Female,Divorced,27
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,20 - 24 Years,Female,Separated,17
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,25 - 29 Years,Female,Never Married,342
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,25 - 29 Years,Female,Single married,9119
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,25 - 29 Years,Female,Mutiple married,128
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,25 - 29 Years,Female,Re-married,312
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,25 - 29 Years,Female,Widow- Widower,76
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,25 - 29 Years,Female,Divorced,16
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,25 - 29 Years,Female,Separated,28
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,30 - 34 Years,Female,Never Married,128
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,30 - 34 Years,Female,Single married,7047
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,30 - 34 Years,Female,Mutiple married,148
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,30 - 34 Years,Female,Re-married,358
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,30 - 34 Years,Female,Widow- Widower,92
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,30 - 34 Years,Female,Divorced,12
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,30 - 34 Years,Female,Separated,14
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,35 - 39 Years,Female,Never Married,61
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,35 - 39 Years,Female,Single married,6224
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,35 - 39 Years,Female,Mutiple married,191
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,35 - 39 Years,Female,Re-married,457
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,35 - 39 Years,Female,Widow- Widower,144
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,35 - 39 Years,Female,Divorced,11
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,35 - 39 Years,Female,Separated,27
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,40 - 44 Years,Female,Never Married,49
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,40 - 44 Years,Female,Single married,4903
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,40 - 44 Years,Female,Mutiple married,186
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,40 - 44 Years,Female,Re-married,417
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,40 - 44 Years,Female,Widow- Widower,182
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,40 - 44 Years,Female,Divorced,8
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,40 - 44 Years,Female,Separated,10
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,45 - 49 Years,Female,Never Married,44
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,45 - 49 Years,Female,Single married,3906
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,45 - 49 Years,Female,Mutiple married,152
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,45 - 49 Years,Female,Re-married,389
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,45 - 49 Years,Female,Widow- Widower,280
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,45 - 49 Years,Female,Divorced,5
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,45 - 49 Years,Female,Separated,11
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,50 - 54 Years,Female,Never Married,29
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,50 - 54 Years,Female,Single married,3195
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,50 - 54 Years,Female,Mutiple married,142
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,50 - 54 Years,Female,Re-married,297
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,50 - 54 Years,Female,Widow- Widower,298
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,50 - 54 Years,Female,Divorced,3
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,50 - 54 Years,Female,Separated,23
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,55 - 59 Years,Female,Never Married,25
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,55 - 59 Years,Female,Single married,2580
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,55 - 59 Years,Female,Mutiple married,101
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,55 - 59 Years,Female,Re-married,247
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,55 - 59 Years,Female,Widow- Widower,486
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,55 - 59 Years,Female,Divorced,1
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,55 - 59 Years,Female,Separated,22
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,60 - 64 Years,Female,Never Married,19
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,60 - 64 Years,Female,Single married,2023
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,60 - 64 Years,Female,Mutiple married,104
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,60 - 64 Years,Female,Re-married,212
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,60 - 64 Years,Female,Widow- Widower,842
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,60 - 64 Years,Female,Divorced,6
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,60 - 64 Years,Female,Separated,12
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,65 - 69 Years,Female,Never Married,8
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,65 - 69 Years,Female,Single married,1191
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,65 - 69 Years,Female,Mutiple married,64
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,65 - 69 Years,Female,Re-married,142
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,65 - 69 Years,Female,Widow- Widower,671
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,65 - 69 Years,Female,Divorced,2
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,65 - 69 Years,Female,Separated,10
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,70 - 74 Years,Female,Never Married,7
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,70 - 74 Years,Female,Single married,576
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,70 - 74 Years,Female,Mutiple married,25
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,70 - 74 Years,Female,Re-married,56
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,70 - 74 Years,Female,Widow- Widower,450
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,70 - 74 Years,Female,Divorced,1
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,70 - 74 Years,Female,Separated,5
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,10 - 14 Years,Male,Never Married,10373
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,10 - 14 Years,Male,Single married,32
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,10 - 14 Years,Male,Mutiple married,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,10 - 14 Years,Male,Re-married,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,10 - 14 Years,Male,Widow- Widower,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,10 - 14 Years,Male,Divorced,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,10 - 14 Years,Male,Separated,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,15 - 19 Years,Male,Never Married,8208
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,15 - 19 Years,Male,Single married,597
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,15 - 19 Years,Male,Mutiple married,1
