District,Gender,Age-Group,Usual Activity performed,Value
Pyuthan,Female,60 - 64 Years,Household chores,2933
Pyuthan,Female,60 - 64 Years,Study,34
Pyuthan,Female,60 - 64 Years,Non of activity,1492
Pyuthan,Female,60 - 64 Years,Activity not stated,9
Pyuthan,Female,65 - 69 Years,Total Person,2456
Pyuthan,Female,65 - 69 Years,Own agriculture,1358
Pyuthan,Female,65 - 69 Years,Wage/salary earning,122
Pyuthan,Female,65 - 69 Years,Own non- agricultural,480
Pyuthan,Female,65 - 69 Years,Extended economic,821
Pyuthan,Female,65 - 69 Years,Seeking job,33
Pyuthan,Female,65 - 69 Years,Household chores,1789
Pyuthan,Female,65 - 69 Years,Study,24
Pyuthan,Female,65 - 69 Years,Non of activity,1334
Pyuthan,Female,65 - 69 Years,Activity not stated,16
Pyuthan,Female,70 - 74 Years,Total Person,1635
Pyuthan,Female,70 - 74 Years,Own agriculture,600
Pyuthan,Female,70 - 74 Years,Wage/salary earning,30
Pyuthan,Female,70 - 74 Years,Own non- agricultural,165
Pyuthan,Female,70 - 74 Years,Extended economic,330
Pyuthan,Female,70 - 74 Years,Seeking job,23
Pyuthan,Female,70 - 74 Years,Household chores,990
Pyuthan,Female,70 - 74 Years,Study,38
Pyuthan,Female,70 - 74 Years,Non of activity,1140
Pyuthan,Female,70 - 74 Years,Activity not stated,0
Pyuthan,Female,75+ Years,Total Person,1725
Pyuthan,Female,75+ Years,Own agriculture,279
Pyuthan,Female,75+ Years,Wage/salary earning,9
Pyuthan,Female,75+ Years,Own non- agricultural,52
Pyuthan,Female,75+ Years,Extended economic,209
Pyuthan,Female,75+ Years,Seeking job,9
Pyuthan,Female,75+ Years,Household chores,671
Pyuthan,Female,75+ Years,Study,61
Pyuthan,Female,75+ Years,Non of activity,1464
Pyuthan,Female,75+ Years,Activity not stated,35
Rolpa,Male,10 - 14 Years,Total Person,16281
Rolpa,Male,10 - 14 Years,Own agriculture,600
Rolpa,Male,10 - 14 Years,Wage/salary earning,169
Rolpa,Male,10 - 14 Years,Own non- agricultural,118
Rolpa,Male,10 - 14 Years,Extended economic,160
Rolpa,Male,10 - 14 Years,Seeking job,118
Rolpa,Male,10 - 14 Years,Household chores,549
Rolpa,Male,10 - 14 Years,Study,15335
Rolpa,Male,10 - 14 Years,Non of activity,524
Rolpa,Male,10 - 14 Years,Activity not stated,160
Rolpa,Male,15 - 19 Years,Total Person,10569
Rolpa,Male,15 - 19 Years,Own agriculture,2146
Rolpa,Male,15 - 19 Years,Wage/salary earning,1417
Rolpa,Male,15 - 19 Years,Own non- agricultural,381
Rolpa,Male,15 - 19 Years,Extended economic,672
Rolpa,Male,15 - 19 Years,Seeking job,850
Rolpa,Male,15 - 19 Years,Household chores,891
Rolpa,Male,15 - 19 Years,Study,7888
Rolpa,Male,15 - 19 Years,Non of activity,648
Rolpa,Male,15 - 19 Years,Activity not stated,40
Rolpa,Male,20 - 24 Years,Total Person,6288
Rolpa,Male,20 - 24 Years,Own agriculture,3074
Rolpa,Male,20 - 24 Years,Wage/salary earning,2581
Rolpa,Male,20 - 24 Years,Own non- agricultural,696
Rolpa,Male,20 - 24 Years,Extended economic,915
Rolpa,Male,20 - 24 Years,Seeking job,985
Rolpa,Male,20 - 24 Years,Household chores,1251
Rolpa,Male,20 - 24 Years,Study,1814
Rolpa,Male,20 - 24 Years,Non of activity,774
Rolpa,Male,20 - 24 Years,Activity not stated,39
Rolpa,Male,25 - 29 Years,Total Person,4580
Rolpa,Male,25 - 29 Years,Own agriculture,2857
Rolpa,Male,25 - 29 Years,Wage/salary earning,2350
Rolpa,Male,25 - 29 Years,Own non- agricultural,877
Rolpa,Male,25 - 29 Years,Extended economic,853
Rolpa,Male,25 - 29 Years,Seeking job,708
Rolpa,Male,25 - 29 Years,Household chores,1167
Rolpa,Male,25 - 29 Years,Study,322
Rolpa,Male,25 - 29 Years,Non of activity,571
Rolpa,Male,25 - 29 Years,Activity not stated,32
Rolpa,Male,30 - 34 Years,Total Person,4112
Rolpa,Male,30 - 34 Years,Own agriculture,3109
Rolpa,Male,30 - 34 Years,Wage/salary earning,2097
Rolpa,Male,30 - 34 Years,Own non- agricultural,839
Rolpa,Male,30 - 34 Years,Extended economic,979
Rolpa,Male,30 - 34 Years,Seeking job,674
Rolpa,Male,30 - 34 Years,Household chores,1102
Rolpa,Male,30 - 34 Years,Study,58
Rolpa,Male,30 - 34 Years,Non of activity,461
Rolpa,Male,30 - 34 Years,Activity not stated,16
Rolpa,Male,35 - 39 Years,Total Person,4135
Rolpa,Male,35 - 39 Years,Own agriculture,3169
Rolpa,Male,35 - 39 Years,Wage/salary earning,2046
Rolpa,Male,35 - 39 Years,Own non- agricultural,966
Rolpa,Male,35 - 39 Years,Extended economic,1053
Rolpa,Male,35 - 39 Years,Seeking job,531
Rolpa,Male,35 - 39 Years,Household chores,1210
Rolpa,Male,35 - 39 Years,Study,17
Rolpa,Male,35 - 39 Years,Non of activity,514
Rolpa,Male,35 - 39 Years,Activity not stated,9
Rolpa,Male,40 - 44 Years,Total Person,4265
Rolpa,Male,40 - 44 Years,Own agriculture,3313
Rolpa,Male,40 - 44 Years,Wage/salary earning,1996
Rolpa,Male,40 - 44 Years,Own non- agricultural,952
Rolpa,Male,40 - 44 Years,Extended economic,1085
Rolpa,Male,40 - 44 Years,Seeking job,580
Rolpa,Male,40 - 44 Years,Household chores,1300
Rolpa,Male,40 - 44 Years,Study,0
Rolpa,Male,40 - 44 Years,Non of activity,704
Rolpa,Male,40 - 44 Years,Activity not stated,0
Rolpa,Male,45 - 49 Years,Total Person,3924
Rolpa,Male,45 - 49 Years,Own agriculture,3216
Rolpa,Male,45 - 49 Years,Wage/salary earning,1785
Rolpa,Male,45 - 49 Years,Own non- agricultural,764
Rolpa,Male,45 - 49 Years,Extended economic,1158
Rolpa,Male,45 - 49 Years,Seeking job,547
Rolpa,Male,45 - 49 Years,Household chores,1367
Rolpa,Male,45 - 49 Years,Study,8
Rolpa,Male,45 - 49 Years,Non of activity,587
Rolpa,Male,45 - 49 Years,Activity not stated,8
Rolpa,Male,50 - 54 Years,Total Person,4023
Rolpa,Male,50 - 54 Years,Own agriculture,3266
Rolpa,Male,50 - 54 Years,Wage/salary earning,1751
Rolpa,Male,50 - 54 Years,Own non- agricultural,844
Rolpa,Male,50 - 54 Years,Extended economic,1104
Rolpa,Male,50 - 54 Years,Seeking job,505
Rolpa,Male,50 - 54 Years,Household chores,1388
Rolpa,Male,50 - 54 Years,Study,8
Rolpa,Male,50 - 54 Years,Non of activity,891
Rolpa,Male,50 - 54 Years,Activity not stated,8
Rolpa,Male,55 - 59 Years,Total Person,3349
Rolpa,Male,55 - 59 Years,Own agriculture,2913
Rolpa,Male,55 - 59 Years,Wage/salary earning,1152
Rolpa,Male,55 - 59 Years,Own non- agricultural,560
Rolpa,Male,55 - 59 Years,Extended economic,1037
Rolpa,Male,55 - 59 Years,Seeking job,337
Rolpa,Male,55 - 59 Years,Household chores,1251
Rolpa,Male,55 - 59 Years,Study,8
Rolpa,Male,55 - 59 Years,Non of activity,708
Rolpa,Male,55 - 59 Years,Activity not stated,0
Rolpa,Male,60 - 64 Years,Total Person,3145
Rolpa,Male,60 - 64 Years,Own agriculture,2660
Rolpa,Male,60 - 64 Years,Wage/salary earning,767
Rolpa,Male,60 - 64 Years,Own non- agricultural,696
Rolpa,Male,60 - 64 Years,Extended economic,1001
Rolpa,Male,60 - 64 Years,Seeking job,219
Rolpa,Male,60 - 64 Years,Household chores,1494
Rolpa,Male,60 - 64 Years,Study,39
Rolpa,Male,60 - 64 Years,Non of activity,853
Rolpa,Male,60 - 64 Years,Activity not stated,0
Rolpa,Male,65 - 69 Years,Total Person,2242
Rolpa,Male,65 - 69 Years,Own agriculture,1626
Rolpa,Male,65 - 69 Years,Wage/salary earning,426
Rolpa,Male,65 - 69 Years,Own non- agricultural,292
Rolpa,Male,65 - 69 Years,Extended economic,584
Rolpa,Male,65 - 69 Years,Seeking job,150
Rolpa,Male,65 - 69 Years,Household chores,1026
Rolpa,Male,65 - 69 Years,Study,16
Rolpa,Male,65 - 69 Years,Non of activity,845
Rolpa,Male,65 - 69 Years,Activity not stated,8
Rolpa,Male,70 - 74 Years,Total Person,1493
Rolpa,Male,70 - 74 Years,Own agriculture,725
Rolpa,Male,70 - 74 Years,Wage/salary earning,121
Rolpa,Male,70 - 74 Years,Own non- agricultural,164
Rolpa,Male,70 - 74 Years,Extended economic,181
Rolpa,Male,70 - 74 Years,Seeking job,35
Rolpa,Male,70 - 74 Years,Household chores,544
Rolpa,Male,70 - 74 Years,Study,17
Rolpa,Male,70 - 74 Years,Non of activity,923
Rolpa,Male,70 - 74 Years,Activity not stated,0
Rolpa,Male,75+ Years,Total Person,1429
Rolpa,Male,75+ Years,Own agriculture,532
Rolpa,Male,75+ Years,Wage/salary earning,80
Rolpa,Male,75+ Years,Own non- agricultural,66
Rolpa,Male,75+ Years,Extended economic,131
Rolpa,Male,75+ Years,Seeking job,15
Rolpa,Male,75+ Years,Household chores,350
Rolpa,Male,75+ Years,Study,7
Rolpa,Male,75+ Years,Non of activity,1101
Rolpa,Male,75+ Years,Activity not stated,7
Rolpa,Female,10 - 14 Years,Total Person,16570
Rolpa,Female,10 - 14 Years,Own agriculture,952
Rolpa,Female,10 - 14 Years,Wage/salary earning,194
Rolpa,Female,10 - 14 Years,Own non- agricultural,250
Rolpa,Female,10 - 14 Years,Extended economic,274
Rolpa,Female,10 - 14 Years,Seeking job,113
Rolpa,Female,10 - 14 Years,Household chores,976
Rolpa,Female,10 - 14 Years,Study,15215
Rolpa,Female,10 - 14 Years,Non of activity,541
Rolpa,Female,10 - 14 Years,Activity not stated,97
Rolpa,Female,15 - 19 Years,Total Person,13486
Rolpa,Female,15 - 19 Years,Own agriculture,4536
Rolpa,Female,15 - 19 Years,Wage/salary earning,1007
Rolpa,Female,15 - 19 Years,Own non- agricultural,918
Rolpa,Female,15 - 19 Years,Extended economic,1627
Rolpa,Female,15 - 19 Years,Seeking job,379
Rolpa,Female,15 - 19 Years,Household chores,3939
Rolpa,Female,15 - 19 Years,Study,8088
Rolpa,Female,15 - 19 Years,Non of activity,822
Rolpa,Female,15 - 19 Years,Activity not stated,89
Rolpa,Female,20 - 24 Years,Total Person,11256
Rolpa,Female,20 - 24 Years,Own agriculture,8048
Rolpa,Female,20 - 24 Years,Wage/salary earning,1486
Rolpa,Female,20 - 24 Years,Own non- agricultural,1641
Rolpa,Female,20 - 24 Years,Extended economic,2734
Rolpa,Female,20 - 24 Years,Seeking job,367
Rolpa,Female,20 - 24 Years,Household chores,7061
Rolpa,Female,20 - 24 Years,Study,1665
Rolpa,Female,20 - 24 Years,Non of activity,1241
Rolpa,Female,20 - 24 Years,Activity not stated,65
Rolpa,Female,25 - 29 Years,Total Person,8724
Rolpa,Female,25 - 29 Years,Own agriculture,6971
Rolpa,Female,25 - 29 Years,Wage/salary earning,1145
Rolpa,Female,25 - 29 Years,Own non- agricultural,1393
Rolpa,Female,25 - 29 Years,Extended economic,2305
Rolpa,Female,25 - 29 Years,Seeking job,376
Rolpa,Female,25 - 29 Years,Household chores,6643
Rolpa,Female,25 - 29 Years,Study,272
Rolpa,Female,25 - 29 Years,Non of activity,1048
Rolpa,Female,25 - 29 Years,Activity not stated,32
Rolpa,Female,30 - 34 Years,Total Person,7224
Rolpa,Female,30 - 34 Years,Own agriculture,5934
Rolpa,Female,30 - 34 Years,Wage/salary earning,866
Rolpa,Female,30 - 34 Years,Own non- agricultural,1384
Rolpa,Female,30 - 34 Years,Extended economic,1698
Rolpa,Female,30 - 34 Years,Seeking job,178
Rolpa,Female,30 - 34 Years,Household chores,5586
Rolpa,Female,30 - 34 Years,Study,93
Rolpa,Female,30 - 34 Years,Non of activity,730
Rolpa,Female,30 - 34 Years,Activity not stated,42
Rolpa,Female,35 - 39 Years,Total Person,6585
Rolpa,Female,35 - 39 Years,Own agriculture,5509
Rolpa,Female,35 - 39 Years,Wage/salary earning,680
Rolpa,Female,35 - 39 Years,Own non- agricultural,1124
Rolpa,Female,35 - 39 Years,Extended economic,1820
Rolpa,Female,35 - 39 Years,Seeking job,194
Rolpa,Female,35 - 39 Years,Household chores,5218
Rolpa,Female,35 - 39 Years,Study,97
Rolpa,Female,35 - 39 Years,Non of activity,639
Rolpa,Female,35 - 39 Years,Activity not stated,8
Rolpa,Female,40 - 44 Years,Total Person,5872
Rolpa,Female,40 - 44 Years,Own agriculture,5083
Rolpa,Female,40 - 44 Years,Wage/salary earning,528
Rolpa,Female,40 - 44 Years,Own non- agricultural,881
Rolpa,Female,40 - 44 Years,Extended economic,1661
Rolpa,Female,40 - 44 Years,Seeking job,168
Rolpa,Female,40 - 44 Years,Household chores,4823
Rolpa,Female,40 - 44 Years,Study,42
Rolpa,Female,40 - 44 Years,Non of activity,688
Rolpa,Female,40 - 44 Years,Activity not stated,8
Rolpa,Female,45 - 49 Years,Total Person,4756
Rolpa,Female,45 - 49 Years,Own agriculture,3962
Rolpa,Female,45 - 49 Years,Wage/salary earning,342
Rolpa,Female,45 - 49 Years,Own non- agricultural,755
Rolpa,Female,45 - 49 Years,Extended economic,1199
Rolpa,Female,45 - 49 Years,Seeking job,132
Rolpa,Female,45 - 49 Years,Household chores,3869
Rolpa,Female,45 - 49 Years,Study,54
Rolpa,Female,45 - 49 Years,Non of activity,560
Rolpa,Female,45 - 49 Years,Activity not stated,23
Rolpa,Female,50 - 54 Years,Total Person,4259
Rolpa,Female,50 - 54 Years,Own agriculture,3508
Rolpa,Female,50 - 54 Years,Wage/salary earning,226
Rolpa,Female,50 - 54 Years,Own non- agricultural,583
Rolpa,Female,50 - 54 Years,Extended economic,1123
Rolpa,Female,50 - 54 Years,Seeking job,124
Rolpa,Female,50 - 54 Years,Household chores,3304
Rolpa,Female,50 - 54 Years,Study,51
Rolpa,Female,50 - 54 Years,Non of activity,671
Rolpa,Female,50 - 54 Years,Activity not stated,22
Rolpa,Female,55 - 59 Years,Total Person,3410
Rolpa,Female,55 - 59 Years,Own agriculture,2706
Rolpa,Female,55 - 59 Years,Wage/salary earning,212
Rolpa,Female,55 - 59 Years,Own non- agricultural,416
Rolpa,Female,55 - 59 Years,Extended economic,831
Rolpa,Female,55 - 59 Years,Seeking job,85
Rolpa,Female,55 - 59 Years,Household chores,2748
Rolpa,Female,55 - 59 Years,Study,25
Rolpa,Female,55 - 59 Years,Non of activity,679
Rolpa,Female,55 - 59 Years,Activity not stated,25
Rolpa,Female,60 - 64 Years,Total Person,3397
Rolpa,Female,60 - 64 Years,Own agriculture,2385
Rolpa,Female,60 - 64 Years,Wage/salary earning,180
Rolpa,Female,60 - 64 Years,Own non- agricultural,403
Rolpa,Female,60 - 64 Years,Extended economic,729
Rolpa,Female,60 - 64 Years,Seeking job,69
Rolpa,Female,60 - 64 Years,Household chores,2599
Rolpa,Female,60 - 64 Years,Study,26
Rolpa,Female,60 - 64 Years,Non of activity,1089
Rolpa,Female,60 - 64 Years,Activity not stated,17
Rolpa,Female,65 - 69 Years,Total Person,2249
Rolpa,Female,65 - 69 Years,Own agriculture,1308
Rolpa,Female,65 - 69 Years,Wage/salary earning,58
Rolpa,Female,65 - 69 Years,Own non- agricultural,142
Rolpa,Female,65 - 69 Years,Extended economic,433
Rolpa,Female,65 - 69 Years,Seeking job,33
Rolpa,Female,65 - 69 Years,Household chores,1508
Rolpa,Female,65 - 69 Years,Study,58
Rolpa,Female,65 - 69 Years,Non of activity,883
Rolpa,Female,65 - 69 Years,Activity not stated,17
Rolpa,Female,70 - 74 Years,Total Person,1620
Rolpa,Female,70 - 74 Years,Own agriculture,535
Rolpa,Female,70 - 74 Years,Wage/salary earning,16
Rolpa,Female,70 - 74 Years,Own non- agricultural,66
Rolpa,Female,70 - 74 Years,Extended economic,181
Rolpa,Female,70 - 74 Years,Seeking job,33
Rolpa,Female,70 - 74 Years,Household chores,666
Rolpa,Female,70 - 74 Years,Study,16
Rolpa,Female,70 - 74 Years,Non of activity,1127
Rolpa,Female,70 - 74 Years,Activity not stated,0
Rolpa,Female,75+ Years,Total Person,1486
Rolpa,Female,75+ Years,Own agriculture,292
Rolpa,Female,75+ Years,Wage/salary earning,8
Rolpa,Female,75+ Years,Own non- agricultural,16
Rolpa,Female,75+ Years,Extended economic,55
Rolpa,Female,75+ Years,Seeking job,16
Rolpa,Female,75+ Years,Household chores,403
Rolpa,Female,75+ Years,Study,32
Rolpa,Female,75+ Years,Non of activity,1154
Rolpa,Female,75+ Years,Activity not stated,16
Rukum,Male,10 - 14 Years,Total Person,15434
Rukum,Male,10 - 14 Years,Own agriculture,608
Rukum,Male,10 - 14 Years,Wage/salary earning,138
Rukum,Male,10 - 14 Years,Own non- agricultural,16
Rukum,Male,10 - 14 Years,Extended economic,89
Rukum,Male,10 - 14 Years,Seeking job,41
Rukum,Male,10 - 14 Years,Household chores,624
Rukum,Male,10 - 14 Years,Study,14745
Rukum,Male,10 - 14 Years,Non of activity,965
Rukum,Male,10 - 14 Years,Activity not stated,105
Rukum,Male,15 - 19 Years,Total Person,10707
Rukum,Male,15 - 19 Years,Own agriculture,1256
Rukum,Male,15 - 19 Years,Wage/salary earning,583
Rukum,Male,15 - 19 Years,Own non- agricultural,197
Rukum,Male,15 - 19 Years,Extended economic,230
Rukum,Male,15 - 19 Years,Seeking job,287
Rukum,Male,15 - 19 Years,Household chores,698
Rukum,Male,15 - 19 Years,Study,9081
Rukum,Male,15 - 19 Years,Non of activity,542
Rukum,Male,15 - 19 Years,Activity not stated,74
Rukum,Male,20 - 24 Years,Total Person,7438
Rukum,Male,20 - 24 Years,Own agriculture,2808
Rukum,Male,20 - 24 Years,Wage/salary earning,1757
Rukum,Male,20 - 24 Years,Own non- agricultural,608
Rukum,Male,20 - 24 Years,Extended economic,410
Rukum,Male,20 - 24 Years,Seeking job,821
Rukum,Male,20 - 24 Years,Household chores,681
Rukum,Male,20 - 24 Years,Study,3276
Rukum,Male,20 - 24 Years,Non of activity,591
Rukum,Male,20 - 24 Years,Activity not stated,41
Rukum,Male,25 - 29 Years,Total Person,5995
Rukum,Male,25 - 29 Years,Own agriculture,3450
Rukum,Male,25 - 29 Years,Wage/salary earning,2269
Rukum,Male,25 - 29 Years,Own non- agricultural,795
Rukum,Male,25 - 29 Years,Extended economic,787
Rukum,Male,25 - 29 Years,Seeking job,578
Rukum,Male,25 - 29 Years,Household chores,745
Rukum,Male,25 - 29 Years,Study,661
Rukum,Male,25 - 29 Years,Non of activity,594
Rukum,Male,25 - 29 Years,Activity not stated,50
Rukum,Male,30 - 34 Years,Total Person,4861
Rukum,Male,30 - 34 Years,Own agriculture,3185
Rukum,Male,30 - 34 Years,Wage/salary earning,1944
Rukum,Male,30 - 34 Years,Own non- agricultural,759
Rukum,Male,30 - 34 Years,Extended economic,672
Rukum,Male,30 - 34 Years,Seeking job,451
Rukum,Male,30 - 34 Years,Household chores,656
Rukum,Male,30 - 34 Years,Study,229
Rukum,Male,30 - 34 Years,Non of activity,435
Rukum,Male,30 - 34 Years,Activity not stated,8
Rukum,Male,35 - 39 Years,Total Person,4816
Rukum,Male,35 - 39 Years,Own agriculture,3396
Rukum,Male,35 - 39 Years,Wage/salary earning,1910
Rukum,Male,35 - 39 Years,Own non- agricultural,772
Rukum,Male,35 - 39 Years,Extended economic,639
Rukum,Male,35 - 39 Years,Seeking job,432
Rukum,Male,35 - 39 Years,Household chores,789
Rukum,Male,35 - 39 Years,Study,91
Rukum,Male,35 - 39 Years,Non of activity,440
Rukum,Male,35 - 39 Years,Activity not stated,17
Rukum,Male,40 - 44 Years,Total Person,4332
Rukum,Male,40 - 44 Years,Own agriculture,3167
Rukum,Male,40 - 44 Years,Wage/salary earning,1650
Rukum,Male,40 - 44 Years,Own non- agricultural,688
Rukum,Male,40 - 44 Years,Extended economic,579
Rukum,Male,40 - 44 Years,Seeking job,391
Rukum,Male,40 - 44 Years,Household chores,813
Rukum,Male,40 - 44 Years,Study,16
Rukum,Male,40 - 44 Years,Non of activity,469
Rukum,Male,40 - 44 Years,Activity not stated,16
Rukum,Male,45 - 49 Years,Total Person,3819
Rukum,Male,45 - 49 Years,Own agriculture,2928
Rukum,Male,45 - 49 Years,Wage/salary earning,1107
Rukum,Male,45 - 49 Years,Own non- agricultural,698
Rukum,Male,45 - 49 Years,Extended economic,570
Rukum,Male,45 - 49 Years,Seeking job,257
Rukum,Male,45 - 49 Years,Household chores,626
Rukum,Male,45 - 49 Years,Study,24
Rukum,Male,45 - 49 Years,Non of activity,377
Rukum,Male,45 - 49 Years,Activity not stated,16
Rukum,Male,50 - 54 Years,Total Person,3678
Rukum,Male,50 - 54 Years,Own agriculture,2947
Rukum,Male,50 - 54 Years,Wage/salary earning,954
Rukum,Male,50 - 54 Years,Own non- agricultural,569
Rukum,Male,50 - 54 Years,Extended economic,508
Rukum,Male,50 - 54 Years,Seeking job,262
Rukum,Male,50 - 54 Years,Household chores,677
Rukum,Male,50 - 54 Years,Study,15
Rukum,Male,50 - 54 Years,Non of activity,400
Rukum,Male,50 - 54 Years,Activity not stated,15
Rukum,Male,55 - 59 Years,Total Person,2821
Rukum,Male,55 - 59 Years,Own agriculture,2195
Rukum,Male,55 - 59 Years,Wage/salary earning,584
Rukum,Male,55 - 59 Years,Own non- agricultural,351
Rukum,Male,55 - 59 Years,Extended economic,434
Rukum,Male,55 - 59 Years,Seeking job,159
Rukum,Male,55 - 59 Years,Household chores,534
Rukum,Male,55 - 59 Years,Study,0
Rukum,Male,55 - 59 Years,Non of activity,517
Rukum,Male,55 - 59 Years,Activity not stated,17
Rukum,Male,60 - 64 Years,Total Person,2836
Rukum,Male,60 - 64 Years,Own agriculture,2026
Rukum,Male,60 - 64 Years,Wage/salary earning,382
Rukum,Male,60 - 64 Years,Own non- agricultural,466
Rukum,Male,60 - 64 Years,Extended economic,489
Rukum,Male,60 - 64 Years,Seeking job,138
Rukum,Male,60 - 64 Years,Household chores,627
Rukum,Male,60 - 64 Years,Study,23
Rukum,Male,60 - 64 Years,Non of activity,902
Rukum,Male,60 - 64 Years,Activity not stated,0
Rukum,Male,65 - 69 Years,Total Person,1775
Rukum,Male,65 - 69 Years,Own agriculture,1169
Rukum,Male,65 - 69 Years,Wage/salary earning,168
Rukum,Male,65 - 69 Years,Own non- agricultural,160
Rukum,Male,65 - 69 Years,Extended economic,219
Rukum,Male,65 - 69 Years,Seeking job,76
Rukum,Male,65 - 69 Years,Household chores,395
Rukum,Male,65 - 69 Years,Study,8
Rukum,Male,65 - 69 Years,Non of activity,698
Rukum,Male,65 - 69 Years,Activity not stated,0
Rukum,Male,70 - 74 Years,Total Person,1198
Rukum,Male,70 - 74 Years,Own agriculture,541
Rukum,Male,70 - 74 Years,Wage/salary earning,68
Rukum,Male,70 - 74 Years,Own non- agricultural,77
Rukum,Male,70 - 74 Years,Extended economic,97
Rukum,Male,70 - 74 Years,Seeking job,0
Rukum,Male,70 - 74 Years,Household chores,174
Rukum,Male,70 - 74 Years,Study,10
Rukum,Male,70 - 74 Years,Non of activity,705
Rukum,Male,70 - 74 Years,Activity not stated,0
Rukum,Male,75+ Years,Total Person,969
Rukum,Male,75+ Years,Own agriculture,275
Rukum,Male,75+ Years,Wage/salary earning,8
Rukum,Male,75+ Years,Own non- agricultural,65
Rukum,Male,75+ Years,Extended economic,48
Rukum,Male,75+ Years,Seeking job,0
Rukum,Male,75+ Years,Household chores,170
Rukum,Male,75+ Years,Study,24
Rukum,Male,75+ Years,Non of activity,719
Rukum,Male,75+ Years,Activity not stated,8
Rukum,Female,10 - 14 Years,Total Person,15860
Rukum,Female,10 - 14 Years,Own agriculture,518
Rukum,Female,10 - 14 Years,Wage/salary earning,40
Rukum,Female,10 - 14 Years,Own non- agricultural,57
Rukum,Female,10 - 14 Years,Extended economic,89
Rukum,Female,10 - 14 Years,Seeking job,49
Rukum,Female,10 - 14 Years,Household chores,1133
Rukum,Female,10 - 14 Years,Study,15034
Rukum,Female,10 - 14 Years,Non of activity,915
Rukum,Female,10 - 14 Years,Activity not stated,130
Rukum,Female,15 - 19 Years,Total Person,12750
Rukum,Female,15 - 19 Years,Own agriculture,2287
Rukum,Female,15 - 19 Years,Wage/salary earning,201
Rukum,Female,15 - 19 Years,Own non- agricultural,298
Rukum,Female,15 - 19 Years,Extended economic,467
Rukum,Female,15 - 19 Years,Seeking job,48
Rukum,Female,15 - 19 Years,Household chores,2497
Rukum,Female,15 - 19 Years,Study,9802
Rukum,Female,15 - 19 Years,Non of activity,620
Rukum,Female,15 - 19 Years,Activity not stated,105
Rukum,Female,20 - 24 Years,Total Person,10332
Rukum,Female,20 - 24 Years,Own agriculture,4969
Rukum,Female,20 - 24 Years,Wage/salary earning,766
Rukum,Female,20 - 24 Years,Own non- agricultural,750
Rukum,Female,20 - 24 Years,Extended economic,1177
Rukum,Female,20 - 24 Years,Seeking job,205
Rukum,Female,20 - 24 Years,Household chores,5103
Rukum,Female,20 - 24 Years,Study,2836
Rukum,Female,20 - 24 Years,Non of activity,608
Rukum,Female,20 - 24 Years,Activity not stated,47
Rukum,Female,25 - 29 Years,Total Person,8156
Rukum,Female,25 - 29 Years,Own agriculture,5275
Rukum,Female,25 - 29 Years,Wage/salary earning,647
Rukum,Female,25 - 29 Years,Own non- agricultural,1016
Rukum,Female,25 - 29 Years,Extended economic,1008
Rukum,Female,25 - 29 Years,Seeking job,168
Rukum,Female,25 - 29 Years,Household chores,5149
Rukum,Female,25 - 29 Years,Study,361
Rukum,Female,25 - 29 Years,Non of activity,638
Rukum,Female,25 - 29 Years,Activity not stated,59
Rukum,Female,30 - 34 Years,Total Person,6604
Rukum,Female,30 - 34 Years,Own agriculture,4555
Rukum,Female,30 - 34 Years,Wage/salary earning,504
Rukum,Female,30 - 34 Years,Own non- agricultural,701
Rukum,Female,30 - 34 Years,Extended economic,961
Rukum,Female,30 - 34 Years,Seeking job,150
Rukum,Female,30 - 34 Years,Household chores,4232
Rukum,Female,30 - 34 Years,Study,150
Rukum,Female,30 - 34 Years,Non of activity,426
Rukum,Female,30 - 34 Years,Activity not stated,24
Rukum,Female,35 - 39 Years,Total Person,5927
Rukum,Female,35 - 39 Years,Own agriculture,4258
Rukum,Female,35 - 39 Years,Wage/salary earning,472
Rukum,Female,35 - 39 Years,Own non- agricultural,586
Rukum,Female,35 - 39 Years,Extended economic,871
Rukum,Female,35 - 39 Years,Seeking job,155
Rukum,Female,35 - 39 Years,Household chores,3957
Rukum,Female,35 - 39 Years,Study,24
Rukum,Female,35 - 39 Years,Non of activity,309
Rukum,Female,35 - 39 Years,Activity not stated,24
Rukum,Female,40 - 44 Years,Total Person,5232
Rukum,Female,40 - 44 Years,Own agriculture,3595
Rukum,Female,40 - 44 Years,Wage/salary earning,289
Rukum,Female,40 - 44 Years,Own non- agricultural,480
Rukum,Female,40 - 44 Years,Extended economic,541
Rukum,Female,40 - 44 Years,Seeking job,129
Rukum,Female,40 - 44 Years,Household chores,3503
Rukum,Female,40 - 44 Years,Study,46
Rukum,Female,40 - 44 Years,Non of activity,297
Rukum,Female,40 - 44 Years,Activity not stated,38
Rukum,Female,45 - 49 Years,Total Person,4347
Rukum,Female,45 - 49 Years,Own agriculture,2879
Rukum,Female,45 - 49 Years,Wage/salary earning,271
Rukum,Female,45 - 49 Years,Own non- agricultural,377
Rukum,Female,45 - 49 Years,Extended economic,615
Rukum,Female,45 - 49 Years,Seeking job,82
Rukum,Female,45 - 49 Years,Household chores,2985
Rukum,Female,45 - 49 Years,Study,66
Rukum,Female,45 - 49 Years,Non of activity,336
Rukum,Female,45 - 49 Years,Activity not stated,25
Rukum,Female,50 - 54 Years,Total Person,3539
Rukum,Female,50 - 54 Years,Own agriculture,2416
