District,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Age-Group,Gender,Indicator,Value
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,60+ Years,Male,India,1210
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,60+ Years,Male,SAARC country (excluding india),8
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,60+ Years,Male,ASEAN country,131
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,60+ Years,Male,Middle East country,0
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,60+ Years,Male,Other Asian country,8
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,60+ Years,Male,European country,8
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,60+ Years,Male,North American country (USA/Canada),0
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,60+ Years,Male,Other countries,17
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,60+ Years,Male,Country not stated,24
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,00 - 14 Years,Female,Total foreign born population,1825
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,00 - 14 Years,Female,India,1731
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,00 - 14 Years,Female,SAARC country (excluding india),0
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,00 - 14 Years,Female,ASEAN country,0
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,00 - 14 Years,Female,Middle East country,7
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,00 - 14 Years,Female,Other Asian country,15
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,00 - 14 Years,Female,European country,8
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,00 - 14 Years,Female,North American country (USA/Canada),0
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,00 - 14 Years,Female,Other countries,16
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,00 - 14 Years,Female,Country not stated,47
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,15 - 59 Years,Female,Total foreign born population,23924
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,15 - 59 Years,Female,India,22551
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,15 - 59 Years,Female,SAARC country (excluding india),16
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,15 - 59 Years,Female,ASEAN country,483
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,15 - 59 Years,Female,Middle East country,0
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,15 - 59 Years,Female,Other Asian country,105
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,15 - 59 Years,Female,European country,56
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,15 - 59 Years,Female,North American country (USA/Canada),0
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,15 - 59 Years,Female,Other countries,171
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,15 - 59 Years,Female,Country not stated,542
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,60+ Years,Female,Total foreign born population,3137
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,60+ Years,Female,India,2928
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,60+ Years,Female,SAARC country (excluding india),16
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,60+ Years,Female,ASEAN country,105
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,60+ Years,Female,Middle East country,0
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,60+ Years,Female,Other Asian country,0
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,60+ Years,Female,European country,7
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,60+ Years,Female,North American country (USA/Canada),0
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,60+ Years,Female,Other countries,24
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,60+ Years,Female,Country not stated,56
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,00 - 14 Years,Male,Total foreign born population,16
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,00 - 14 Years,Male,India,16
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,00 - 14 Years,Male,SAARC country (excluding india),0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,00 - 14 Years,Male,ASEAN country,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,00 - 14 Years,Male,Middle East country,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,00 - 14 Years,Male,Other Asian country,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,00 - 14 Years,Male,European country,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,00 - 14 Years,Male,North American country (USA/Canada),0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,00 - 14 Years,Male,Other countries,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,00 - 14 Years,Male,Country not stated,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,15 - 59 Years,Male,Total foreign born population,65
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,15 - 59 Years,Male,India,49
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,15 - 59 Years,Male,SAARC country (excluding india),0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,15 - 59 Years,Male,ASEAN country,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,15 - 59 Years,Male,Middle East country,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,15 - 59 Years,Male,Other Asian country,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,15 - 59 Years,Male,European country,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,15 - 59 Years,Male,North American country (USA/Canada),0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,15 - 59 Years,Male,Other countries,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,15 - 59 Years,Male,Country not stated,16
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,60+ Years,Male,Total foreign born population,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,60+ Years,Male,India,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,60+ Years,Male,SAARC country (excluding india),0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,60+ Years,Male,ASEAN country,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,60+ Years,Male,Middle East country,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,60+ Years,Male,Other Asian country,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,60+ Years,Male,European country,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,60+ Years,Male,North American country (USA/Canada),0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,60+ Years,Male,Other countries,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,60+ Years,Male,Country not stated,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,00 - 14 Years,Female,Total foreign born population,57
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,00 - 14 Years,Female,India,57
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,00 - 14 Years,Female,SAARC country (excluding india),0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,00 - 14 Years,Female,ASEAN country,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,00 - 14 Years,Female,Middle East country,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,00 - 14 Years,Female,Other Asian country,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,00 - 14 Years,Female,European country,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,00 - 14 Years,Female,North American country (USA/Canada),0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,00 - 14 Years,Female,Other countries,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,00 - 14 Years,Female,Country not stated,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,15 - 59 Years,Female,Total foreign born population,89
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,15 - 59 Years,Female,India,73
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,15 - 59 Years,Female,SAARC country (excluding india),0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,15 - 59 Years,Female,ASEAN country,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,15 - 59 Years,Female,Middle East country,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,15 - 59 Years,Female,Other Asian country,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,15 - 59 Years,Female,European country,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,15 - 59 Years,Female,North American country (USA/Canada),0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,15 - 59 Years,Female,Other countries,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,15 - 59 Years,Female,Country not stated,16
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,60+ Years,Female,Total foreign born population,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,60+ Years,Female,India,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,60+ Years,Female,SAARC country (excluding india),0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,60+ Years,Female,ASEAN country,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,60+ Years,Female,Middle East country,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,60+ Years,Female,Other Asian country,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,60+ Years,Female,European country,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,60+ Years,Female,North American country (USA/Canada),0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,60+ Years,Female,Other countries,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,60+ Years,Female,Country not stated,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,00 - 14 Years,Male,Total foreign born population,37
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,00 - 14 Years,Male,India,28
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,00 - 14 Years,Male,SAARC country (excluding india),0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,00 - 14 Years,Male,ASEAN country,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,00 - 14 Years,Male,Middle East country,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,00 - 14 Years,Male,Other Asian country,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,00 - 14 Years,Male,European country,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,00 - 14 Years,Male,North American country (USA/Canada),0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,00 - 14 Years,Male,Other countries,1
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,00 - 14 Years,Male,Country not stated,8
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,15 - 59 Years,Male,Total foreign born population,248
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,15 - 59 Years,Male,India,232
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,15 - 59 Years,Male,SAARC country (excluding india),2
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,15 - 59 Years,Male,ASEAN country,3
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,15 - 59 Years,Male,Middle East country,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,15 - 59 Years,Male,Other Asian country,2
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,15 - 59 Years,Male,European country,8
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,15 - 59 Years,Male,North American country (USA/Canada),0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,15 - 59 Years,Male,Other countries,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,15 - 59 Years,Male,Country not stated,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,60+ Years,Male,Total foreign born population,18
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,60+ Years,Male,India,18
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,60+ Years,Male,SAARC country (excluding india),0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,60+ Years,Male,ASEAN country,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,60+ Years,Male,Middle East country,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,60+ Years,Male,Other Asian country,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,60+ Years,Male,European country,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,60+ Years,Male,North American country (USA/Canada),0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,60+ Years,Male,Other countries,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,60+ Years,Male,Country not stated,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,00 - 14 Years,Female,Total foreign born population,60
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,00 - 14 Years,Female,India,60
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,00 - 14 Years,Female,SAARC country (excluding india),0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,00 - 14 Years,Female,ASEAN country,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,00 - 14 Years,Female,Middle East country,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,00 - 14 Years,Female,Other Asian country,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,00 - 14 Years,Female,European country,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,00 - 14 Years,Female,North American country (USA/Canada),0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,00 - 14 Years,Female,Other countries,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,00 - 14 Years,Female,Country not stated,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,15 - 59 Years,Female,Total foreign born population,322
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,15 - 59 Years,Female,India,276
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,15 - 59 Years,Female,SAARC country (excluding india),26
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,15 - 59 Years,Female,ASEAN country,17
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,15 - 59 Years,Female,Middle East country,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,15 - 59 Years,Female,Other Asian country,1
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,15 - 59 Years,Female,European country,1
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,15 - 59 Years,Female,North American country (USA/Canada),0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,15 - 59 Years,Female,Other countries,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,15 - 59 Years,Female,Country not stated,1
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,60+ Years,Female,Total foreign born population,5
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,60+ Years,Female,India,5
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,60+ Years,Female,SAARC country (excluding india),0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,60+ Years,Female,ASEAN country,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,60+ Years,Female,Middle East country,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,60+ Years,Female,Other Asian country,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,60+ Years,Female,European country,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,60+ Years,Female,North American country (USA/Canada),0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,60+ Years,Female,Other countries,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,60+ Years,Female,Country not stated,0
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,00 - 14 Years,Male,Total foreign born population,40
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,00 - 14 Years,Male,India,32
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,00 - 14 Years,Male,SAARC country (excluding india),0
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,00 - 14 Years,Male,ASEAN country,8
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,00 - 14 Years,Male,Middle East country,0
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,00 - 14 Years,Male,Other Asian country,0
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,00 - 14 Years,Male,European country,0
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,00 - 14 Years,Male,North American country (USA/Canada),0
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,00 - 14 Years,Male,Other countries,0
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,00 - 14 Years,Male,Country not stated,0
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,15 - 59 Years,Male,Total foreign born population,570
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,15 - 59 Years,Male,India,520
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,15 - 59 Years,Male,SAARC country (excluding india),0
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,15 - 59 Years,Male,ASEAN country,8
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,15 - 59 Years,Male,Middle East country,0
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,15 - 59 Years,Male,Other Asian country,1
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,15 - 59 Years,Male,European country,2
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,15 - 59 Years,Male,North American country (USA/Canada),0
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,15 - 59 Years,Male,Other countries,0
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,15 - 59 Years,Male,Country not stated,39
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,60+ Years,Male,Total foreign born population,162
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,60+ Years,Male,India,152
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,60+ Years,Male,SAARC country (excluding india),0
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,60+ Years,Male,ASEAN country,0
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,60+ Years,Male,Middle East country,0
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,60+ Years,Male,Other Asian country,8
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,60+ Years,Male,European country,0
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,60+ Years,Male,North American country (USA/Canada),0
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,60+ Years,Male,Other countries,0
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,60+ Years,Male,Country not stated,2
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,00 - 14 Years,Female,Total foreign born population,67
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,00 - 14 Years,Female,India,59
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,00 - 14 Years,Female,SAARC country (excluding india),0
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,00 - 14 Years,Female,ASEAN country,8
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,00 - 14 Years,Female,Middle East country,0
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,00 - 14 Years,Female,Other Asian country,0
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,00 - 14 Years,Female,European country,0
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,00 - 14 Years,Female,North American country (USA/Canada),0
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,00 - 14 Years,Female,Other countries,0
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,00 - 14 Years,Female,Country not stated,0
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,15 - 59 Years,Female,Total foreign born population,8239
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,15 - 59 Years,Female,India,7774
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,15 - 59 Years,Female,SAARC country (excluding india),8
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,15 - 59 Years,Female,ASEAN country,8
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,15 - 59 Years,Female,Middle East country,1
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,15 - 59 Years,Female,Other Asian country,27
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,15 - 59 Years,Female,European country,25
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,15 - 59 Years,Female,North American country (USA/Canada),0
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,15 - 59 Years,Female,Other countries,44
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,15 - 59 Years,Female,Country not stated,351
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,60+ Years,Female,Total foreign born population,1199
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,60+ Years,Female,India,1147
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,60+ Years,Female,SAARC country (excluding india),0
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,60+ Years,Female,ASEAN country,0
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,60+ Years,Female,Middle East country,0
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,60+ Years,Female,Other Asian country,0
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,60+ Years,Female,European country,0
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,60+ Years,Female,North American country (USA/Canada),0
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,60+ Years,Female,Other countries,17
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,60+ Years,Female,Country not stated,35
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,00 - 14 Years,Male,Total foreign born population,98
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,00 - 14 Years,Male,India,90
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,00 - 14 Years,Male,SAARC country (excluding india),0
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,00 - 14 Years,Male,ASEAN country,0
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,00 - 14 Years,Male,Middle East country,0
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,00 - 14 Years,Male,Other Asian country,0
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,00 - 14 Years,Male,European country,8
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,00 - 14 Years,Male,North American country (USA/Canada),0
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,00 - 14 Years,Male,Other countries,0
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,00 - 14 Years,Male,Country not stated,0
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,15 - 59 Years,Male,Total foreign born population,1255
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,15 - 59 Years,Male,India,1182
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,15 - 59 Years,Male,SAARC country (excluding india),0
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,15 - 59 Years,Male,ASEAN country,8
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,15 - 59 Years,Male,Middle East country,0
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,15 - 59 Years,Male,Other Asian country,0
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,15 - 59 Years,Male,European country,8
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,15 - 59 Years,Male,North American country (USA/Canada),0
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,15 - 59 Years,Male,Other countries,16
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,15 - 59 Years,Male,Country not stated,41
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,60+ Years,Male,Total foreign born population,605
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,60+ Years,Male,India,588
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,60+ Years,Male,SAARC country (excluding india),0
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,60+ Years,Male,ASEAN country,0
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,60+ Years,Male,Middle East country,0
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,60+ Years,Male,Other Asian country,0
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,60+ Years,Male,European country,0
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,60+ Years,Male,North American country (USA/Canada),0
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,60+ Years,Male,Other countries,8
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,60+ Years,Male,Country not stated,9
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,00 - 14 Years,Female,Total foreign born population,160
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,00 - 14 Years,Female,India,136
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,00 - 14 Years,Female,SAARC country (excluding india),0
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,00 - 14 Years,Female,ASEAN country,0
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,00 - 14 Years,Female,Middle East country,0
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,00 - 14 Years,Female,Other Asian country,0
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,00 - 14 Years,Female,European country,0
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,00 - 14 Years,Female,North American country (USA/Canada),24
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,00 - 14 Years,Female,Other countries,0
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,00 - 14 Years,Female,Country not stated,0
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,15 - 59 Years,Female,Total foreign born population,13820
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,15 - 59 Years,Female,India,13442
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,15 - 59 Years,Female,SAARC country (excluding india),9
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,15 - 59 Years,Female,ASEAN country,0
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,15 - 59 Years,Female,Middle East country,0
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,15 - 59 Years,Female,Other Asian country,8
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,15 - 59 Years,Female,European country,34
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,15 - 59 Years,Female,North American country (USA/Canada),8
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,15 - 59 Years,Female,Other countries,76
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,15 - 59 Years,Female,Country not stated,242
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,60+ Years,Female,Total foreign born population,2585
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,60+ Years,Female,India,2478
