District,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Gender,Age-Group,Indicator,Sub-Indicator,Value
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Female,25 - 29 Years,Other district,Rural,91
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Female,25 - 29 Years,Other district,Urban,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Female,25 - 29 Years,Other district,Not stated,41
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Female,25 - 29 Years,Foreign country,,16
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Female,25 - 29 Years,Place not stated,,8
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Female,30 - 34 Years,Population aged 5 years & above,,3925
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Female,30 - 34 Years,Same district,,3891
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Female,30 - 34 Years,Other district,Total,34
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Female,30 - 34 Years,Other district,Rural,25
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Female,30 - 34 Years,Other district,Urban,8
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Female,30 - 34 Years,Other district,Not stated,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Female,30 - 34 Years,Foreign country,,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Female,30 - 34 Years,Place not stated,,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Female,35 - 39 Years,Population aged 5 years & above,,3645
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Female,35 - 39 Years,Same district,,3582
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Female,35 - 39 Years,Other district,Total,39
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Female,35 - 39 Years,Other district,Rural,32
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Female,35 - 39 Years,Other district,Urban,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Female,35 - 39 Years,Other district,Not stated,8
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Female,35 - 39 Years,Foreign country,,16
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Female,35 - 39 Years,Place not stated,,8
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Female,40 - 44 Years,Population aged 5 years & above,,3512
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Female,40 - 44 Years,Same district,,3476
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Female,40 - 44 Years,Other district,Total,27
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Female,40 - 44 Years,Other district,Rural,18
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Female,40 - 44 Years,Other district,Urban,9
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Female,40 - 44 Years,Other district,Not stated,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Female,40 - 44 Years,Foreign country,,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Female,40 - 44 Years,Place not stated,,9
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Female,45 - 49 Years,Population aged 5 years & above,,3031
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Female,45 - 49 Years,Same district,,3015
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Female,45 - 49 Years,Other district,Total,16
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Female,45 - 49 Years,Other district,Rural,8
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Female,45 - 49 Years,Other district,Urban,8
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Female,45 - 49 Years,Other district,Not stated,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Female,45 - 49 Years,Foreign country,,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Female,45 - 49 Years,Place not stated,,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Female,50 - 54 Years,Population aged 5 years & above,,2648
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Female,50 - 54 Years,Same district,,2640
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Female,50 - 54 Years,Other district,Total,8
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Female,50 - 54 Years,Other district,Rural,8
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Female,50 - 54 Years,Other district,Urban,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Female,50 - 54 Years,Other district,Not stated,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Female,50 - 54 Years,Foreign country,,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Female,50 - 54 Years,Place not stated,,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Female,55 - 59 Years,Population aged 5 years & above,,2019
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Female,55 - 59 Years,Same district,,1995
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Female,55 - 59 Years,Other district,Total,8
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Female,55 - 59 Years,Other district,Rural,8
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Female,55 - 59 Years,Other district,Urban,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Female,55 - 59 Years,Other district,Not stated,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Female,55 - 59 Years,Foreign country,,8
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Female,55 - 59 Years,Place not stated,,8
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Female,60 - 64 Years,Population aged 5 years & above,,1908
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Female,60 - 64 Years,Same district,,1900
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Female,60 - 64 Years,Other district,Total,8
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Female,60 - 64 Years,Other district,Rural,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Female,60 - 64 Years,Other district,Urban,8
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Female,60 - 64 Years,Other district,Not stated,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Female,60 - 64 Years,Foreign country,,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Female,60 - 64 Years,Place not stated,,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Female,65 - 69 Years,Population aged 5 years & above,,1222
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Female,65 - 69 Years,Same district,,1214
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Female,65 - 69 Years,Other district,Total,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Female,65 - 69 Years,Other district,Rural,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Female,65 - 69 Years,Other district,Urban,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Female,65 - 69 Years,Other district,Not stated,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Female,65 - 69 Years,Foreign country,,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Female,65 - 69 Years,Place not stated,,8
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Female,70 - 74 Years,Population aged 5 years & above,,960
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Female,70 - 74 Years,Same district,,960
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Female,70 - 74 Years,Other district,Total,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Female,70 - 74 Years,Other district,Rural,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Female,70 - 74 Years,Other district,Urban,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Female,70 - 74 Years,Other district,Not stated,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Female,70 - 74 Years,Foreign country,,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Female,70 - 74 Years,Place not stated,,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Female,75+ Years,Population aged 5 years & above,,1357
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Female,75+ Years,Same district,,1357
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Female,75+ Years,Other district,Total,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Female,75+ Years,Other district,Rural,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Female,75+ Years,Other district,Urban,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Female,75+ Years,Other district,Not stated,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Female,75+ Years,Foreign country,,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Female,75+ Years,Place not stated,,0
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Male,05 - 09 Years,Population aged 5 years & above,,5999
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Male,05 - 09 Years,Same district,,5749
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Male,05 - 09 Years,Other district,Total,97
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Male,05 - 09 Years,Other district,Rural,57
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Male,05 - 09 Years,Other district,Urban,16
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Male,05 - 09 Years,Other district,Not stated,24
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Male,05 - 09 Years,Foreign country,,24
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Male,05 - 09 Years,Place not stated,,129
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Male,10 - 14 Years,Population aged 5 years & above,,6377
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Male,10 - 14 Years,Same district,,6195
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Male,10 - 14 Years,Other district,Total,79
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Male,10 - 14 Years,Other district,Rural,40
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Male,10 - 14 Years,Other district,Urban,8
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Male,10 - 14 Years,Other district,Not stated,32
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Male,10 - 14 Years,Foreign country,,32
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Male,10 - 14 Years,Place not stated,,71
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Male,15 - 19 Years,Population aged 5 years & above,,5845
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Male,15 - 19 Years,Same district,,5796
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Male,15 - 19 Years,Other district,Total,24
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Male,15 - 19 Years,Other district,Rural,24
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Male,15 - 19 Years,Other district,Urban,0
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Male,15 - 19 Years,Other district,Not stated,0
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Male,15 - 19 Years,Foreign country,,0
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Male,15 - 19 Years,Place not stated,,24
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Male,20 - 24 Years,Population aged 5 years & above,,3276
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Male,20 - 24 Years,Same district,,3198
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Male,20 - 24 Years,Other district,Total,47
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Male,20 - 24 Years,Other district,Rural,31
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Male,20 - 24 Years,Other district,Urban,0
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Male,20 - 24 Years,Other district,Not stated,16
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Male,20 - 24 Years,Foreign country,,8
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Male,20 - 24 Years,Place not stated,,24
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Male,25 - 29 Years,Population aged 5 years & above,,2506
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Male,25 - 29 Years,Same district,,2385
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Male,25 - 29 Years,Other district,Total,98
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Male,25 - 29 Years,Other district,Rural,45
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Male,25 - 29 Years,Other district,Urban,30
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Male,25 - 29 Years,Other district,Not stated,23
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Male,25 - 29 Years,Foreign country,,23
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Male,25 - 29 Years,Place not stated,,0
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Male,30 - 34 Years,Population aged 5 years & above,,2213
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Male,30 - 34 Years,Same district,,2074
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Male,30 - 34 Years,Other district,Total,108
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Male,30 - 34 Years,Other district,Rural,62
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Male,30 - 34 Years,Other district,Urban,15
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Male,30 - 34 Years,Other district,Not stated,31
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Male,30 - 34 Years,Foreign country,,31
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Male,30 - 34 Years,Place not stated,,0
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Male,35 - 39 Years,Population aged 5 years & above,,2123
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Male,35 - 39 Years,Same district,,2022
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Male,35 - 39 Years,Other district,Total,62
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Male,35 - 39 Years,Other district,Rural,39
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Male,35 - 39 Years,Other district,Urban,23
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Male,35 - 39 Years,Other district,Not stated,0
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Male,35 - 39 Years,Foreign country,,16
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Male,35 - 39 Years,Place not stated,,23
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Male,40 - 44 Years,Population aged 5 years & above,,2224
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Male,40 - 44 Years,Same district,,2149
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Male,40 - 44 Years,Other district,Total,50
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Male,40 - 44 Years,Other district,Rural,42
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Male,40 - 44 Years,Other district,Urban,0
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Male,40 - 44 Years,Other district,Not stated,8
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Male,40 - 44 Years,Foreign country,,8
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Male,40 - 44 Years,Place not stated,,17
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Male,45 - 49 Years,Population aged 5 years & above,,2328
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Male,45 - 49 Years,Same district,,2283
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Male,45 - 49 Years,Other district,Total,45
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Male,45 - 49 Years,Other district,Rural,22
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Male,45 - 49 Years,Other district,Urban,15
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Male,45 - 49 Years,Other district,Not stated,7
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Male,45 - 49 Years,Foreign country,,0
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Male,45 - 49 Years,Place not stated,,0
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Male,50 - 54 Years,Population aged 5 years & above,,2362
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Male,50 - 54 Years,Same district,,2329
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Male,50 - 54 Years,Other district,Total,16
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Male,50 - 54 Years,Other district,Rural,8
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Male,50 - 54 Years,Other district,Urban,0
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Male,50 - 54 Years,Other district,Not stated,8
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Male,50 - 54 Years,Foreign country,,8
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Male,50 - 54 Years,Place not stated,,8
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Male,55 - 59 Years,Population aged 5 years & above,,1789
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Male,55 - 59 Years,Same district,,1774
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Male,55 - 59 Years,Other district,Total,8
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Male,55 - 59 Years,Other district,Rural,8
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Male,55 - 59 Years,Other district,Urban,0
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Male,55 - 59 Years,Other district,Not stated,0
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Male,55 - 59 Years,Foreign country,,8
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Male,55 - 59 Years,Place not stated,,0
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Male,60 - 64 Years,Population aged 5 years & above,,1512
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Male,60 - 64 Years,Same district,,1482
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Male,60 - 64 Years,Other district,Total,15
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Male,60 - 64 Years,Other district,Rural,15
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Male,60 - 64 Years,Other district,Urban,0
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Male,60 - 64 Years,Other district,Not stated,0
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Male,60 - 64 Years,Foreign country,,8
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Male,60 - 64 Years,Place not stated,,8
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Male,65 - 69 Years,Population aged 5 years & above,,1134
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Male,65 - 69 Years,Same district,,1134
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Male,65 - 69 Years,Other district,Total,0
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Male,65 - 69 Years,Other district,Rural,0
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Male,65 - 69 Years,Other district,Urban,0
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Male,65 - 69 Years,Other district,Not stated,0
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Male,65 - 69 Years,Foreign country,,0
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Male,65 - 69 Years,Place not stated,,0
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Male,70 - 74 Years,Population aged 5 years & above,,915
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Male,70 - 74 Years,Same district,,907
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Male,70 - 74 Years,Other district,Total,8
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Male,70 - 74 Years,Other district,Rural,8
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Male,70 - 74 Years,Other district,Urban,0
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Male,70 - 74 Years,Other district,Not stated,0
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Male,70 - 74 Years,Foreign country,,0
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Male,70 - 74 Years,Place not stated,,0
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Male,75+ Years,Population aged 5 years & above,,1209
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Male,75+ Years,Same district,,1180
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Male,75+ Years,Other district,Total,15
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Male,75+ Years,Other district,Rural,15
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Male,75+ Years,Other district,Urban,0
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Male,75+ Years,Other district,Not stated,0
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Male,75+ Years,Foreign country,,0
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Male,75+ Years,Place not stated,,15
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Female,05 - 09 Years,Population aged 5 years & above,,5923
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Female,05 - 09 Years,Same district,,5776
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Female,05 - 09 Years,Other district,Total,49
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Female,05 - 09 Years,Other district,Rural,33
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Female,05 - 09 Years,Other district,Urban,16
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Female,05 - 09 Years,Other district,Not stated,0
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Female,05 - 09 Years,Foreign country,,8
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Female,05 - 09 Years,Place not stated,,90
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Female,10 - 14 Years,Population aged 5 years & above,,6482
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Female,10 - 14 Years,Same district,,6378
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Female,10 - 14 Years,Other district,Total,64
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Female,10 - 14 Years,Other district,Rural,48
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Female,10 - 14 Years,Other district,Urban,8
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Female,10 - 14 Years,Other district,Not stated,8
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Female,10 - 14 Years,Foreign country,,8
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Female,10 - 14 Years,Place not stated,,32
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Female,15 - 19 Years,Population aged 5 years & above,,6390
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Female,15 - 19 Years,Same district,,5986
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Female,15 - 19 Years,Other district,Total,356
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Female,15 - 19 Years,Other district,Rural,309
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Female,15 - 19 Years,Other district,Urban,0
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Female,15 - 19 Years,Other district,Not stated,48
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Female,15 - 19 Years,Foreign country,,24
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Female,15 - 19 Years,Place not stated,,24
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Female,20 - 24 Years,Population aged 5 years & above,,5208
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Female,20 - 24 Years,Same district,,4559
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Female,20 - 24 Years,Other district,Total,602
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Female,20 - 24 Years,Other district,Rural,540
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Female,20 - 24 Years,Other district,Urban,8
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Female,20 - 24 Years,Other district,Not stated,55
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Female,20 - 24 Years,Foreign country,,23
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Female,20 - 24 Years,Place not stated,,23
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Female,25 - 29 Years,Population aged 5 years & above,,4209
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Female,25 - 29 Years,Same district,,3786
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Female,25 - 29 Years,Other district,Total,374
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Female,25 - 29 Years,Other district,Rural,291
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Female,25 - 29 Years,Other district,Urban,50
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Female,25 - 29 Years,Other district,Not stated,33
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Female,25 - 29 Years,Foreign country,,25
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Female,25 - 29 Years,Place not stated,,25
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Female,30 - 34 Years,Population aged 5 years & above,,3315
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Female,30 - 34 Years,Same district,,3171
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Female,30 - 34 Years,Other district,Total,120
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Female,30 - 34 Years,Other district,Rural,80
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Female,30 - 34 Years,Other district,Urban,8
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Female,30 - 34 Years,Other district,Not stated,32
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Female,30 - 34 Years,Foreign country,,8
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Female,30 - 34 Years,Place not stated,,16
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Female,35 - 39 Years,Population aged 5 years & above,,3163
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Female,35 - 39 Years,Same district,,3041
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Female,35 - 39 Years,Other district,Total,89
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Female,35 - 39 Years,Other district,Rural,49
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Female,35 - 39 Years,Other district,Urban,8
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Female,35 - 39 Years,Other district,Not stated,32
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Female,35 - 39 Years,Foreign country,,16
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Female,35 - 39 Years,Place not stated,,16
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Female,40 - 44 Years,Population aged 5 years & above,,3022
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Female,40 - 44 Years,Same district,,2986
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Female,40 - 44 Years,Other district,Total,36
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Female,40 - 44 Years,Other district,Rural,29
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Female,40 - 44 Years,Other district,Urban,7
