District,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Age group,Gender,Population having disability of,Value
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,30 - 34 Years,Male,Multiple Misable,13
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,35 - 39 Years,Male,Total Population,5922
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,35 - 39 Years,Male,Population without disability,5689
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,35 - 39 Years,Male,Physical,109
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,35 - 39 Years,Male,Blindness/ low vision,26
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,35 - 39 Years,Male,Deaf / hard to hearing,37
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,35 - 39 Years,Male,Deaf–blind,2
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,35 - 39 Years,Male,Speech problem,32
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,35 - 39 Years,Male,Mental disable,7
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,35 - 39 Years,Male,Intellectual disable,4
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,35 - 39 Years,Male,Multiple Misable,16
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,40 - 44 Years,Male,Total Population,5212
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,40 - 44 Years,Male,Population without disability,4988
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,40 - 44 Years,Male,Physical,73
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,40 - 44 Years,Male,Blindness/ low vision,17
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,40 - 44 Years,Male,Deaf / hard to hearing,44
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,40 - 44 Years,Male,Deaf–blind,3
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,40 - 44 Years,Male,Speech problem,49
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,40 - 44 Years,Male,Mental disable,14
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,40 - 44 Years,Male,Intellectual disable,6
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,40 - 44 Years,Male,Multiple Misable,18
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,45 - 49 Years,Male,Total Population,4458
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,45 - 49 Years,Male,Population without disability,4260
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,45 - 49 Years,Male,Physical,82
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,45 - 49 Years,Male,Blindness/ low vision,22
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,45 - 49 Years,Male,Deaf / hard to hearing,35
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,45 - 49 Years,Male,Deaf–blind,2
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,45 - 49 Years,Male,Speech problem,25
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,45 - 49 Years,Male,Mental disable,7
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,45 - 49 Years,Male,Intellectual disable,3
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,45 - 49 Years,Male,Multiple Misable,22
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,50 - 54 Years,Male,Total Population,4282
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,50 - 54 Years,Male,Population without disability,4070
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,50 - 54 Years,Male,Physical,81
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,50 - 54 Years,Male,Blindness/ low vision,27
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,50 - 54 Years,Male,Deaf / hard to hearing,37
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,50 - 54 Years,Male,Deaf–blind,6
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,50 - 54 Years,Male,Speech problem,27
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,50 - 54 Years,Male,Mental disable,8
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,50 - 54 Years,Male,Intellectual disable,7
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,50 - 54 Years,Male,Multiple Misable,19
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,55 - 59 Years,Male,Total Population,3611
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,55 - 59 Years,Male,Population without disability,3426
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,55 - 59 Years,Male,Physical,84
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,55 - 59 Years,Male,Blindness/ low vision,31
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,55 - 59 Years,Male,Deaf / hard to hearing,35
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,55 - 59 Years,Male,Deaf–blind,2
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,55 - 59 Years,Male,Speech problem,20
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,55 - 59 Years,Male,Mental disable,4
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,55 - 59 Years,Male,Intellectual disable,3
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,55 - 59 Years,Male,Multiple Misable,6
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,60 - 64 Years,Male,Total Population,3022
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,60 - 64 Years,Male,Population without disability,2838
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,60 - 64 Years,Male,Physical,82
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,60 - 64 Years,Male,Blindness/ low vision,38
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,60 - 64 Years,Male,Deaf / hard to hearing,33
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,60 - 64 Years,Male,Deaf–blind,5
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,60 - 64 Years,Male,Speech problem,13
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,60 - 64 Years,Male,Mental disable,4
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,60 - 64 Years,Male,Intellectual disable,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,60 - 64 Years,Male,Multiple Misable,9
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,65 - 69 Years,Male,Total Population,2185
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,65 - 69 Years,Male,Population without disability,2010
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,65 - 69 Years,Male,Physical,69
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,65 - 69 Years,Male,Blindness/ low vision,39
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,65 - 69 Years,Male,Deaf / hard to hearing,43
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,65 - 69 Years,Male,Deaf–blind,1
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,65 - 69 Years,Male,Speech problem,11
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,65 - 69 Years,Male,Mental disable,2
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,65 - 69 Years,Male,Intellectual disable,2
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,65 - 69 Years,Male,Multiple Misable,8
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,70 - 74 Years,Male,Total Population,1178
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,70 - 74 Years,Male,Population without disability,1071
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,70 - 74 Years,Male,Physical,42
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,70 - 74 Years,Male,Blindness/ low vision,27
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,70 - 74 Years,Male,Deaf / hard to hearing,25
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,70 - 74 Years,Male,Deaf–blind,3
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,70 - 74 Years,Male,Speech problem,4
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,70 - 74 Years,Male,Mental disable,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,70 - 74 Years,Male,Intellectual disable,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,70 - 74 Years,Male,Multiple Misable,6
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,75+ Years,Male,Total Population,1125
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,75+ Years,Male,Population without disability,981
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,75+ Years,Male,Physical,40
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,75+ Years,Male,Blindness/ low vision,37
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,75+ Years,Male,Deaf / hard to hearing,39
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,75+ Years,Male,Deaf–blind,7
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,75+ Years,Male,Speech problem,2
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,75+ Years,Male,Mental disable,1
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,75+ Years,Male,Intellectual disable,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,75+ Years,Male,Multiple Misable,18
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,00 - 04 Years,Female,Total Population,13576
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,00 - 04 Years,Female,Population without disability,13506
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,00 - 04 Years,Female,Physical,28
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,00 - 04 Years,Female,Blindness/ low vision,19
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,00 - 04 Years,Female,Deaf / hard to hearing,6
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,00 - 04 Years,Female,Deaf–blind,4
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,00 - 04 Years,Female,Speech problem,4
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,00 - 04 Years,Female,Mental disable,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,00 - 04 Years,Female,Intellectual disable,3
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,00 - 04 Years,Female,Multiple Misable,6
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,05 - 09 Years,Female,Total Population,16788
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,05 - 09 Years,Female,Population without disability,16567
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,05 - 09 Years,Female,Physical,84
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,05 - 09 Years,Female,Blindness/ low vision,32
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,05 - 09 Years,Female,Deaf / hard to hearing,45
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,05 - 09 Years,Female,Deaf–blind,1
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,05 - 09 Years,Female,Speech problem,27
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,05 - 09 Years,Female,Mental disable,3
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,05 - 09 Years,Female,Intellectual disable,7
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,05 - 09 Years,Female,Multiple Misable,22
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,10 - 14 Years,Female,Total Population,18481
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,10 - 14 Years,Female,Population without disability,18128
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,10 - 14 Years,Female,Physical,123
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,10 - 14 Years,Female,Blindness/ low vision,37
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,10 - 14 Years,Female,Deaf / hard to hearing,93
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,10 - 14 Years,Female,Deaf–blind,8
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,10 - 14 Years,Female,Speech problem,34
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,10 - 14 Years,Female,Mental disable,15
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,10 - 14 Years,Female,Intellectual disable,8
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,10 - 14 Years,Female,Multiple Misable,35
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,15 - 19 Years,Female,Total Population,15105
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,15 - 19 Years,Female,Population without disability,14848
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,15 - 19 Years,Female,Physical,117
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,15 - 19 Years,Female,Blindness/ low vision,36
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,15 - 19 Years,Female,Deaf / hard to hearing,48
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,15 - 19 Years,Female,Deaf–blind,1
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,15 - 19 Years,Female,Speech problem,22
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,15 - 19 Years,Female,Mental disable,13
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,15 - 19 Years,Female,Intellectual disable,7
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,15 - 19 Years,Female,Multiple Misable,13
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,20 - 24 Years,Female,Total Population,12113
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,20 - 24 Years,Female,Population without disability,11933
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,20 - 24 Years,Female,Physical,69
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,20 - 24 Years,Female,Blindness/ low vision,34
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,20 - 24 Years,Female,Deaf / hard to hearing,25
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,20 - 24 Years,Female,Deaf–blind,1
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,20 - 24 Years,Female,Speech problem,14
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,20 - 24 Years,Female,Mental disable,12
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,20 - 24 Years,Female,Intellectual disable,4
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,20 - 24 Years,Female,Multiple Misable,21
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,25 - 29 Years,Female,Total Population,10021
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,25 - 29 Years,Female,Population without disability,9858
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,25 - 29 Years,Female,Physical,69
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,25 - 29 Years,Female,Blindness/ low vision,25
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,25 - 29 Years,Female,Deaf / hard to hearing,27
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,25 - 29 Years,Female,Deaf–blind,1
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,25 - 29 Years,Female,Speech problem,11
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,25 - 29 Years,Female,Mental disable,14
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,25 - 29 Years,Female,Intellectual disable,5
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,25 - 29 Years,Female,Multiple Misable,11
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,30 - 34 Years,Female,Total Population,7799
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,30 - 34 Years,Female,Population without disability,7672
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,30 - 34 Years,Female,Physical,66
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,30 - 34 Years,Female,Blindness/ low vision,15
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,30 - 34 Years,Female,Deaf / hard to hearing,18
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,30 - 34 Years,Female,Deaf–blind,5
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,30 - 34 Years,Female,Speech problem,13
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,30 - 34 Years,Female,Mental disable,3
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,30 - 34 Years,Female,Intellectual disable,1
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,30 - 34 Years,Female,Multiple Misable,6
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,35 - 39 Years,Female,Total Population,7115
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,35 - 39 Years,Female,Population without disability,6925
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,35 - 39 Years,Female,Physical,59
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,35 - 39 Years,Female,Blindness/ low vision,24
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,35 - 39 Years,Female,Deaf / hard to hearing,44
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,35 - 39 Years,Female,Deaf–blind,6
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,35 - 39 Years,Female,Speech problem,33
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,35 - 39 Years,Female,Mental disable,14
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,35 - 39 Years,Female,Intellectual disable,1
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,35 - 39 Years,Female,Multiple Misable,9
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,40 - 44 Years,Female,Total Population,5755
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,40 - 44 Years,Female,Population without disability,5566
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,40 - 44 Years,Female,Physical,72
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,40 - 44 Years,Female,Blindness/ low vision,20
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,40 - 44 Years,Female,Deaf / hard to hearing,47
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,40 - 44 Years,Female,Deaf–blind,2
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,40 - 44 Years,Female,Speech problem,24
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,40 - 44 Years,Female,Mental disable,11
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,40 - 44 Years,Female,Intellectual disable,1
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,40 - 44 Years,Female,Multiple Misable,12
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,45 - 49 Years,Female,Total Population,4787
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,45 - 49 Years,Female,Population without disability,4595
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,45 - 49 Years,Female,Physical,54
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,45 - 49 Years,Female,Blindness/ low vision,26
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,45 - 49 Years,Female,Deaf / hard to hearing,54
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,45 - 49 Years,Female,Deaf–blind,5
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,45 - 49 Years,Female,Speech problem,21
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,45 - 49 Years,Female,Mental disable,10
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,45 - 49 Years,Female,Intellectual disable,2
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,45 - 49 Years,Female,Multiple Misable,20
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,50 - 54 Years,Female,Total Population,3987
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,50 - 54 Years,Female,Population without disability,3825
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,50 - 54 Years,Female,Physical,65
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,50 - 54 Years,Female,Blindness/ low vision,24
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,50 - 54 Years,Female,Deaf / hard to hearing,32
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,50 - 54 Years,Female,Deaf–blind,3
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,50 - 54 Years,Female,Speech problem,16
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,50 - 54 Years,Female,Mental disable,9
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,50 - 54 Years,Female,Intellectual disable,1
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,50 - 54 Years,Female,Multiple Misable,12
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,55 - 59 Years,Female,Total Population,3462
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,55 - 59 Years,Female,Population without disability,3305
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,55 - 59 Years,Female,Physical,60
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,55 - 59 Years,Female,Blindness/ low vision,26
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,55 - 59 Years,Female,Deaf / hard to hearing,36
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,55 - 59 Years,Female,Deaf–blind,6
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,55 - 59 Years,Female,Speech problem,16
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,55 - 59 Years,Female,Mental disable,5
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,55 - 59 Years,Female,Intellectual disable,1
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,55 - 59 Years,Female,Multiple Misable,7
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,60 - 64 Years,Female,Total Population,3218
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,60 - 64 Years,Female,Population without disability,3018
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,60 - 64 Years,Female,Physical,70
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,60 - 64 Years,Female,Blindness/ low vision,55
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,60 - 64 Years,Female,Deaf / hard to hearing,49
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,60 - 64 Years,Female,Deaf–blind,4
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,60 - 64 Years,Female,Speech problem,7
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,60 - 64 Years,Female,Mental disable,6
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,60 - 64 Years,Female,Intellectual disable,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,60 - 64 Years,Female,Multiple Misable,9
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,65 - 69 Years,Female,Total Population,2088
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,65 - 69 Years,Female,Population without disability,1944
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,65 - 69 Years,Female,Physical,41
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,65 - 69 Years,Female,Blindness/ low vision,49
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,65 - 69 Years,Female,Deaf / hard to hearing,30
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,65 - 69 Years,Female,Deaf–blind,4
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,65 - 69 Years,Female,Speech problem,5
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,65 - 69 Years,Female,Mental disable,4
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,65 - 69 Years,Female,Intellectual disable,1
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,65 - 69 Years,Female,Multiple Misable,10
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,70 - 74 Years,Female,Total Population,1120
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,70 - 74 Years,Female,Population without disability,1014
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,70 - 74 Years,Female,Physical,28
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,70 - 74 Years,Female,Blindness/ low vision,37
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,70 - 74 Years,Female,Deaf / hard to hearing,23
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,70 - 74 Years,Female,Deaf–blind,8
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,70 - 74 Years,Female,Speech problem,1
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,70 - 74 Years,Female,Mental disable,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,70 - 74 Years,Female,Intellectual disable,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,70 - 74 Years,Female,Multiple Misable,9
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,75+ Years,Female,Total Population,1060
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,75+ Years,Female,Population without disability,951
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,75+ Years,Female,Physical,21
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,75+ Years,Female,Blindness/ low vision,37
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,75+ Years,Female,Deaf / hard to hearing,21
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,75+ Years,Female,Deaf–blind,6
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,75+ Years,Female,Speech problem,3
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,75+ Years,Female,Mental disable,2
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,75+ Years,Female,Intellectual disable,1
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,75+ Years,Female,Multiple Misable,18
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,00 - 04 Years,Male,Total Population,7756
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,00 - 04 Years,Male,Population without disability,7702
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,00 - 04 Years,Male,Physical,23
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,00 - 04 Years,Male,Blindness/ low vision,14
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,00 - 04 Years,Male,Deaf / hard to hearing,1
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,00 - 04 Years,Male,Deaf–blind,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,00 - 04 Years,Male,Speech problem,8
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,00 - 04 Years,Male,Mental disable,2
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,00 - 04 Years,Male,Intellectual disable,2
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,00 - 04 Years,Male,Multiple Misable,4
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,05 - 09 Years,Male,Total Population,10291
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,05 - 09 Years,Male,Population without disability,10177
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,05 - 09 Years,Male,Physical,52
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,05 - 09 Years,Male,Blindness/ low vision,13
