District,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Gender,Age-Group,Indicator,Sub-Indicator,Sub-Indicator.1,Value
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Male,15 - 19 Years,Native born,Born in other district,Urban,32
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Male,15 - 19 Years,Native born,Born in other district,Not stated,164
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Male,15 - 19 Years,Foreign born,,,212
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Male,15 - 19 Years,Birth Place not stated,,,304
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Male,20 - 24 Years,Total Population,,,8987
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Male,20 - 24 Years,Native born,All native born,,8635
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Male,20 - 24 Years,Native born,Born in same district,,7936
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Male,20 - 24 Years,Native born,Born in other district,Rural,612
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Male,20 - 24 Years,Native born,Born in other district,Urban,17
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Male,20 - 24 Years,Native born,Born in other district,Not stated,69
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Male,20 - 24 Years,Foreign born,,,156
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Male,20 - 24 Years,Birth Place not stated,,,196
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Male,25 - 29 Years,Total Population,,,6882
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Male,25 - 29 Years,Native born,All native born,,6628
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Male,25 - 29 Years,Native born,Born in same district,,5777
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Male,25 - 29 Years,Native born,Born in other district,Rural,670
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Male,25 - 29 Years,Native born,Born in other district,Urban,26
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Male,25 - 29 Years,Native born,Born in other district,Not stated,156
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Male,25 - 29 Years,Foreign born,,,166
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Male,25 - 29 Years,Birth Place not stated,,,88
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Male,30 - 34 Years,Total Population,,,6060
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Male,30 - 34 Years,Native born,All native born,,5918
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Male,30 - 34 Years,Native born,Born in same district,,5033
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Male,30 - 34 Years,Native born,Born in other district,Rural,760
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Male,30 - 34 Years,Native born,Born in other district,Urban,42
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Male,30 - 34 Years,Native born,Born in other district,Not stated,83
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Male,30 - 34 Years,Foreign born,,,58
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Male,30 - 34 Years,Birth Place not stated,,,84
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Male,35 - 39 Years,Total Population,,,6110
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Male,35 - 39 Years,Native born,All native born,,5921
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Male,35 - 39 Years,Native born,Born in same district,,5041
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Male,35 - 39 Years,Native born,Born in other district,Rural,676
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Male,35 - 39 Years,Native born,Born in other district,Urban,63
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Male,35 - 39 Years,Native born,Born in other district,Not stated,141
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Male,35 - 39 Years,Foreign born,,,118
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Male,35 - 39 Years,Birth Place not stated,,,72
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Male,40 - 44 Years,Total Population,,,6414
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Male,40 - 44 Years,Native born,All native born,,6198
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Male,40 - 44 Years,Native born,Born in same district,,5306
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Male,40 - 44 Years,Native born,Born in other district,Rural,715
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Male,40 - 44 Years,Native born,Born in other district,Urban,40
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Male,40 - 44 Years,Native born,Born in other district,Not stated,137
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Male,40 - 44 Years,Foreign born,,,119
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Male,40 - 44 Years,Birth Place not stated,,,97
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Male,45 - 49 Years,Total Population,,,6139
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Male,45 - 49 Years,Native born,All native born,,5986
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Male,45 - 49 Years,Native born,Born in same district,,5229
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Male,45 - 49 Years,Native born,Born in other district,Rural,603
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Male,45 - 49 Years,Native born,Born in other district,Urban,25
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Male,45 - 49 Years,Native born,Born in other district,Not stated,129
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Male,45 - 49 Years,Foreign born,,,81
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Male,45 - 49 Years,Birth Place not stated,,,72
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Male,50 - 54 Years,Total Population,,,6703
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Male,50 - 54 Years,Native born,All native born,,6534
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Male,50 - 54 Years,Native born,Born in same district,,5720
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Male,50 - 54 Years,Native born,Born in other district,Rural,721
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Male,50 - 54 Years,Native born,Born in other district,Urban,25
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Male,50 - 54 Years,Native born,Born in other district,Not stated,68
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Male,50 - 54 Years,Foreign born,,,58
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Male,50 - 54 Years,Birth Place not stated,,,111
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Male,55 - 59 Years,Total Population,,,5867
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Male,55 - 59 Years,Native born,All native born,,5755
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Male,55 - 59 Years,Native born,Born in same district,,4988
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Male,55 - 59 Years,Native born,Born in other district,Rural,616
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Male,55 - 59 Years,Native born,Born in other district,Urban,30
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Male,55 - 59 Years,Native born,Born in other district,Not stated,120
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Male,55 - 59 Years,Foreign born,,,22
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Male,55 - 59 Years,Birth Place not stated,,,90
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Male,60 - 64 Years,Total Population,,,5177
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Male,60 - 64 Years,Native born,All native born,,5102
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Male,60 - 64 Years,Native born,Born in same district,,4490
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Male,60 - 64 Years,Native born,Born in other district,Rural,488
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Male,60 - 64 Years,Native born,Born in other district,Urban,25
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Male,60 - 64 Years,Native born,Born in other district,Not stated,99
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Male,60 - 64 Years,Foreign born,,,17
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Male,60 - 64 Years,Birth Place not stated,,,59
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Male,65 - 69 Years,Total Population,,,3852
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Male,65 - 69 Years,Native born,All native born,,3762
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Male,65 - 69 Years,Native born,Born in same district,,3360
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Male,65 - 69 Years,Native born,Born in other district,Rural,263
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Male,65 - 69 Years,Native born,Born in other district,Urban,24
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Male,65 - 69 Years,Native born,Born in other district,Not stated,115
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Male,65 - 69 Years,Foreign born,,,16
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Male,65 - 69 Years,Birth Place not stated,,,73
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Male,70 - 74 Years,Total Population,,,3151
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Male,70 - 74 Years,Native born,All native born,,3110
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Male,70 - 74 Years,Native born,Born in same district,,2777
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Male,70 - 74 Years,Native born,Born in other district,Rural,325
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Male,70 - 74 Years,Native born,Born in other district,Urban,0
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Male,70 - 74 Years,Native born,Born in other district,Not stated,8
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Male,70 - 74 Years,Foreign born,,,0
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Male,70 - 74 Years,Birth Place not stated,,,41
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Male,75+ Years,Total Population,,,4090
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Male,75+ Years,Native born,All native born,,4029
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Male,75+ Years,Native born,Born in same district,,3518
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Male,75+ Years,Native born,Born in other district,Rural,389
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Male,75+ Years,Native born,Born in other district,Urban,15
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Male,75+ Years,Native born,Born in other district,Not stated,107
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Male,75+ Years,Foreign born,,,31
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Male,75+ Years,Birth Place not stated,,,31
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,00 - 04 Years,Total Population,,,13704
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,00 - 04 Years,Native born,All native born,,13265
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,00 - 04 Years,Native born,Born in same district,,12948
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,00 - 04 Years,Native born,Born in other district,Rural,231
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,00 - 04 Years,Native born,Born in other district,Urban,31
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,00 - 04 Years,Native born,Born in other district,Not stated,55
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,00 - 04 Years,Foreign born,,,55
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,00 - 04 Years,Birth Place not stated,,,384
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,05 - 09 Years,Total Population,,,18069
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,05 - 09 Years,Native born,All native born,,17453
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,05 - 09 Years,Native born,Born in same district,,16758
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,05 - 09 Years,Native born,Born in other district,Rural,526
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,05 - 09 Years,Native born,Born in other district,Urban,57
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,05 - 09 Years,Native born,Born in other district,Not stated,113
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,05 - 09 Years,Foreign born,,,89
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,05 - 09 Years,Birth Place not stated,,,527
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,10 - 14 Years,Total Population,,,22094
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,10 - 14 Years,Native born,All native born,,21548
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,10 - 14 Years,Native born,Born in same district,,20532
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,10 - 14 Years,Native born,Born in other district,Rural,699
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,10 - 14 Years,Native born,Born in other district,Urban,121
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,10 - 14 Years,Native born,Born in other district,Not stated,195
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,10 - 14 Years,Foreign born,,,162
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,10 - 14 Years,Birth Place not stated,,,384
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,15 - 19 Years,Total Population,,,20315
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,15 - 19 Years,Native born,All native born,,19768
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,15 - 19 Years,Native born,Born in same district,,18082
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,15 - 19 Years,Native born,Born in other district,Rural,1178
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,15 - 19 Years,Native born,Born in other district,Urban,56
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,15 - 19 Years,Native born,Born in other district,Not stated,451
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,15 - 19 Years,Foreign born,,,146
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,15 - 19 Years,Birth Place not stated,,,402
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,20 - 24 Years,Total Population,,,16970
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,20 - 24 Years,Native born,All native born,,16611
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,20 - 24 Years,Native born,Born in same district,,13503
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,20 - 24 Years,Native born,Born in other district,Rural,2183
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,20 - 24 Years,Native born,Born in other district,Urban,229
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,20 - 24 Years,Native born,Born in other district,Not stated,696
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,20 - 24 Years,Foreign born,,,140
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,20 - 24 Years,Birth Place not stated,,,219
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,25 - 29 Years,Total Population,,,14984
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,25 - 29 Years,Native born,All native born,,14666
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,25 - 29 Years,Native born,Born in same district,,11390
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,25 - 29 Years,Native born,Born in other district,Rural,2384
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,25 - 29 Years,Native born,Born in other district,Urban,204
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,25 - 29 Years,Native born,Born in other district,Not stated,688
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,25 - 29 Years,Foreign born,,,186
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,25 - 29 Years,Birth Place not stated,,,131
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,30 - 34 Years,Total Population,,,12127
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,30 - 34 Years,Native born,All native born,,11861
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,30 - 34 Years,Native born,Born in same district,,8996
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,30 - 34 Years,Native born,Born in other district,Rural,2032
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,30 - 34 Years,Native born,Born in other district,Urban,208
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,30 - 34 Years,Native born,Born in other district,Not stated,624
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,30 - 34 Years,Foreign born,,,123
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,30 - 34 Years,Birth Place not stated,,,143
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,35 - 39 Years,Total Population,,,11209
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,35 - 39 Years,Native born,All native born,,10973
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,35 - 39 Years,Native born,Born in same district,,8445
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,35 - 39 Years,Native born,Born in other district,Rural,1843
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,35 - 39 Years,Native born,Born in other district,Urban,102
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,35 - 39 Years,Native born,Born in other district,Not stated,583
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,35 - 39 Years,Foreign born,,,142
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,35 - 39 Years,Birth Place not stated,,,95
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,40 - 44 Years,Total Population,,,9715
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,40 - 44 Years,Native born,All native born,,9498
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,40 - 44 Years,Native born,Born in same district,,7778
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,40 - 44 Years,Native born,Born in other district,Rural,1236
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,40 - 44 Years,Native born,Born in other district,Urban,100
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,40 - 44 Years,Native born,Born in other district,Not stated,384
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,40 - 44 Years,Foreign born,,,110
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,40 - 44 Years,Birth Place not stated,,,107
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,45 - 49 Years,Total Population,,,8359
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,45 - 49 Years,Native born,All native born,,8145
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,45 - 49 Years,Native born,Born in same district,,6539
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,45 - 49 Years,Native born,Born in other district,Rural,1225
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,45 - 49 Years,Native born,Born in other district,Urban,49
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,45 - 49 Years,Native born,Born in other district,Not stated,332
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,45 - 49 Years,Foreign born,,,132
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,45 - 49 Years,Birth Place not stated,,,82
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,50 - 54 Years,Total Population,,,7855
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,50 - 54 Years,Native born,All native born,,7737
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,50 - 54 Years,Native born,Born in same district,,6137
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,50 - 54 Years,Native born,Born in other district,Rural,1233
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,50 - 54 Years,Native born,Born in other district,Urban,42
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,50 - 54 Years,Native born,Born in other district,Not stated,325
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,50 - 54 Years,Foreign born,,,51
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,50 - 54 Years,Birth Place not stated,,,66
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,55 - 59 Years,Total Population,,,6137
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,55 - 59 Years,Native born,All native born,,5994
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,55 - 59 Years,Native born,Born in same district,,4769
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,55 - 59 Years,Native born,Born in other district,Rural,962
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,55 - 59 Years,Native born,Born in other district,Urban,8
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,55 - 59 Years,Native born,Born in other district,Not stated,254
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,55 - 59 Years,Foreign born,,,32
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,55 - 59 Years,Birth Place not stated,,,112
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,60 - 64 Years,Total Population,,,6103
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,60 - 64 Years,Native born,All native born,,5933
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,60 - 64 Years,Native born,Born in same district,,4977
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,60 - 64 Years,Native born,Born in other district,Rural,730
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,60 - 64 Years,Native born,Born in other district,Urban,32
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,60 - 64 Years,Native born,Born in other district,Not stated,194
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,60 - 64 Years,Foreign born,,,57
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,60 - 64 Years,Birth Place not stated,,,113
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,65 - 69 Years,Total Population,,,4383
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,65 - 69 Years,Native born,All native born,,4313
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,65 - 69 Years,Native born,Born in same district,,3453
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,65 - 69 Years,Native born,Born in other district,Rural,682
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,65 - 69 Years,Native born,Born in other district,Urban,16
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,65 - 69 Years,Native born,Born in other district,Not stated,163
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,65 - 69 Years,Foreign born,,,8
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,65 - 69 Years,Birth Place not stated,,,62
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,70 - 74 Years,Total Population,,,3156
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,70 - 74 Years,Native born,All native born,,3102
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,70 - 74 Years,Native born,Born in same district,,2642
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,70 - 74 Years,Native born,Born in other district,Rural,353
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,70 - 74 Years,Native born,Born in other district,Urban,15
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,70 - 74 Years,Native born,Born in other district,Not stated,92
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,70 - 74 Years,Foreign born,,,8
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,70 - 74 Years,Birth Place not stated,,,46
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,75+ Years,Total Population,,,4507
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,75+ Years,Native born,All native born,,4462
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,75+ Years,Native born,Born in same district,,3540
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,75+ Years,Native born,Born in other district,Rural,680
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,75+ Years,Native born,Born in other district,Urban,38
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,75+ Years,Native born,Born in other district,Not stated,204
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,75+ Years,Foreign born,,,0
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Female,75+ Years,Birth Place not stated,,,45
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Male,00 - 04 Years,Total Population,,,6468
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Male,00 - 04 Years,Native born,All native born,,6452
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Male,00 - 04 Years,Native born,Born in same district,,6396
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Male,00 - 04 Years,Native born,Born in other district,Rural,24
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Male,00 - 04 Years,Native born,Born in other district,Urban,8
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Male,00 - 04 Years,Native born,Born in other district,Not stated,24
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Male,00 - 04 Years,Foreign born,,,8
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Male,00 - 04 Years,Birth Place not stated,,,8
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Male,05 - 09 Years,Total Population,,,8046
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Male,05 - 09 Years,Native born,All native born,,8013
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Male,05 - 09 Years,Native born,Born in same district,,7946
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Male,05 - 09 Years,Native born,Born in other district,Rural,50
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Male,05 - 09 Years,Native born,Born in other district,Urban,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Male,05 - 09 Years,Native born,Born in other district,Not stated,17
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Male,05 - 09 Years,Foreign born,,,25
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Male,05 - 09 Years,Birth Place not stated,,,8
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Male,10 - 14 Years,Total Population,,,8615
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Male,10 - 14 Years,Native born,All native born,,8598
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Male,10 - 14 Years,Native born,Born in same district,,8523
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Male,10 - 14 Years,Native born,Born in other district,Rural,58
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Male,10 - 14 Years,Native born,Born in other district,Urban,17
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Male,10 - 14 Years,Native born,Born in other district,Not stated,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Male,10 - 14 Years,Foreign born,,,8
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Male,10 - 14 Years,Birth Place not stated,,,8
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Male,15 - 19 Years,Total Population,,,7627
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Male,15 - 19 Years,Native born,All native born,,7610
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Male,15 - 19 Years,Native born,Born in same district,,7519
