District,Age-Group,Economic Activity Performed,Active/Not Active,Employed/Unemployed,Gender,Value
 Salyan,  30 - 34 Years,Economic Activity Not Stated,,,Male,22
 Salyan,  30 - 34 Years,Economic Activity Not Stated,,,Female,39
 Salyan,  35 - 39 Years,Total Population 10 Yrs. and above,,,,12992
 Salyan,  35 - 39 Years,Economically Active,Usually Active,Employed,Male,5711
 Salyan,  35 - 39 Years,Economically Active,Usually Active,Employed,Female,5498
 Salyan,  35 - 39 Years,Economically Active,Usually Active,Unemployed,Male,58
 Salyan,  35 - 39 Years,Economically Active,Usually Active,Unemployed,Female,9
 Salyan,  35 - 39 Years,Economically Active,Not Usually Active,,Male,8
 Salyan,  35 - 39 Years,Economically Active,Not Usually Active,,Female,568
 Salyan,  35 - 39 Years,Not Economically Active,,,Male,83
 Salyan,  35 - 39 Years,Not Economically Active,,,Female,998
 Salyan,  35 - 39 Years,Economic Activity Not Stated,,,Male,17
 Salyan,  35 - 39 Years,Economic Activity Not Stated,,,Female,43
 Salyan,  40 - 44 Years,Total Population 10 Yrs. and above,,,,10931
 Salyan,  40 - 44 Years,Economically Active,Usually Active,Employed,Male,5044
 Salyan,  40 - 44 Years,Economically Active,Usually Active,Employed,Female,4423
 Salyan,  40 - 44 Years,Economically Active,Usually Active,Unemployed,Male,66
 Salyan,  40 - 44 Years,Economically Active,Usually Active,Unemployed,Female,8
 Salyan,  40 - 44 Years,Economically Active,Not Usually Active,,Male,8
 Salyan,  40 - 44 Years,Economically Active,Not Usually Active,,Female,555
 Salyan,  40 - 44 Years,Not Economically Active,,,Male,25
 Salyan,  40 - 44 Years,Not Economically Active,,,Female,745
 Salyan,  40 - 44 Years,Economic Activity Not Stated,,,Male,33
 Salyan,  40 - 44 Years,Economic Activity Not Stated,,,Female,24
 Salyan,  45 - 49 Years,Total Population 10 Yrs. and above,,,,9233
 Salyan,  45 - 49 Years,Economically Active,Usually Active,Employed,Male,4364
 Salyan,  45 - 49 Years,Economically Active,Usually Active,Employed,Female,3579
 Salyan,  45 - 49 Years,Economically Active,Usually Active,Unemployed,Male,8
 Salyan,  45 - 49 Years,Economically Active,Usually Active,Unemployed,Female,8
 Salyan,  45 - 49 Years,Economically Active,Not Usually Active,,Male,0
 Salyan,  45 - 49 Years,Economically Active,Not Usually Active,,Female,452
 Salyan,  45 - 49 Years,Not Economically Active,,,Male,57
 Salyan,  45 - 49 Years,Not Economically Active,,,Female,725
 Salyan,  45 - 49 Years,Economic Activity Not Stated,,,Male,16
 Salyan,  45 - 49 Years,Economic Activity Not Stated,,,Female,23
 Salyan,  50 - 54 Years,Total Population 10 Yrs. and above,,,,8265
 Salyan,  50 - 54 Years,Economically Active,Usually Active,Employed,Male,4181
 Salyan,  50 - 54 Years,Economically Active,Usually Active,Employed,Female,2797
 Salyan,  50 - 54 Years,Economically Active,Usually Active,Unemployed,Male,16
 Salyan,  50 - 54 Years,Economically Active,Usually Active,Unemployed,Female,0
 Salyan,  50 - 54 Years,Economically Active,Not Usually Active,,Male,8
 Salyan,  50 - 54 Years,Economically Active,Not Usually Active,,Female,364
 Salyan,  50 - 54 Years,Not Economically Active,,,Male,73
 Salyan,  50 - 54 Years,Not Economically Active,,,Female,825
 Salyan,  50 - 54 Years,Economic Activity Not Stated,,,Male,0
 Salyan,  50 - 54 Years,Economic Activity Not Stated,,,Female,0
 Salyan,  55 - 59 Years,Total Population 10 Yrs. and above,,,,7070
 Salyan,  55 - 59 Years,Economically Active,Usually Active,Employed,Male,3400
 Salyan,  55 - 59 Years,Economically Active,Usually Active,Employed,Female,2270
 Salyan,  55 - 59 Years,Economically Active,Usually Active,Unemployed,Male,8
 Salyan,  55 - 59 Years,Economically Active,Usually Active,Unemployed,Female,8
 Salyan,  55 - 59 Years,Economically Active,Not Usually Active,,Male,40
 Salyan,  55 - 59 Years,Economically Active,Not Usually Active,,Female,436
 Salyan,  55 - 59 Years,Not Economically Active,,,Male,152
 Salyan,  55 - 59 Years,Not Economically Active,,,Female,711
 Salyan,  55 - 59 Years,Economic Activity Not Stated,,,Male,8
 Salyan,  55 - 59 Years,Economic Activity Not Stated,,,Female,38
 Salyan,  60 - 64 Years,Total Population 10 Yrs. and above,,,,6239
 Salyan,  60 - 64 Years,Economically Active,Usually Active,Employed,Male,2610
 Salyan,  60 - 64 Years,Economically Active,Usually Active,Employed,Female,1601
 Salyan,  60 - 64 Years,Economically Active,Usually Active,Unemployed,Male,8
 Salyan,  60 - 64 Years,Economically Active,Usually Active,Unemployed,Female,0
 Salyan,  60 - 64 Years,Economically Active,Not Usually Active,,Male,46
 Salyan,  60 - 64 Years,Economically Active,Not Usually Active,,Female,306
 Salyan,  60 - 64 Years,Not Economically Active,,,Male,358
 Salyan,  60 - 64 Years,Not Economically Active,,,Female,1272
 Salyan,  60 - 64 Years,Economic Activity Not Stated,,,Male,0
 Salyan,  60 - 64 Years,Economic Activity Not Stated,,,Female,39
 Salyan,  65 - 69 Years,Total Population 10 Yrs. and above,,,,4272
 Salyan,  65 - 69 Years,Economically Active,Usually Active,Employed,Male,1549
 Salyan,  65 - 69 Years,Economically Active,Usually Active,Employed,Female,881
 Salyan,  65 - 69 Years,Economically Active,Usually Active,Unemployed,Male,8
 Salyan,  65 - 69 Years,Economically Active,Usually Active,Unemployed,Female,0
 Salyan,  65 - 69 Years,Economically Active,Not Usually Active,,Male,128
 Salyan,  65 - 69 Years,Economically Active,Not Usually Active,,Female,212
 Salyan,  65 - 69 Years,Not Economically Active,,,Male,491
 Salyan,  65 - 69 Years,Not Economically Active,,,Female,987
 Salyan,  65 - 69 Years,Economic Activity Not Stated,,,Male,8
 Salyan,  65 - 69 Years,Economic Activity Not Stated,,,Female,8
 Salyan,  70 - 74 Years,Total Population 10 Yrs. and above,,,,2297
 Salyan,  70 - 74 Years,Economically Active,Usually Active,Employed,Male,660
 Salyan,  70 - 74 Years,Economically Active,Usually Active,Employed,Female,335
 Salyan,  70 - 74 Years,Economically Active,Usually Active,Unemployed,Male,0
 Salyan,  70 - 74 Years,Economically Active,Usually Active,Unemployed,Female,0
 Salyan,  70 - 74 Years,Economically Active,Not Usually Active,,Male,25
 Salyan,  70 - 74 Years,Economically Active,Not Usually Active,,Female,49
 Salyan,  70 - 74 Years,Not Economically Active,,,Male,491
 Salyan,  70 - 74 Years,Not Economically Active,,,Female,728
 Salyan,  70 - 74 Years,Economic Activity Not Stated,,,Male,0
 Salyan,  70 - 74 Years,Economic Activity Not Stated,,,Female,8
 Salyan,  75+ Years,Total Population 10 Yrs. and above,,,,2185
 Salyan,  75+ Years,Economically Active,Usually Active,Employed,Male,352
 Salyan,  75+ Years,Economically Active,Usually Active,Employed,Female,127
 Salyan,  75+ Years,Economically Active,Usually Active,Unemployed,Male,0
 Salyan,  75+ Years,Economically Active,Usually Active,Unemployed,Female,0
 Salyan,  75+ Years,Economically Active,Not Usually Active,,Male,62
 Salyan,  75+ Years,Economically Active,Not Usually Active,,Female,18
 Salyan,  75+ Years,Not Economically Active,,,Male,704
 Salyan,  75+ Years,Not Economically Active,,,Female,915
 Salyan,  75+ Years,Economic Activity Not Stated,,,Male,7
 Salyan,  75+ Years,Economic Activity Not Stated,,,Female,0
 Dang,  10 - 14 Years,Total Population 10 Yrs. and above,,,,76986
 Dang,  10 - 14 Years,Economically Active,Usually Active,Employed,Male,1094
 Dang,  10 - 14 Years,Economically Active,Usually Active,Employed,Female,750
 Dang,  10 - 14 Years,Economically Active,Usually Active,Unemployed,Male,16
 Dang,  10 - 14 Years,Economically Active,Usually Active,Unemployed,Female,16
 Dang,  10 - 14 Years,Economically Active,Not Usually Active,,Male,3172
 Dang,  10 - 14 Years,Economically Active,Not Usually Active,,Female,3166
 Dang,  10 - 14 Years,Not Economically Active,,,Male,34108
 Dang,  10 - 14 Years,Not Economically Active,,,Female,33902
 Dang,  10 - 14 Years,Economic Activity Not Stated,,,Male,341
 Dang,  10 - 14 Years,Economic Activity Not Stated,,,Female,421
 Dang,  15 - 19 Years,Total Population 10 Yrs. and above,,,,65296
 Dang,  15 - 19 Years,Economically Active,Usually Active,Employed,Male,6684
 Dang,  15 - 19 Years,Economically Active,Usually Active,Employed,Female,6199
 Dang,  15 - 19 Years,Economically Active,Usually Active,Unemployed,Male,257
 Dang,  15 - 19 Years,Economically Active,Usually Active,Unemployed,Female,113
 Dang,  15 - 19 Years,Economically Active,Not Usually Active,,Male,3065
 Dang,  15 - 19 Years,Economically Active,Not Usually Active,,Female,3948
 Dang,  15 - 19 Years,Not Economically Active,,,Male,19572
 Dang,  15 - 19 Years,Not Economically Active,,,Female,24960
 Dang,  15 - 19 Years,Economic Activity Not Stated,,,Male,201
 Dang,  15 - 19 Years,Economic Activity Not Stated,,,Female,295
 Dang,  20 - 24 Years,Total Population 10 Yrs. and above,,,,49043
 Dang,  20 - 24 Years,Economically Active,Usually Active,Employed,Male,12208
 Dang,  20 - 24 Years,Economically Active,Usually Active,Employed,Female,13566
 Dang,  20 - 24 Years,Economically Active,Usually Active,Unemployed,Male,388
 Dang,  20 - 24 Years,Economically Active,Usually Active,Unemployed,Female,202
 Dang,  20 - 24 Years,Economically Active,Not Usually Active,,Male,1097
 Dang,  20 - 24 Years,Economically Active,Not Usually Active,,Female,3385
 Dang,  20 - 24 Years,Not Economically Active,,,Male,5553
 Dang,  20 - 24 Years,Not Economically Active,,,Female,12272
 Dang,  20 - 24 Years,Economic Activity Not Stated,,,Male,132
 Dang,  20 - 24 Years,Economic Activity Not Stated,,,Female,239
 Dang,  25 - 29 Years,Total Population 10 Yrs. and above,,,,42601
 Dang,  25 - 29 Years,Economically Active,Usually Active,Employed,Male,15008
 Dang,  25 - 29 Years,Economically Active,Usually Active,Employed,Female,14686
 Dang,  25 - 29 Years,Economically Active,Usually Active,Unemployed,Male,281
 Dang,  25 - 29 Years,Economically Active,Usually Active,Unemployed,Female,171
 Dang,  25 - 29 Years,Economically Active,Not Usually Active,,Male,185
 Dang,  25 - 29 Years,Economically Active,Not Usually Active,,Female,2965
 Dang,  25 - 29 Years,Not Economically Active,,,Male,1266
 Dang,  25 - 29 Years,Not Economically Active,,,Female,7816
 Dang,  25 - 29 Years,Economic Activity Not Stated,,,Male,76
 Dang,  25 - 29 Years,Economic Activity Not Stated,,,Female,147
 Dang,  30 - 34 Years,Total Population 10 Yrs. and above,,,,35664
 Dang,  30 - 34 Years,Economically Active,Usually Active,Employed,Male,13877
 Dang,  30 - 34 Years,Economically Active,Usually Active,Employed,Female,12522
 Dang,  30 - 34 Years,Economically Active,Usually Active,Unemployed,Male,180
 Dang,  30 - 34 Years,Economically Active,Usually Active,Unemployed,Female,84
 Dang,  30 - 34 Years,Economically Active,Not Usually Active,,Male,200
 Dang,  30 - 34 Years,Economically Active,Not Usually Active,,Female,2538
 Dang,  30 - 34 Years,Not Economically Active,,,Male,573
 Dang,  30 - 34 Years,Not Economically Active,,,Female,5507
 Dang,  30 - 34 Years,Economic Activity Not Stated,,,Male,90
 Dang,  30 - 34 Years,Economic Activity Not Stated,,,Female,92
 Dang,  35 - 39 Years,Total Population 10 Yrs. and above,,,,33270
 Dang,  35 - 39 Years,Economically Active,Usually Active,Employed,Male,14106
 Dang,  35 - 39 Years,Economically Active,Usually Active,Employed,Female,11509
 Dang,  35 - 39 Years,Economically Active,Usually Active,Unemployed,Male,129
 Dang,  35 - 39 Years,Economically Active,Usually Active,Unemployed,Female,72
 Dang,  35 - 39 Years,Economically Active,Not Usually Active,,Male,200
 Dang,  35 - 39 Years,Economically Active,Not Usually Active,,Female,2176
 Dang,  35 - 39 Years,Not Economically Active,,,Male,435
 Dang,  35 - 39 Years,Not Economically Active,,,Female,4529
 Dang,  35 - 39 Years,Economic Activity Not Stated,,,Male,40
 Dang,  35 - 39 Years,Economic Activity Not Stated,,,Female,73
 Dang,  40 - 44 Years,Total Population 10 Yrs. and above,,,,27917
 Dang,  40 - 44 Years,Economically Active,Usually Active,Employed,Male,12142
 Dang,  40 - 44 Years,Economically Active,Usually Active,Employed,Female,9167
 Dang,  40 - 44 Years,Economically Active,Usually Active,Unemployed,Male,135
 Dang,  40 - 44 Years,Economically Active,Usually Active,Unemployed,Female,58
 Dang,  40 - 44 Years,Economically Active,Not Usually Active,,Male,212
 Dang,  40 - 44 Years,Economically Active,Not Usually Active,,Female,1802
 Dang,  40 - 44 Years,Not Economically Active,,,Male,365
 Dang,  40 - 44 Years,Not Economically Active,,,Female,3909
 Dang,  40 - 44 Years,Economic Activity Not Stated,,,Male,43
 Dang,  40 - 44 Years,Economic Activity Not Stated,,,Female,84
 Dang,  45 - 49 Years,Total Population 10 Yrs. and above,,,,22991
 Dang,  45 - 49 Years,Economically Active,Usually Active,Employed,Male,10717
 Dang,  45 - 49 Years,Economically Active,Usually Active,Employed,Female,6766
 Dang,  45 - 49 Years,Economically Active,Usually Active,Unemployed,Male,64
 Dang,  45 - 49 Years,Economically Active,Usually Active,Unemployed,Female,24
 Dang,  45 - 49 Years,Economically Active,Not Usually Active,,Male,128
 Dang,  45 - 49 Years,Economically Active,Not Usually Active,,Female,1502
 Dang,  45 - 49 Years,Not Economically Active,,,Male,317
 Dang,  45 - 49 Years,Not Economically Active,,,Female,3425
 Dang,  45 - 49 Years,Economic Activity Not Stated,,,Male,8
 Dang,  45 - 49 Years,Economic Activity Not Stated,,,Female,40
 Dang,  50 - 54 Years,Total Population 10 Yrs. and above,,,,19755
 Dang,  50 - 54 Years,Economically Active,Usually Active,Employed,Male,9067
 Dang,  50 - 54 Years,Economically Active,Usually Active,Employed,Female,5327
 Dang,  50 - 54 Years,Economically Active,Usually Active,Unemployed,Male,58
 Dang,  50 - 54 Years,Economically Active,Usually Active,Unemployed,Female,24
 Dang,  50 - 54 Years,Economically Active,Not Usually Active,,Male,211
 Dang,  50 - 54 Years,Economically Active,Not Usually Active,,Female,1345
 Dang,  50 - 54 Years,Not Economically Active,,,Male,418
 Dang,  50 - 54 Years,Not Economically Active,,,Female,3233
 Dang,  50 - 54 Years,Economic Activity Not Stated,,,Male,32
 Dang,  50 - 54 Years,Economic Activity Not Stated,,,Female,40
 Dang,  55 - 59 Years,Total Population 10 Yrs. and above,,,,15912
 Dang,  55 - 59 Years,Economically Active,Usually Active,Employed,Male,7051
 Dang,  55 - 59 Years,Economically Active,Usually Active,Employed,Female,3775
 Dang,  55 - 59 Years,Economically Active,Usually Active,Unemployed,Male,30
 Dang,  55 - 59 Years,Economically Active,Usually Active,Unemployed,Female,16
 Dang,  55 - 59 Years,Economically Active,Not Usually Active,,Male,302
 Dang,  55 - 59 Years,Economically Active,Not Usually Active,,Female,987
 Dang,  55 - 59 Years,Not Economically Active,,,Male,657
 Dang,  55 - 59 Years,Not Economically Active,,,Female,2997
 Dang,  55 - 59 Years,Economic Activity Not Stated,,,Male,56
 Dang,  55 - 59 Years,Economic Activity Not Stated,,,Female,41
 Dang,  60 - 64 Years,Total Population 10 Yrs. and above,,,,14447
 Dang,  60 - 64 Years,Economically Active,Usually Active,Employed,Male,5352
 Dang,  60 - 64 Years,Economically Active,Usually Active,Employed,Female,2573
 Dang,  60 - 64 Years,Economically Active,Usually Active,Unemployed,Male,17
 Dang,  60 - 64 Years,Economically Active,Usually Active,Unemployed,Female,17
 Dang,  60 - 64 Years,Economically Active,Not Usually Active,,Male,352
 Dang,  60 - 64 Years,Economically Active,Not Usually Active,,Female,954
 Dang,  60 - 64 Years,Not Economically Active,,,Male,1246
 Dang,  60 - 64 Years,Not Economically Active,,,Female,3887
 Dang,  60 - 64 Years,Economic Activity Not Stated,,,Male,17
 Dang,  60 - 64 Years,Economic Activity Not Stated,,,Female,33
 Dang,  65 - 69 Years,Total Population 10 Yrs. and above,,,,10222
 Dang,  65 - 69 Years,Economically Active,Usually Active,Employed,Male,3256
 Dang,  65 - 69 Years,Economically Active,Usually Active,Employed,Female,1295
 Dang,  65 - 69 Years,Economically Active,Usually Active,Unemployed,Male,0
 Dang,  65 - 69 Years,Economically Active,Usually Active,Unemployed,Female,40
 Dang,  65 - 69 Years,Economically Active,Not Usually Active,,Male,372
 Dang,  65 - 69 Years,Economically Active,Not Usually Active,,Female,477
 Dang,  65 - 69 Years,Not Economically Active,,,Male,1696
 Dang,  65 - 69 Years,Not Economically Active,,,Female,3021
 Dang,  65 - 69 Years,Economic Activity Not Stated,,,Male,35
 Dang,  65 - 69 Years,Economic Activity Not Stated,,,Female,32
 Dang,  70 - 74 Years,Total Population 10 Yrs. and above,,,,6240
 Dang,  70 - 74 Years,Economically Active,Usually Active,Employed,Male,1305
 Dang,  70 - 74 Years,Economically Active,Usually Active,Employed,Female,451
 Dang,  70 - 74 Years,Economically Active,Usually Active,Unemployed,Male,0
 Dang,  70 - 74 Years,Economically Active,Usually Active,Unemployed,Female,0
 Dang,  70 - 74 Years,Economically Active,Not Usually Active,,Male,225
 Dang,  70 - 74 Years,Economically Active,Not Usually Active,,Female,310
 Dang,  70 - 74 Years,Not Economically Active,,,Male,1624
 Dang,  70 - 74 Years,Not Economically Active,,,Female,2309
 Dang,  70 - 74 Years,Economic Activity Not Stated,,,Male,7
 Dang,  70 - 74 Years,Economic Activity Not Stated,,,Female,8
 Dang,  75+ Years,Total Population 10 Yrs. and above,,,,6067
 Dang,  75+ Years,Economically Active,Usually Active,Employed,Male,599
 Dang,  75+ Years,Economically Active,Usually Active,Employed,Female,203
 Dang,  75+ Years,Economically Active,Usually Active,Unemployed,Male,0
 Dang,  75+ Years,Economically Active,Usually Active,Unemployed,Female,20
 Dang,  75+ Years,Economically Active,Not Usually Active,,Male,136
 Dang,  75+ Years,Economically Active,Not Usually Active,,Female,104
 Dang,  75+ Years,Not Economically Active,,,Male,2265
 Dang,  75+ Years,Not Economically Active,,,Female,2671
 Dang,  75+ Years,Economic Activity Not Stated,,,Male,25
 Dang,  75+ Years,Economic Activity Not Stated,,,Female,44
 Banke,  10 - 14 Years,Total Population 10 Yrs. and above,,,,65452
 Banke,  10 - 14 Years,Economically Active,Usually Active,Employed,Male,1866
 Banke,  10 - 14 Years,Economically Active,Usually Active,Employed,Female,889
 Banke,  10 - 14 Years,Economically Active,Usually Active,Unemployed,Male,106
 Banke,  10 - 14 Years,Economically Active,Usually Active,Unemployed,Female,16
 Banke,  10 - 14 Years,Economically Active,Not Usually Active,,Male,590
 Banke,  10 - 14 Years,Economically Active,Not Usually Active,,Female,640
 Banke,  10 - 14 Years,Not Economically Active,,,Male,30293
 Banke,  10 - 14 Years,Not Economically Active,,,Female,29337
 Banke,  10 - 14 Years,Economic Activity Not Stated,,,Male,855
 Banke,  10 - 14 Years,Economic Activity Not Stated,,,Female,860
 Banke,  15 - 19 Years,Total Population 10 Yrs. and above,,,,55880
 Banke,  15 - 19 Years,Economically Active,Usually Active,Employed,Male,7848
 Banke,  15 - 19 Years,Economically Active,Usually Active,Employed,Female,3693
 Banke,  15 - 19 Years,Economically Active,Usually Active,Unemployed,Male,259
 Banke,  15 - 19 Years,Economically Active,Usually Active,Unemployed,Female,58
 Banke,  15 - 19 Years,Economically Active,Not Usually Active,,Male,832
 Banke,  15 - 19 Years,Economically Active,Not Usually Active,,Female,1271
 Banke,  15 - 19 Years,Not Economically Active,,,Male,18367
 Banke,  15 - 19 Years,Not Economically Active,,,Female,22677
 Banke,  15 - 19 Years,Economic Activity Not Stated,,,Male,494
 Banke,  15 - 19 Years,Economic Activity Not Stated,,,Female,381
 Banke,  20 - 24 Years,Total Population 10 Yrs. and above,,,,44587
 Banke,  20 - 24 Years,Economically Active,Usually Active,Employed,Male,12542
 Banke,  20 - 24 Years,Economically Active,Usually Active,Employed,Female,6942
 Banke,  20 - 24 Years,Economically Active,Usually Active,Unemployed,Male,428
 Banke,  20 - 24 Years,Economically Active,Usually Active,Unemployed,Female,138
 Banke,  20 - 24 Years,Economically Active,Not Usually Active,,Male,363
 Banke,  20 - 24 Years,Economically Active,Not Usually Active,,Female,1959
 Banke,  20 - 24 Years,Not Economically Active,,,Male,6286
 Banke,  20 - 24 Years,Not Economically Active,,,Female,15441
 Banke,  20 - 24 Years,Economic Activity Not Stated,,,Male,229
 Banke,  20 - 24 Years,Economic Activity Not Stated,,,Female,259
 Banke,  25 - 29 Years,Total Population 10 Yrs. and above,,,,39580
 Banke,  25 - 29 Years,Economically Active,Usually Active,Employed,Male,15218
 Banke,  25 - 29 Years,Economically Active,Usually Active,Employed,Female,8657
 Banke,  25 - 29 Years,Economically Active,Usually Active,Unemployed,Male,288
 Banke,  25 - 29 Years,Economically Active,Usually Active,Unemployed,Female,95
 Banke,  25 - 29 Years,Economically Active,Not Usually Active,,Male,184
 Banke,  25 - 29 Years,Economically Active,Not Usually Active,,Female,1635
 Banke,  25 - 29 Years,Not Economically Active,,,Male,1625
 Banke,  25 - 29 Years,Not Economically Active,,,Female,11496
 Banke,  25 - 29 Years,Economic Activity Not Stated,,,Male,176
 Banke,  25 - 29 Years,Economic Activity Not Stated,,,Female,206
 Banke,  30 - 34 Years,Total Population 10 Yrs. and above,,,,33137
 Banke,  30 - 34 Years,Economically Active,Usually Active,Employed,Male,13934
 Banke,  30 - 34 Years,Economically Active,Usually Active,Employed,Female,7425
 Banke,  30 - 34 Years,Economically Active,Usually Active,Unemployed,Male,289
 Banke,  30 - 34 Years,Economically Active,Usually Active,Unemployed,Female,56
 Banke,  30 - 34 Years,Economically Active,Not Usually Active,,Male,80
 Banke,  30 - 34 Years,Economically Active,Not Usually Active,,Female,1447
 Banke,  30 - 34 Years,Not Economically Active,,,Male,708
 Banke,  30 - 34 Years,Not Economically Active,,,Female,8987
 Banke,  30 - 34 Years,Economic Activity Not Stated,,,Male,80
 Banke,  30 - 34 Years,Economic Activity Not Stated,,,Female,130
 Banke,  35 - 39 Years,Total Population 10 Yrs. and above,,,,30240
 Banke,  35 - 39 Years,Economically Active,Usually Active,Employed,Male,13820
 Banke,  35 - 39 Years,Economically Active,Usually Active,Employed,Female,6860
 Banke,  35 - 39 Years,Economically Active,Usually Active,Unemployed,Male,113
 Banke,  35 - 39 Years,Economically Active,Usually Active,Unemployed,Female,64
 Banke,  35 - 39 Years,Economically Active,Not Usually Active,,Male,82
 Banke,  35 - 39 Years,Economically Active,Not Usually Active,,Female,1385
 Banke,  35 - 39 Years,Not Economically Active,,,Male,434
 Banke,  35 - 39 Years,Not Economically Active,,,Female,7353
 Banke,  35 - 39 Years,Economic Activity Not Stated,,,Male,89
 Banke,  35 - 39 Years,Economic Activity Not Stated,,,Female,40
 Banke,  40 - 44 Years,Total Population 10 Yrs. and above,,,,24718
 Banke,  40 - 44 Years,Economically Active,Usually Active,Employed,Male,11483
 Banke,  40 - 44 Years,Economically Active,Usually Active,Employed,Female,5913
 Banke,  40 - 44 Years,Economically Active,Usually Active,Unemployed,Male,97
 Banke,  40 - 44 Years,Economically Active,Usually Active,Unemployed,Female,41
 Banke,  40 - 44 Years,Economically Active,Not Usually Active,,Male,89
 Banke,  40 - 44 Years,Economically Active,Not Usually Active,,Female,1026
 Banke,  40 - 44 Years,Not Economically Active,,,Male,499
 Banke,  40 - 44 Years,Not Economically Active,,,Female,5407
 Banke,  40 - 44 Years,Economic Activity Not Stated,,,Male,56
 Banke,  40 - 44 Years,Economic Activity Not Stated,,,Female,107
 Banke,  45 - 49 Years,Total Population 10 Yrs. and above,,,,20021
 Banke,  45 - 49 Years,Economically Active,Usually Active,Employed,Male,9830
 Banke,  45 - 49 Years,Economically Active,Usually Active,Employed,Female,4006
 Banke,  45 - 49 Years,Economically Active,Usually Active,Unemployed,Male,34
 Banke,  45 - 49 Years,Economically Active,Usually Active,Unemployed,Female,49
 Banke,  45 - 49 Years,Economically Active,Not Usually Active,,Male,111
 Banke,  45 - 49 Years,Economically Active,Not Usually Active,,Female,776
 Banke,  45 - 49 Years,Not Economically Active,,,Male,398
 Banke,  45 - 49 Years,Not Economically Active,,,Female,4710
 Banke,  45 - 49 Years,Economic Activity Not Stated,,,Male,34
 Banke,  45 - 49 Years,Economic Activity Not Stated,,,Female,73
 Banke,  50 - 54 Years,Total Population 10 Yrs. and above,,,,15412
 Banke,  50 - 54 Years,Economically Active,Usually Active,Employed,Male,7445
 Banke,  50 - 54 Years,Economically Active,Usually Active,Employed,Female,3061
 Banke,  50 - 54 Years,Economically Active,Usually Active,Unemployed,Male,16
 Banke,  50 - 54 Years,Economically Active,Usually Active,Unemployed,Female,38
 Banke,  50 - 54 Years,Economically Active,Not Usually Active,,Male,92
 Banke,  50 - 54 Years,Economically Active,Not Usually Active,,Female,521
 Banke,  50 - 54 Years,Not Economically Active,,,Male,583
 Banke,  50 - 54 Years,Not Economically Active,,,Female,3564
 Banke,  50 - 54 Years,Economic Activity Not Stated,,,Male,47
 Banke,  50 - 54 Years,Economic Activity Not Stated,,,Female,46
 Banke,  55 - 59 Years,Total Population 10 Yrs. and above,,,,12474
 Banke,  55 - 59 Years,Economically Active,Usually Active,Employed,Male,5543
 Banke,  55 - 59 Years,Economically Active,Usually Active,Employed,Female,2042
 Banke,  55 - 59 Years,Economically Active,Usually Active,Unemployed,Male,32
 Banke,  55 - 59 Years,Economically Active,Usually Active,Unemployed,Female,8
 Banke,  55 - 59 Years,Economically Active,Not Usually Active,,Male,72
 Banke,  55 - 59 Years,Economically Active,Not Usually Active,,Female,432
 Banke,  55 - 59 Years,Not Economically Active,,,Male,721
 Banke,  55 - 59 Years,Not Economically Active,,,Female,3607
 Banke,  55 - 59 Years,Economic Activity Not Stated,,,Male,8
 Banke,  55 - 59 Years,Economic Activity Not Stated,,,Female,8
 Banke,  60 - 64 Years,Total Population 10 Yrs. and above,,,,12115
 Banke,  60 - 64 Years,Economically Active,Usually Active,Employed,Male,4752
 Banke,  60 - 64 Years,Economically Active,Usually Active,Employed,Female,1572
 Banke,  60 - 64 Years,Economically Active,Usually Active,Unemployed,Male,24
 Banke,  60 - 64 Years,Economically Active,Usually Active,Unemployed,Female,8
 Banke,  60 - 64 Years,Economically Active,Not Usually Active,,Male,139
 Banke,  60 - 64 Years,Economically Active,Not Usually Active,,Female,483
 Banke,  60 - 64 Years,Not Economically Active,,,Male,1172
 Banke,  60 - 64 Years,Not Economically Active,,,Female,3834
 Banke,  60 - 64 Years,Economic Activity Not Stated,,,Male,24
 Banke,  60 - 64 Years,Economic Activity Not Stated,,,Female,105
 Banke,  65 - 69 Years,Total Population 10 Yrs. and above,,,,8460
 Banke,  65 - 69 Years,Economically Active,Usually Active,Employed,Male,2747
 Banke,  65 - 69 Years,Economically Active,Usually Active,Employed,Female,942
 Banke,  65 - 69 Years,Economically Active,Usually Active,Unemployed,Male,9
 Banke,  65 - 69 Years,Economically Active,Usually Active,Unemployed,Female,0
 Banke,  65 - 69 Years,Economically Active,Not Usually Active,,Male,182
 Banke,  65 - 69 Years,Economically Active,Not Usually Active,,Female,235
 Banke,  65 - 69 Years,Not Economically Active,,,Male,1367
 Banke,  65 - 69 Years,Not Economically Active,,,Female,2910
 Banke,  65 - 69 Years,Economic Activity Not Stated,,,Male,25
 Banke,  65 - 69 Years,Economic Activity Not Stated,,,Female,42
 Banke,  70 - 74 Years,Total Population 10 Yrs. and above,,,,6155
 Banke,  70 - 74 Years,Economically Active,Usually Active,Employed,Male,1550
 Banke,  70 - 74 Years,Economically Active,Usually Active,Employed,Female,261
 Banke,  70 - 74 Years,Economically Active,Usually Active,Unemployed,Male,25
 Banke,  70 - 74 Years,Economically Active,Usually Active,Unemployed,Female,0
 Banke,  70 - 74 Years,Economically Active,Not Usually Active,,Male,113
 Banke,  70 - 74 Years,Economically Active,Not Usually Active,,Female,74
 Banke,  70 - 74 Years,Not Economically Active,,,Male,1512
 Banke,  70 - 74 Years,Not Economically Active,,,Female,2534
 Banke,  70 - 74 Years,Economic Activity Not Stated,,,Male,57
