District,Gender,Age-Group,Type of activity performed 1,Month,Value
Dang,Male,10 - 14 Years,Economic,< 3 months,1664
Dang,Male,10 - 14 Years,Economic,3 - 5 months,1123
Dang,Male,10 - 14 Years,Economic,6 - 7 months, 131
Dang,Male,10 - 14 Years,Economic,8+ months, 889
Dang,Male,10 - 14 Years,Extended economic,< 3 months,  516
Dang,Male,10 - 14 Years,Extended economic,3 - 5 months,  156
Dang,Male,10 - 14 Years,Extended economic,6 - 7 months,  0
Dang,Male,10 - 14 Years,Extended economic,8+ months,  49
Dang,Male,10 - 14 Years,Seeking economic job,< 3 months, 82
Dang,Male,10 - 14 Years,Seeking economic job,3-5 months, 16
Dang,Male,10 - 14 Years,Seeking economic job,6-7 months,0
Dang,Male,10 - 14 Years,Seeking economic job,8+ months, 16
Dang,Male,10 - 14 Years,Non-economic work,< 3 months, 81
Dang,Male,10 - 14 Years,Non-economic work,3 - 5 months, 148
Dang,Male,10 - 14 Years,Non-economic work,6 - 7 months,286
Dang,Male,10 - 14 Years,Non-economic work,8+ months,37107
Dang,Male,10 - 14 Years,Activity not stated,, 341
Dang,Male,15 - 19 Years,Any work total person,,29781
Dang,Male,15 - 19 Years,Economic,< 3 months,1443
Dang,Male,15 - 19 Years,Economic,3 - 5 months,1485
Dang,Male,15 - 19 Years,Economic,6 - 7 months, 825
Dang,Male,15 - 19 Years,Economic,8+ months,5681
Dang,Male,15 - 19 Years,Extended economic,< 3 months,  633
Dang,Male,15 - 19 Years,Extended economic,3 - 5 months,  292
Dang,Male,15 - 19 Years,Extended economic,6 - 7 months, 40
Dang,Male,15 - 19 Years,Extended economic,8+ months,  81
Dang,Male,15 - 19 Years,Seeking economic job,< 3 months,549
Dang,Male,15 - 19 Years,Seeking economic job,3-5 months,332
Dang,Male,15 - 19 Years,Seeking economic job,6-7 months, 161
Dang,Male,15 - 19 Years,Seeking economic job,8+ months,201
Dang,Male,15 - 19 Years,Non-economic work,< 3 months,445
Dang,Male,15 - 19 Years,Non-economic work,3 - 5 months, 679
Dang,Male,15 - 19 Years,Non-economic work,6 - 7 months,568
Dang,Male,15 - 19 Years,Non-economic work,8+ months,22484
Dang,Male,15 - 19 Years,Activity not stated,, 201
Dang,Male,20 - 24 Years,Any work total person,,19379
Dang,Male,20 - 24 Years,Economic,< 3 months, 439
Dang,Male,20 - 24 Years,Economic,3 - 5 months, 715
Dang,Male,20 - 24 Years,Economic,6 - 7 months, 990
Dang,Male,20 - 24 Years,Economic,8+ months,  10994
Dang,Male,20 - 24 Years,Extended economic,< 3 months,  698
Dang,Male,20 - 24 Years,Extended economic,3 - 5 months,  415
Dang,Male,20 - 24 Years,Extended economic,6 - 7 months, 91
Dang,Male,20 - 24 Years,Extended economic,8+ months,  66
Dang,Male,20 - 24 Years,Seeking economic job,< 3 months,746
Dang,Male,20 - 24 Years,Seeking economic job,3-5 months,425
Dang,Male,20 - 24 Years,Seeking economic job,6-7 months, 174
Dang,Male,20 - 24 Years,Seeking economic job,8+ months,330
Dang,Male,20 - 24 Years,Non-economic work,< 3 months,979
Dang,Male,20 - 24 Years,Non-economic work,3 - 5 months, 924
Dang,Male,20 - 24 Years,Non-economic work,6 - 7 months,509
Dang,Male,20 - 24 Years,Non-economic work,8+ months, 6534
Dang,Male,20 - 24 Years,Activity not stated,, 132
Dang,Male,25 - 29 Years,Any work total person,,16816
Dang,Male,25 - 29 Years,Economic,< 3 months, 101
Dang,Male,25 - 29 Years,Economic,3 - 5 months, 271
Dang,Male,25 - 29 Years,Economic,6 - 7 months,1114
Dang,Male,25 - 29 Years,Economic,8+ months,  13654
Dang,Male,25 - 29 Years,Extended economic,< 3 months,  705
Dang,Male,25 - 29 Years,Extended economic,3 - 5 months,  588
Dang,Male,25 - 29 Years,Extended economic,6 - 7 months,126
Dang,Male,25 - 29 Years,Extended economic,8+ months,  85
Dang,Male,25 - 29 Years,Seeking economic job,< 3 months,753
Dang,Male,25 - 29 Years,Seeking economic job,3-5 months,376
Dang,Male,25 - 29 Years,Seeking economic job,6-7 months, 219
Dang,Male,25 - 29 Years,Seeking economic job,8+ months,239
Dang,Male,25 - 29 Years,Non-economic work,< 3 months,  1053
Dang,Male,25 - 29 Years,Non-economic work,3 - 5 months,1043
Dang,Male,25 - 29 Years,Non-economic work,6 - 7 months,322
Dang,Male,25 - 29 Years,Non-economic work,8+ months, 1442
Dang,Male,25 - 29 Years,Activity not stated,,  76
Dang,Male,30 - 34 Years,Any work total person,,14920
Dang,Male,30 - 34 Years,Economic,< 3 months,  75
Dang,Male,30 - 34 Years,Economic,3 - 5 months, 372
Dang,Male,30 - 34 Years,Economic,6 - 7 months, 871
Dang,Male,30 - 34 Years,Economic,8+ months,  12734
Dang,Male,30 - 34 Years,Extended economic,< 3 months,  771
Dang,Male,30 - 34 Years,Extended economic,3 - 5 months,  487
Dang,Male,30 - 34 Years,Extended economic,6 - 7 months, 50
Dang,Male,30 - 34 Years,Extended economic,8+ months,  82
Dang,Male,30 - 34 Years,Seeking economic job,< 3 months,694
Dang,Male,30 - 34 Years,Seeking economic job,3-5 months,356
Dang,Male,30 - 34 Years,Seeking economic job,6-7 months, 183
Dang,Male,30 - 34 Years,Seeking economic job,8+ months,107
Dang,Male,30 - 34 Years,Non-economic work,< 3 months,  1055
Dang,Male,30 - 34 Years,Non-economic work,3 - 5 months,1029
Dang,Male,30 - 34 Years,Non-economic work,6 - 7 months,309
Dang,Male,30 - 34 Years,Non-economic work,8+ months,  748
Dang,Male,30 - 34 Years,Activity not stated,,  90
Dang,Male,35 - 39 Years,Any work total person,,14911
Dang,Male,35 - 39 Years,Economic,< 3 months, 128
Dang,Male,35 - 39 Years,Economic,3 - 5 months, 201
Dang,Male,35 - 39 Years,Economic,6 - 7 months, 897
Dang,Male,35 - 39 Years,Economic,8+ months,  13016
Dang,Male,35 - 39 Years,Extended economic,< 3 months,  758
Dang,Male,35 - 39 Years,Extended economic,3 - 5 months,  560
Dang,Male,35 - 39 Years,Extended economic,6 - 7 months, 72
Dang,Male,35 - 39 Years,Extended economic,8+ months,  80
Dang,Male,35 - 39 Years,Seeking economic job,< 3 months,582
Dang,Male,35 - 39 Years,Seeking economic job,3-5 months,305
Dang,Male,35 - 39 Years,Seeking economic job,6-7 months, 152
Dang,Male,35 - 39 Years,Seeking economic job,8+ months,105
Dang,Male,35 - 39 Years,Non-economic work,< 3 months,  1256
Dang,Male,35 - 39 Years,Non-economic work,3 - 5 months, 824
Dang,Male,35 - 39 Years,Non-economic work,6 - 7 months,336
Dang,Male,35 - 39 Years,Non-economic work,8+ months,  612
Dang,Male,35 - 39 Years,Activity not stated,,  40
Dang,Male,40 - 44 Years,Any work total person,,12898
Dang,Male,40 - 44 Years,Economic,< 3 months, 110
Dang,Male,40 - 44 Years,Economic,3 - 5 months, 238
Dang,Male,40 - 44 Years,Economic,6 - 7 months, 778
Dang,Male,40 - 44 Years,Economic,8+ months,  11187
Dang,Male,40 - 44 Years,Extended economic,< 3 months,  685
Dang,Male,40 - 44 Years,Extended economic,3 - 5 months,  449
Dang,Male,40 - 44 Years,Extended economic,6 - 7 months,144
Dang,Male,40 - 44 Years,Extended economic,8+ months,  67
Dang,Male,40 - 44 Years,Seeking economic job,< 3 months,390
Dang,Male,40 - 44 Years,Seeking economic job,3-5 months,280
Dang,Male,40 - 44 Years,Seeking economic job,6-7 months,  68
Dang,Male,40 - 44 Years,Seeking economic job,8+ months,109
Dang,Male,40 - 44 Years,Non-economic work,< 3 months,916
Dang,Male,40 - 44 Years,Non-economic work,3 - 5 months, 847
Dang,Male,40 - 44 Years,Non-economic work,6 - 7 months,321
Dang,Male,40 - 44 Years,Non-economic work,8+ months,  544
Dang,Male,40 - 44 Years,Activity not stated,,  43
Dang,Male,45 - 49 Years,Any work total person,,11234
Dang,Male,45 - 49 Years,Economic,< 3 months,  57
Dang,Male,45 - 49 Years,Economic,3 - 5 months, 240
Dang,Male,45 - 49 Years,Economic,6 - 7 months, 755
Dang,Male,45 - 49 Years,Economic,8+ months,9777
Dang,Male,45 - 49 Years,Extended economic,< 3 months,  733
Dang,Male,45 - 49 Years,Extended economic,3 - 5 months,  580
Dang,Male,45 - 49 Years,Extended economic,6 - 7 months,120
Dang,Male,45 - 49 Years,Extended economic,8+ months,  73
Dang,Male,45 - 49 Years,Seeking economic job,< 3 months,250
Dang,Male,45 - 49 Years,Seeking economic job,3-5 months,168
Dang,Male,45 - 49 Years,Seeking economic job,6-7 months,  40
Dang,Male,45 - 49 Years,Seeking economic job,8+ months, 56
Dang,Male,45 - 49 Years,Non-economic work,< 3 months,845
Dang,Male,45 - 49 Years,Non-economic work,3 - 5 months, 900
Dang,Male,45 - 49 Years,Non-economic work,6 - 7 months,233
Dang,Male,45 - 49 Years,Non-economic work,8+ months,  437
Dang,Male,45 - 49 Years,Activity not stated,,8
Dang,Male,50 - 54 Years,Any work total person,, 9786
Dang,Male,50 - 54 Years,Economic,< 3 months,  97
Dang,Male,50 - 54 Years,Economic,3 - 5 months, 261
Dang,Male,50 - 54 Years,Economic,6 - 7 months, 842
Dang,Male,50 - 54 Years,Economic,8+ months,8094
Dang,Male,50 - 54 Years,Extended economic,< 3 months,  598
Dang,Male,50 - 54 Years,Extended economic,3 - 5 months,  535
Dang,Male,50 - 54 Years,Extended economic,6 - 7 months,114
Dang,Male,50 - 54 Years,Extended economic,8+ months,8
Dang,Male,50 - 54 Years,Seeking economic job,< 3 months,258
Dang,Male,50 - 54 Years,Seeking economic job,3-5 months, 90
Dang,Male,50 - 54 Years,Seeking economic job,6-7 months,  82
Dang,Male,50 - 54 Years,Seeking economic job,8+ months, 58
Dang,Male,50 - 54 Years,Non-economic work,< 3 months,686
Dang,Male,50 - 54 Years,Non-economic work,3 - 5 months, 918
Dang,Male,50 - 54 Years,Non-economic work,6 - 7 months,358
Dang,Male,50 - 54 Years,Non-economic work,8+ months,  597
Dang,Male,50 - 54 Years,Activity not stated,,  32
Dang,Male,55 - 59 Years,Any work total person,, 8096
Dang,Male,55 - 59 Years,Economic,< 3 months, 128
Dang,Male,55 - 59 Years,Economic,3 - 5 months, 294
Dang,Male,55 - 59 Years,Economic,6 - 7 months, 766
Dang,Male,55 - 59 Years,Economic,8+ months,6074
Dang,Male,55 - 59 Years,Extended economic,< 3 months,  576
Dang,Male,55 - 59 Years,Extended economic,3 - 5 months,  451
Dang,Male,55 - 59 Years,Extended economic,6 - 7 months, 91
Dang,Male,55 - 59 Years,Extended economic,8+ months,  96
Dang,Male,55 - 59 Years,Seeking economic job,< 3 months,219
Dang,Male,55 - 59 Years,Seeking economic job,3-5 months, 81
Dang,Male,55 - 59 Years,Seeking economic job,6-7 months,  31
Dang,Male,55 - 59 Years,Seeking economic job,8+ months, 15
Dang,Male,55 - 59 Years,Non-economic work,< 3 months,753
Dang,Male,55 - 59 Years,Non-economic work,3 - 5 months, 833
Dang,Male,55 - 59 Years,Non-economic work,6 - 7 months,390
Dang,Male,55 - 59 Years,Non-economic work,8+ months,  934
Dang,Male,55 - 59 Years,Activity not stated,,  56
Dang,Male,60 - 64 Years,Any work total person,, 6983
Dang,Male,60 - 64 Years,Economic,< 3 months, 101
Dang,Male,60 - 64 Years,Economic,3 - 5 months, 329
Dang,Male,60 - 64 Years,Economic,6 - 7 months, 589
Dang,Male,60 - 64 Years,Economic,8+ months,4568
Dang,Male,60 - 64 Years,Extended economic,< 3 months,  348
Dang,Male,60 - 64 Years,Extended economic,3 - 5 months,  343
Dang,Male,60 - 64 Years,Extended economic,6 - 7 months, 97
Dang,Male,60 - 64 Years,Extended economic,8+ months,  92
Dang,Male,60 - 64 Years,Seeking economic job,< 3 months,111
Dang,Male,60 - 64 Years,Seeking economic job,3-5 months, 59
Dang,Male,60 - 64 Years,Seeking economic job,6-7 months,8
Dang,Male,60 - 64 Years,Seeking economic job,8+ months, 17
Dang,Male,60 - 64 Years,Non-economic work,< 3 months,537
Dang,Male,60 - 64 Years,Non-economic work,3 - 5 months, 683
Dang,Male,60 - 64 Years,Non-economic work,6 - 7 months,302
Dang,Male,60 - 64 Years,Non-economic work,8+ months, 1564
Dang,Male,60 - 64 Years,Activity not stated,,  17
Dang,Male,65 - 69 Years,Any work total person,, 5358
Dang,Male,65 - 69 Years,Economic,< 3 months, 156
Dang,Male,65 - 69 Years,Economic,3 - 5 months, 294
Dang,Male,65 - 69 Years,Economic,6 - 7 months, 508
Dang,Male,65 - 69 Years,Economic,8+ months,2584
Dang,Male,65 - 69 Years,Extended economic,< 3 months,  335
Dang,Male,65 - 69 Years,Extended economic,3 - 5 months,  266
Dang,Male,65 - 69 Years,Extended economic,6 - 7 months, 35
Dang,Male,65 - 69 Years,Extended economic,8+ months,  69
Dang,Male,65 - 69 Years,Seeking economic job,< 3 months, 69
Dang,Male,65 - 69 Years,Seeking economic job,3-5 months, 69
Dang,Male,65 - 69 Years,Seeking economic job,6-7 months,  17
Dang,Male,65 - 69 Years,Seeking economic job,8+ months,  0
Dang,Male,65 - 69 Years,Non-economic work,< 3 months,290
Dang,Male,65 - 69 Years,Non-economic work,3 - 5 months, 526
Dang,Male,65 - 69 Years,Non-economic work,6 - 7 months,330
Dang,Male,65 - 69 Years,Non-economic work,8+ months, 2024
Dang,Male,65 - 69 Years,Activity not stated,,  35
Dang,Male,70 - 74 Years,Any work total person,, 3162
Dang,Male,70 - 74 Years,Economic,< 3 months,  98
Dang,Male,70 - 74 Years,Economic,3 - 5 months, 113
Dang,Male,70 - 74 Years,Economic,6 - 7 months, 248
Dang,Male,70 - 74 Years,Economic,8+ months, 983
Dang,Male,70 - 74 Years,Extended economic,< 3 months,83
Dang,Male,70 - 74 Years,Extended economic,3 - 5 months,90
Dang,Male,70 - 74 Years,Extended economic,6 - 7 months, 45
Dang,Male,70 - 74 Years,Extended economic,8+ months,  52
Dang,Male,70 - 74 Years,Seeking economic job,< 3 months, 29
Dang,Male,70 - 74 Years,Seeking economic job,3-5 months, 15
Dang,Male,70 - 74 Years,Seeking economic job,6-7 months,8
Dang,Male,70 - 74 Years,Seeking economic job,8+ months,  0
Dang,Male,70 - 74 Years,Non-economic work,< 3 months,128
Dang,Male,70 - 74 Years,Non-economic work,3 - 5 months, 150
Dang,Male,70 - 74 Years,Non-economic work,6 - 7 months,180
Dang,Male,70 - 74 Years,Non-economic work,8+ months, 1827
Dang,Male,70 - 74 Years,Activity not stated,,7
Dang,Male,75+ Years,Any work total person,,  3025
Dang,Male,75+ Years,Economic,< 3 months,  91
Dang,Male,75+ Years,Economic,3 - 5 months,  53
Dang,Male,75+ Years,Economic,6 - 7 months, 108
Dang,Male,75+ Years,Economic,8+ months, 432
Dang,Male,75+ Years,Extended economic,< 3 months,93
Dang,Male,75+ Years,Extended economic,3 - 5 months,91
Dang,Male,75+ Years,Extended economic,6 - 7 months, 17
Dang,Male,75+ Years,Extended economic,8+ months,  26
Dang,Male,75+ Years,Seeking economic job,< 3 months,  0
Dang,Male,75+ Years,Seeking economic job,3-5 months,  0
Dang,Male,75+ Years,Seeking economic job,6-7 months,0
Dang,Male,75+ Years,Seeking economic job,8+ months,  0
Dang,Male,75+ Years,Non-economic work,< 3 months, 77
Dang,Male,75+ Years,Non-economic work,3 - 5 months, 108
Dang,Male,75+ Years,Non-economic work,6 - 7 months, 58
Dang,Male,75+ Years,Non-economic work,8+ months, 2401
Dang,Male,75+ Years,Activity not stated,,  25
Dang,Female,10 - 14 Years,Any work total person,,38255
Dang,Female,10 - 14 Years,Economic,< 3 months,1547
Dang,Female,10 - 14 Years,Economic,3 - 5 months,1112
Dang,Female,10 - 14 Years,Economic,6 - 7 months, 161
Dang,Female,10 - 14 Years,Economic,8+ months,  387
Dang,Female,10 - 14 Years,Extended economic,< 3 months,805
Dang,Female,10 - 14 Years,Extended economic,3 - 5 months,306
Dang,Female,10 - 14 Years,Extended economic,6 - 7 months, 64
Dang,Female,10 - 14 Years,Extended economic,8+ months,  48
Dang,Female,10 - 14 Years,Seeking economic job,< 3 months, 81
Dang,Female,10 - 14 Years,Seeking economic job,3-5 months, 24
Dang,Female,10 - 14 Years,Seeking economic job,6-7 months,0
Dang,Female,10 - 14 Years,Seeking economic job,8+ months, 16
Dang,Female,10 - 14 Years,Non-economic work,< 3 months, 89
Dang,Female,10 - 14 Years,Non-economic work,3 - 5 months, 137
Dang,Female,10 - 14 Years,Non-economic work,6 - 7 months,370
Dang,Female,10 - 14 Years,Non-economic work,8+ months,36931
Dang,Female,10 - 14 Years,Activity not stated,, 421
Dang,Female,15 - 19 Years,Any work total person,,35515
Dang,Female,15 - 19 Years,Economic,< 3 months,1760
Dang,Female,15 - 19 Years,Economic,3 - 5 months,2125
Dang,Female,15 - 19 Years,Economic,6 - 7 months,1662
Dang,Female,15 - 19 Years,Economic,8+ months, 3626
Dang,Female,15 - 19 Years,Extended economic,< 3 months,  1555
Dang,Female,15 - 19 Years,Extended economic,3 - 5 months,  1064
Dang,Female,15 - 19 Years,Extended economic,6 - 7 months,226
Dang,Female,15 - 19 Years,Extended economic,8+ months, 183
Dang,Female,15 - 19 Years,Seeking economic job,< 3 months,266
Dang,Female,15 - 19 Years,Seeking economic job,3-5 months,200
Dang,Female,15 - 19 Years,Seeking economic job,6-7 months,  40
Dang,Female,15 - 19 Years,Seeking economic job,8+ months, 80
Dang,Female,15 - 19 Years,Non-economic work,< 3 months,  1079
Dang,Female,15 - 19 Years,Non-economic work,3 - 5 months,1884
Dang,Female,15 - 19 Years,Non-economic work,6 - 7 months,  1543
Dang,Female,15 - 19 Years,Non-economic work,8+ months,28549
Dang,Female,15 - 19 Years,Activity not stated,, 295
Dang,Female,20 - 24 Years,Any work total person,,29664
Dang,Female,20 - 24 Years,Economic,< 3 months,1235
Dang,Female,20 - 24 Years,Economic,3 - 5 months,2421
Dang,Female,20 - 24 Years,Economic,6 - 7 months,3869
Dang,Female,20 - 24 Years,Economic,8+ months, 8039
Dang,Female,20 - 24 Years,Extended economic,< 3 months,  2590
Dang,Female,20 - 24 Years,Extended economic,3 - 5 months,  1939
Dang,Female,20 - 24 Years,Extended economic,6 - 7 months,448
Dang,Female,20 - 24 Years,Extended economic,8+ months, 359
Dang,Female,20 - 24 Years,Seeking economic job,< 3 months,382
Dang,Female,20 - 24 Years,Seeking economic job,3-5 months,242
Dang,Female,20 - 24 Years,Seeking economic job,6-7 months, 150
Dang,Female,20 - 24 Years,Seeking economic job,8+ months,102
Dang,Female,20 - 24 Years,Non-economic work,< 3 months,  1966
Dang,Female,20 - 24 Years,Non-economic work,3 - 5 months,4165
Dang,Female,20 - 24 Years,Non-economic work,6 - 7 months,  2922
Dang,Female,20 - 24 Years,Non-economic work,8+ months,15174
Dang,Female,20 - 24 Years,Activity not stated,, 239
Dang,Female,25 - 29 Years,Any work total person,,25785
Dang,Female,25 - 29 Years,Economic,< 3 months, 800
Dang,Female,25 - 29 Years,Economic,3 - 5 months,2342
Dang,Female,25 - 29 Years,Economic,6 - 7 months,4220
Dang,Female,25 - 29 Years,Economic,8+ months, 8720
Dang,Female,25 - 29 Years,Extended economic,< 3 months,  2357
Dang,Female,25 - 29 Years,Extended economic,3 - 5 months,  1942
Dang,Female,25 - 29 Years,Extended economic,6 - 7 months,557
Dang,Female,25 - 29 Years,Extended economic,8+ months, 490
Dang,Female,25 - 29 Years,Seeking economic job,< 3 months,270
Dang,Female,25 - 29 Years,Seeking economic job,3-5 months,197
Dang,Female,25 - 29 Years,Seeking economic job,6-7 months,  73
Dang,Female,25 - 29 Years,Seeking economic job,8+ months,115
Dang,Female,25 - 29 Years,Non-economic work,< 3 months,  2083
Dang,Female,25 - 29 Years,Non-economic work,3 - 5 months,4356
Dang,Female,25 - 29 Years,Non-economic work,6 - 7 months,  3406
Dang,Female,25 - 29 Years,Non-economic work,8+ months,10304
Dang,Female,25 - 29 Years,Activity not stated,, 147
Dang,Female,30 - 34 Years,Any work total person,,20744
Dang,Female,30 - 34 Years,Economic,< 3 months, 788
Dang,Female,30 - 34 Years,Economic,3 - 5 months,1940
Dang,Female,30 - 34 Years,Economic,6 - 7 months,3713
Dang,Female,30 - 34 Years,Economic,8+ months, 7616
Dang,Female,30 - 34 Years,Extended economic,< 3 months,  1920
Dang,Female,30 - 34 Years,Extended economic,3 - 5 months,  1589
Dang,Female,30 - 34 Years,Extended economic,6 - 7 months,412
Dang,Female,30 - 34 Years,Extended economic,8+ months, 220
Dang,Female,30 - 34 Years,Seeking economic job,< 3 months,305
Dang,Female,30 - 34 Years,Seeking economic job,3-5 months,143
Dang,Female,30 - 34 Years,Seeking economic job,6-7 months,  34
Dang,Female,30 - 34 Years,Seeking economic job,8+ months, 76
Dang,Female,30 - 34 Years,Non-economic work,< 3 months,  1606
Dang,Female,30 - 34 Years,Non-economic work,3 - 5 months,3770
Dang,Female,30 - 34 Years,Non-economic work,6 - 7 months,  2777
Dang,Female,30 - 34 Years,Non-economic work,8+ months, 7650
Dang,Female,30 - 34 Years,Activity not stated,,  92
Dang,Female,35 - 39 Years,Any work total person,,18359
Dang,Female,35 - 39 Years,Economic,< 3 months, 701
Dang,Female,35 - 39 Years,Economic,3 - 5 months,1897
Dang,Female,35 - 39 Years,Economic,6 - 7 months,3249
Dang,Female,35 - 39 Years,Economic,8+ months, 6988
Dang,Female,35 - 39 Years,Extended economic,< 3 months,  1958
Dang,Female,35 - 39 Years,Extended economic,3 - 5 months,  1410
Dang,Female,35 - 39 Years,Extended economic,6 - 7 months,345
Dang,Female,35 - 39 Years,Extended economic,8+ months, 212
Dang,Female,35 - 39 Years,Seeking economic job,< 3 months,155
Dang,Female,35 - 39 Years,Seeking economic job,3-5 months, 99
Dang,Female,35 - 39 Years,Seeking economic job,6-7 months,  16
Dang,Female,35 - 39 Years,Seeking economic job,8+ months, 64
Dang,Female,35 - 39 Years,Non-economic work,< 3 months,  1547
Dang,Female,35 - 39 Years,Non-economic work,3 - 5 months,3609
Dang,Female,35 - 39 Years,Non-economic work,6 - 7 months,  2370
Dang,Female,35 - 39 Years,Non-economic work,8+ months, 6458
Dang,Female,35 - 39 Years,Activity not stated,,  73
Dang,Female,40 - 44 Years,Any work total person,,15019
Dang,Female,40 - 44 Years,Economic,< 3 months, 589
Dang,Female,40 - 44 Years,Economic,3 - 5 months,1685
Dang,Female,40 - 44 Years,Economic,6 - 7 months,2723
Dang,Female,40 - 44 Years,Economic,8+ months, 5431
Dang,Female,40 - 44 Years,Extended economic,< 3 months,  1563
Dang,Female,40 - 44 Years,Extended economic,3 - 5 months,  1118
Dang,Female,40 - 44 Years,Extended economic,6 - 7 months,257
Dang,Female,40 - 44 Years,Extended economic,8+ months, 222
Dang,Female,40 - 44 Years,Seeking economic job,< 3 months,191
Dang,Female,40 - 44 Years,Seeking economic job,3-5 months, 49
Dang,Female,40 - 44 Years,Seeking economic job,6-7 months,  66
Dang,Female,40 - 44 Years,Seeking economic job,8+ months, 33
Dang,Female,40 - 44 Years,Non-economic work,< 3 months,  1364
Dang,Female,40 - 44 Years,Non-economic work,3 - 5 months,3022
Dang,Female,40 - 44 Years,Non-economic work,6 - 7 months,  2090
Dang,Female,40 - 44 Years,Non-economic work,8+ months, 5370
Dang,Female,40 - 44 Years,Activity not stated,,  84
Dang,Female,45 - 49 Years,Any work total person,,11757
Dang,Female,45 - 49 Years,Economic,< 3 months, 437
Dang,Female,45 - 49 Years,Economic,3 - 5 months,1413
Dang,Female,45 - 49 Years,Economic,6 - 7 months,1996
Dang,Female,45 - 49 Years,Economic,8+ months, 3742
Dang,Female,45 - 49 Years,Extended economic,< 3 months,  1245
Dang,Female,45 - 49 Years,Extended economic,3 - 5 months,948
Dang,Female,45 - 49 Years,Extended economic,6 - 7 months,256
Dang,Female,45 - 49 Years,Extended economic,8+ months, 295
Dang,Female,45 - 49 Years,Seeking economic job,< 3 months, 88
Dang,Female,45 - 49 Years,Seeking economic job,3-5 months, 56
Dang,Female,45 - 49 Years,Seeking economic job,6-7 months,  32
Dang,Female,45 - 49 Years,Seeking economic job,8+ months, 16
Dang,Female,45 - 49 Years,Non-economic work,< 3 months,856
Dang,Female,45 - 49 Years,Non-economic work,3 - 5 months,2157
Dang,Female,45 - 49 Years,Non-economic work,6 - 7 months,  1674
Dang,Female,45 - 49 Years,Non-economic work,8+ months, 4664
Dang,Female,45 - 49 Years,Activity not stated,,  40
Dang,Female,50 - 54 Years,Any work total person,, 9969
Dang,Female,50 - 54 Years,Economic,< 3 months, 396
Dang,Female,50 - 54 Years,Economic,3 - 5 months,1113
Dang,Female,50 - 54 Years,Economic,6 - 7 months,1494
Dang,Female,50 - 54 Years,Economic,8+ months, 3100
Dang,Female,50 - 54 Years,Extended economic,< 3 months,995
Dang,Female,50 - 54 Years,Extended economic,3 - 5 months,703
Dang,Female,50 - 54 Years,Extended economic,6 - 7 months,177
Dang,Female,50 - 54 Years,Extended economic,8+ months, 200
Dang,Female,50 - 54 Years,Seeking economic job,< 3 months, 96
Dang,Female,50 - 54 Years,Seeking economic job,3-5 months, 48
Dang,Female,50 - 54 Years,Seeking economic job,6-7 months,8
Dang,Female,50 - 54 Years,Seeking economic job,8+ months, 24
Dang,Female,50 - 54 Years,Non-economic work,< 3 months,741
Dang,Female,50 - 54 Years,Non-economic work,3 - 5 months,1873
Dang,Female,50 - 54 Years,Non-economic work,6 - 7 months,  1146
Dang,Female,50 - 54 Years,Non-economic work,8+ months, 4385
Dang,Female,50 - 54 Years,Activity not stated,,  40
Dang,Female,55 - 59 Years,Any work total person,, 7816
Dang,Female,55 - 59 Years,Economic,< 3 months, 321
Dang,Female,55 - 59 Years,Economic,3 - 5 months, 855
Dang,Female,55 - 59 Years,Economic,6 - 7 months,1176
Dang,Female,55 - 59 Years,Economic,8+ months, 1985
Dang,Female,55 - 59 Years,Extended economic,< 3 months,649
Dang,Female,55 - 59 Years,Extended economic,3 - 5 months,608
Dang,Female,55 - 59 Years,Extended economic,6 - 7 months,155
Dang,Female,55 - 59 Years,Extended economic,8+ months, 188
Dang,Female,55 - 59 Years,Seeking economic job,< 3 months, 58
Dang,Female,55 - 59 Years,Seeking economic job,3-5 months, 25
Dang,Female,55 - 59 Years,Seeking economic job,6-7 months,  25
Dang,Female,55 - 59 Years,Seeking economic job,8+ months,  0
Dang,Female,55 - 59 Years,Non-economic work,< 3 months,534
Dang,Female,55 - 59 Years,Non-economic work,3 - 5 months,1294
Dang,Female,55 - 59 Years,Non-economic work,6 - 7 months,952
Dang,Female,55 - 59 Years,Non-economic work,8+ months, 3836
Dang,Female,55 - 59 Years,Activity not stated,,  41
Dang,Female,60 - 64 Years,Any work total person,, 7464
Dang,Female,60 - 64 Years,Economic,< 3 months, 313
Dang,Female,60 - 64 Years,Economic,3 - 5 months, 573
Dang,Female,60 - 64 Years,Economic,6 - 7 months, 781
Dang,Female,60 - 64 Years,Economic,8+ months, 1414
Dang,Female,60 - 64 Years,Extended economic,< 3 months,541
Dang,Female,60 - 64 Years,Extended economic,3 - 5 months,414
Dang,Female,60 - 64 Years,Extended economic,6 - 7 months,126
Dang,Female,60 - 64 Years,Extended economic,8+ months,  78
Dang,Female,60 - 64 Years,Seeking economic job,< 3 months, 41
Dang,Female,60 - 64 Years,Seeking economic job,3-5 months, 33
Dang,Female,60 - 64 Years,Seeking economic job,6-7 months,  25
Dang,Female,60 - 64 Years,Seeking economic job,8+ months, 17
Dang,Female,60 - 64 Years,Non-economic work,< 3 months,365
Dang,Female,60 - 64 Years,Non-economic work,3 - 5 months, 833
Dang,Female,60 - 64 Years,Non-economic work,6 - 7 months,668
Dang,Female,60 - 64 Years,Non-economic work,8+ months, 4715
Dang,Female,60 - 64 Years,Activity not stated,,  33
Dang,Female,65 - 69 Years,Any work total person,, 4864
Dang,Female,65 - 69 Years,Economic,< 3 months, 175
