District,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Occupation,Gender,Status of employment,Value
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Service & sale workers,Female,Employee,49
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Service & sale workers,Female,Own account holder,1169
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Service & sale workers,Female,Unpaid family worker,32
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Service & sale workers,Female,Not stated,41
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,"Skilled agri.,forestry & fishery workers",Female,Employer,248
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,"Skilled agri.,forestry & fishery workers",Female,Employee,392
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,"Skilled agri.,forestry & fishery workers",Female,Own account holder,40541
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,"Skilled agri.,forestry & fishery workers",Female,Unpaid family worker,278
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,"Skilled agri.,forestry & fishery workers",Female,Not stated,1092
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Craft and related trades workers,Female,Employer,8
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Craft and related trades workers,Female,Employee,492
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Craft and related trades workers,Female,Own account holder,565
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Craft and related trades workers,Female,Unpaid family worker,24
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Craft and related trades workers,Female,Not stated,16
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Plant & machine operators & assemblers,Female,Employer,0
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Plant & machine operators & assemblers,Female,Employee,41
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Plant & machine operators & assemblers,Female,Own account holder,57
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Plant & machine operators & assemblers,Female,Unpaid family worker,0
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Plant & machine operators & assemblers,Female,Not stated,0
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Elementary Occupations,Female,Employer,16
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Elementary Occupations,Female,Employee,673
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Elementary Occupations,Female,Own account holder,875
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Elementary Occupations,Female,Unpaid family worker,82
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Elementary Occupations,Female,Not stated,105
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Not Stated,Female,Employer,8
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Not Stated,Female,Employee,82
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Not Stated,Female,Own account holder,57
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Not Stated,Female,Unpaid family worker,0
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Not Stated,Female,Not stated,114
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Armed Forces,Male,Employer,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Armed Forces,Male,Employee,24
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Armed Forces,Male,Own account holder,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Armed Forces,Male,Unpaid family worker,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Armed Forces,Male,Not stated,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Managers,Male,Employer,8
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Managers,Male,Employee,57
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Managers,Male,Own account holder,186
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Managers,Male,Unpaid family worker,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Managers,Male,Not stated,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Professionals,Male,Employer,74
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Professionals,Male,Employee,1600
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Professionals,Male,Own account holder,262
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Professionals,Male,Unpaid family worker,8
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Professionals,Male,Not stated,72
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Technicians and associate Prof.,Male,Employer,49
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Technicians and associate Prof.,Male,Employee,501
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Technicians and associate Prof.,Male,Own account holder,73
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Technicians and associate Prof.,Male,Unpaid family worker,8
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Technicians and associate Prof.,Male,Not stated,8
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Office assistance,Male,Employer,8
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Office assistance,Male,Employee,404
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Office assistance,Male,Own account holder,33
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Office assistance,Male,Unpaid family worker,8
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Office assistance,Male,Not stated,8
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Service & sale workers,Male,Employer,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Service & sale workers,Male,Employee,385
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Service & sale workers,Male,Own account holder,1279
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Service & sale workers,Male,Unpaid family worker,8
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Service & sale workers,Male,Not stated,129
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,"Skilled agri.,forestry & fishery workers",Male,Employer,259
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,"Skilled agri.,forestry & fishery workers",Male,Employee,671
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,"Skilled agri.,forestry & fishery workers",Male,Own account holder,24203
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,"Skilled agri.,forestry & fishery workers",Male,Unpaid family worker,40
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,"Skilled agri.,forestry & fishery workers",Male,Not stated,394
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Craft and related trades workers,Male,Employer,42
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Craft and related trades workers,Male,Employee,2613
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Craft and related trades workers,Male,Own account holder,760
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Craft and related trades workers,Male,Unpaid family worker,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Craft and related trades workers,Male,Not stated,127
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Plant & machine operators & assemblers,Male,Employer,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Plant & machine operators & assemblers,Male,Employee,162
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Plant & machine operators & assemblers,Male,Own account holder,73
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Plant & machine operators & assemblers,Male,Unpaid family worker,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Plant & machine operators & assemblers,Male,Not stated,24
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Elementary Occupations,Male,Employer,33
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Elementary Occupations,Male,Employee,1571
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Elementary Occupations,Male,Own account holder,375
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Elementary Occupations,Male,Unpaid family worker,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Elementary Occupations,Male,Not stated,49
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Not Stated,Male,Employer,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Not Stated,Male,Employee,154
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Not Stated,Male,Own account holder,88
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Not Stated,Male,Unpaid family worker,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Not Stated,Male,Not stated,49
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Armed Forces,Female,Employer,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Armed Forces,Female,Employee,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Armed Forces,Female,Own account holder,8
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Armed Forces,Female,Unpaid family worker,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Armed Forces,Female,Not stated,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Managers,Female,Employer,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Managers,Female,Employee,8
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Managers,Female,Own account holder,145
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Managers,Female,Unpaid family worker,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Managers,Female,Not stated,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Professionals,Female,Employer,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Professionals,Female,Employee,691
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Professionals,Female,Own account holder,64
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Professionals,Female,Unpaid family worker,8
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Professionals,Female,Not stated,73
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Technicians and associate Prof.,Female,Employer,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Technicians and associate Prof.,Female,Employee,64
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Technicians and associate Prof.,Female,Own account holder,33
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Technicians and associate Prof.,Female,Unpaid family worker,8
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Technicians and associate Prof.,Female,Not stated,16
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Office assistance,Female,Employer,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Office assistance,Female,Employee,73
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Office assistance,Female,Own account holder,32
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Office assistance,Female,Unpaid family worker,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Office assistance,Female,Not stated,16
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Service & sale workers,Female,Employer,17
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Service & sale workers,Female,Employee,73
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Service & sale workers,Female,Own account holder,872
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Service & sale workers,Female,Unpaid family worker,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Service & sale workers,Female,Not stated,98
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,"Skilled agri.,forestry & fishery workers",Female,Employer,297
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,"Skilled agri.,forestry & fishery workers",Female,Employee,586
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,"Skilled agri.,forestry & fishery workers",Female,Own account holder,28641
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,"Skilled agri.,forestry & fishery workers",Female,Unpaid family worker,105
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,"Skilled agri.,forestry & fishery workers",Female,Not stated,587
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Craft and related trades workers,Female,Employer,8
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Craft and related trades workers,Female,Employee,154
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Craft and related trades workers,Female,Own account holder,200
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Craft and related trades workers,Female,Unpaid family worker,16
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Craft and related trades workers,Female,Not stated,8
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Plant & machine operators & assemblers,Female,Employer,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Plant & machine operators & assemblers,Female,Employee,40
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Plant & machine operators & assemblers,Female,Own account holder,56
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Plant & machine operators & assemblers,Female,Unpaid family worker,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Plant & machine operators & assemblers,Female,Not stated,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Elementary Occupations,Female,Employer,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Elementary Occupations,Female,Employee,447
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Elementary Occupations,Female,Own account holder,936
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Elementary Occupations,Female,Unpaid family worker,25
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Elementary Occupations,Female,Not stated,56
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Not Stated,Female,Employer,8
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Not Stated,Female,Employee,24
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Not Stated,Female,Own account holder,24
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Not Stated,Female,Unpaid family worker,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Not Stated,Female,Not stated,0
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Armed Forces,Male,Employer,8
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Armed Forces,Male,Employee,596
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Armed Forces,Male,Own account holder,33
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Armed Forces,Male,Unpaid family worker,15
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Armed Forces,Male,Not stated,57
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Managers,Male,Employer,375
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Managers,Male,Employee,925
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Managers,Male,Own account holder,1740
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Managers,Male,Unpaid family worker,33
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Managers,Male,Not stated,49
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Professionals,Male,Employer,237
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Professionals,Male,Employee,5891
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Professionals,Male,Own account holder,517
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Professionals,Male,Unpaid family worker,8
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Professionals,Male,Not stated,246
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Technicians and associate Prof.,Male,Employer,350
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Technicians and associate Prof.,Male,Employee,3609
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Technicians and associate Prof.,Male,Own account holder,901
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Technicians and associate Prof.,Male,Unpaid family worker,16
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Technicians and associate Prof.,Male,Not stated,137
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Office assistance,Male,Employer,81
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Office assistance,Male,Employee,2304
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Office assistance,Male,Own account holder,149
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Office assistance,Male,Unpaid family worker,8
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Office assistance,Male,Not stated,82
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Service & sale workers,Male,Employer,1048
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Service & sale workers,Male,Employee,6507
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Service & sale workers,Male,Own account holder,15114
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Service & sale workers,Male,Unpaid family worker,197
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Service & sale workers,Male,Not stated,753
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,"Skilled agri.,forestry & fishery workers",Male,Employer,1407
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,"Skilled agri.,forestry & fishery workers",Male,Employee,3352
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,"Skilled agri.,forestry & fishery workers",Male,Own account holder,79192
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,"Skilled agri.,forestry & fishery workers",Male,Unpaid family worker,584
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,"Skilled agri.,forestry & fishery workers",Male,Not stated,2765
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Craft and related trades workers,Male,Employer,993
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Craft and related trades workers,Male,Employee,19084
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Craft and related trades workers,Male,Own account holder,5036
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Craft and related trades workers,Male,Unpaid family worker,130
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Craft and related trades workers,Male,Not stated,818
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Plant & machine operators & assemblers,Male,Employer,371
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Plant & machine operators & assemblers,Male,Employee,8800
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Plant & machine operators & assemblers,Male,Own account holder,1738
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Plant & machine operators & assemblers,Male,Unpaid family worker,34
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Plant & machine operators & assemblers,Male,Not stated,278
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Elementary Occupations,Male,Employer,270
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Elementary Occupations,Male,Employee,15594
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Elementary Occupations,Male,Own account holder,2515
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Elementary Occupations,Male,Unpaid family worker,82
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Elementary Occupations,Male,Not stated,571
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Not Stated,Male,Employer,155
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Not Stated,Male,Employee,3463
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Not Stated,Male,Own account holder,916
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Not Stated,Male,Unpaid family worker,41
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Not Stated,Male,Not stated,695
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Armed Forces,Female,Employer,8
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Armed Forces,Female,Employee,8
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Armed Forces,Female,Own account holder,0
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Armed Forces,Female,Unpaid family worker,0
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Armed Forces,Female,Not stated,0
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Managers,Female,Employer,32
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Managers,Female,Employee,286
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Managers,Female,Own account holder,1028
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Managers,Female,Unpaid family worker,48
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Managers,Female,Not stated,63
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Professionals,Female,Employer,104
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Professionals,Female,Employee,3188
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Professionals,Female,Own account holder,121
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Professionals,Female,Unpaid family worker,23
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Professionals,Female,Not stated,145
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Technicians and associate Prof.,Female,Employer,32
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Technicians and associate Prof.,Female,Employee,1166
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Technicians and associate Prof.,Female,Own account holder,191
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Technicians and associate Prof.,Female,Unpaid family worker,24
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Technicians and associate Prof.,Female,Not stated,40
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Office assistance,Female,Employer,8
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Office assistance,Female,Employee,842
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Office assistance,Female,Own account holder,48
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Office assistance,Female,Unpaid family worker,16
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Office assistance,Female,Not stated,24
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Service & sale workers,Female,Employer,216
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Service & sale workers,Female,Employee,1064
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Service & sale workers,Female,Own account holder,5966
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Service & sale workers,Female,Unpaid family worker,256
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Service & sale workers,Female,Not stated,274
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,"Skilled agri.,forestry & fishery workers",Female,Employer,925
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,"Skilled agri.,forestry & fishery workers",Female,Employee,2353
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,"Skilled agri.,forestry & fishery workers",Female,Own account holder,68955
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,"Skilled agri.,forestry & fishery workers",Female,Unpaid family worker,1493
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,"Skilled agri.,forestry & fishery workers",Female,Not stated,2888
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Craft and related trades workers,Female,Employer,128
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Craft and related trades workers,Female,Employee,2724
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Craft and related trades workers,Female,Own account holder,1926
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Craft and related trades workers,Female,Unpaid family worker,129
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Craft and related trades workers,Female,Not stated,194
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Plant & machine operators & assemblers,Female,Employer,8
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Plant & machine operators & assemblers,Female,Employee,346
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Plant & machine operators & assemblers,Female,Own account holder,88
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Plant & machine operators & assemblers,Female,Unpaid family worker,8
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Plant & machine operators & assemblers,Female,Not stated,0
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Elementary Occupations,Female,Employer,73
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Elementary Occupations,Female,Employee,6751
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Elementary Occupations,Female,Own account holder,2445
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Elementary Occupations,Female,Unpaid family worker,105
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Elementary Occupations,Female,Not stated,469
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Not Stated,Female,Employer,64
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Not Stated,Female,Employee,754
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Not Stated,Female,Own account holder,396
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Not Stated,Female,Unpaid family worker,16
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Not Stated,Female,Not stated,244
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Armed Forces,Male,Employer,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Armed Forces,Male,Employee,80
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Armed Forces,Male,Own account holder,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Armed Forces,Male,Unpaid family worker,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Armed Forces,Male,Not stated,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Managers,Male,Employer,16
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Managers,Male,Employee,64
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Managers,Male,Own account holder,207
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Managers,Male,Unpaid family worker,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Managers,Male,Not stated,8
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Professionals,Male,Employer,39
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Professionals,Male,Employee,1915
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Professionals,Male,Own account holder,185
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Professionals,Male,Unpaid family worker,25
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Professionals,Male,Not stated,65
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Technicians and associate Prof.,Male,Employer,8
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Technicians and associate Prof.,Male,Employee,396
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Technicians and associate Prof.,Male,Own account holder,122
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Technicians and associate Prof.,Male,Unpaid family worker,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Technicians and associate Prof.,Male,Not stated,8
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Office assistance,Male,Employer,16
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Office assistance,Male,Employee,382
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Office assistance,Male,Own account holder,88
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Office assistance,Male,Unpaid family worker,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Office assistance,Male,Not stated,25
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Service & sale workers,Male,Employer,95
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Service & sale workers,Male,Employee,590
